ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1999,1999-09-12,1,24.248,STL,,BAL,W 27-10,,1,5,5.00,0,0,0,0,,0,0.0%,,0,0
2,1999,1999-09-26,2,24.262,STL,,ATL,W 35-7,,6,20,3.33,0,0,0,0,,0,0.0%,,0,0
3,1999,1999-10-03,3,24.269,STL,@,CIN,W 38-10,,6,13,2.17,0,0,0,0,,0,0.0%,,0,0
4,1999,1999-10-10,4,24.276,STL,,SFO,W 42-20,,11,46,4.18,0,0,0,0,,0,0.0%,,0,0
5,1999,1999-10-24,6,24.290,STL,,CLE,W 34-3,,9,69,7.67,0,2,0,0,,0,0.0%,0.00,0,0
6,1999,1999-10-31,7,24.297,STL,@,TEN,L 21-24,,,,,,,,,,,0.0%,,,
7,1999,1999-12-26,15,24.353,STL,,CHI,W 34-12,,11,23,2.09,0,1,0,0,,0,0.0%,0.00,0,0
8,1999,2000-01-02,16,24.360,STL,@,PHI,L 31-38,,3,3,1.00,0,2,0,0,,0,0.0%,0.00,0,0
9,2000,2000-09-17,3,25.254,STL,,SFO,W 41-24,,,,,,,,,,,0.0%,,,
10,2000,2000-09-24,4,25.261,STL,@,ATL,W 41-20,,2,2,1.00,0,0,0,0,,0,0.0%,,0,0
11,2000,2000-10-01,5,25.268,STL,,SDG,W 57-31,,14,102,7.29,1,0,0,0,,0,0.0%,,1,6
12,2000,2000-10-15,6,25.282,STL,,ATL,W 45-29,,2,6,3.00,1,1,1,3,3.00,0,100.0%,3.00,1,6
13,2000,2000-10-22,7,25.289,STL,@,KAN,L 34-54,,0,0,,0,2,2,21,10.50,0,100.0%,10.50,0,0
14,2000,2000-10-29,8,25.296,STL,@,SFO,W 34-24,,4,43,10.75,0,0,0,0,,0,0.0%,,0,0
15,2000,2000-11-05,9,25.303,STL,,CAR,L 24-27,*,12,12,1.00,1,5,4,27,6.75,0,80.0%,5.40,1,6
16,2000,2000-11-12,10,25.310,STL,@,NYG,W 38-24,*,17,62,3.65,0,3,3,5,1.67,0,100.0%,1.67,0,0
17,2000,2000-11-20,11,25.318,STL,,WAS,L 20-33,,,,,,,,,,,0.0%,,,
18,2000,2000-11-26,12,25.324,STL,,NOR,L 24-31,,,,,,,,,,,0.0%,,,
19,2000,2000-12-03,13,25.331,STL,@,CAR,L 3-16,,,,,,,,,,,0.0%,,,
20,2000,2000-12-10,14,25.338,STL,,MIN,W 40-29,,1,6,6.00,1,0,0,0,,0,0.0%,,1,6
21,2000,2000-12-18,15,25.346,STL,@,TAM,L 35-38,,,,,,,,,,,0.0%,,,
22,2000,2000-12-24,16,25.352,STL,@,NOR,W 26-21,,2,16,8.00,0,0,0,0,,0,0.0%,,0,0
23,2001,2001-10-21,6,26.287,STL,@,NYJ,W 34-14,,,,,,,,,,,0.0%,,,
24,2001,2001-10-28,7,26.294,STL,,NOR,L 31-34,,,,,,,,,,,0.0%,,,
25,2001,2001-11-11,8,26.308,STL,,CAR,W 48-14,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0
26,2001,2001-11-18,9,26.315,STL,@,NWE,W 24-17,,,,,,,,,,,0.0%,,,
27,2001,2001-11-26,10,26.323,STL,,TAM,L 17-24,,,,,,,,,,,0.0%,,,
28,2001,2001-12-02,11,26.329,STL,@,ATL,W 35-6,,,,,,,,,,,0.0%,,,
29,2001,2001-12-09,12,26.336,STL,,SFO,W 27-14,,,,,,0,,,,,0.0%,,,
30,2001,2001-12-17,13,26.344,STL,@,NOR,W 34-21,,,,,,0,,,,,0.0%,,,
31,2001,2001-12-23,14,26.350,STL,@,CAR,W 38-32,,,,,,0,,,,,0.0%,,,
32,2001,2001-12-30,15,26.357,STL,,IND,W 42-17,,,,,,,,,,,0.0%,,,
33,2001,2002-01-06,16,26.364,STL,,ATL,W 31-13,,,,,,,,,,,0.0%,,,
