ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1981,1981-09-06,1,21.345,MIA,@,STL,W 20-7,0,0,,0,6,253,42.17,0
2,1981,1981-09-10,2,21.349,MIA,,PIT,W 30-10,0,0,,0,3,120,40.00,0
3,1981,1981-09-20,3,21.359,MIA,@,HOU,W 16-10,0,0,,0,7,283,40.43,0
4,1981,1981-09-27,4,22.001,MIA,@,BAL,W 31-28,0,0,,0,4,167,41.75,0
5,1981,1981-10-04,5,22.008,MIA,,NYJ,T 28-28,0,0,,0,8,335,41.88,0
6,1981,1981-10-12,6,22.016,MIA,@,BUF,L 21-31,0,0,,0,4,176,44.00,0
7,1981,1981-10-18,7,22.022,MIA,,WAS,W 13-10,0,0,,0,4,126,31.50,0
8,1981,1981-10-25,8,22.029,MIA,@,DAL,L 27-28,0,0,,0,5,208,41.60,0
9,1981,1981-11-01,9,22.036,MIA,,BAL,W 27-10,0,0,,0,3,126,42.00,0
10,1981,1981-11-08,10,22.043,MIA,@,NWE,W 30-27,0,0,,0,4,165,41.25,0
11,1981,1981-11-15,11,22.050,MIA,,OAK,L 17-33,0,0,,0,8,304,38.00,0
12,1981,1981-11-22,12,22.057,MIA,@,NYJ,L 15-16,0,0,,0,7,307,43.86,0
13,1981,1981-11-30,13,22.065,MIA,,PHI,W 13-10,0,0,,0,7,297,42.43,0
14,1981,1981-12-06,14,22.071,MIA,,NWE,W 24-14,0,0,,0,3,131,43.67,0
15,1981,1981-12-13,15,22.078,MIA,@,KAN,W 17-7,1,13,13.00,0,5,193,38.60,0
16,1981,1981-12-19,16,22.084,MIA,,BUF,W 16-6,0,0,,0,5,195,39.00,0
17,1982,1982-09-12,1,22.351,MIA,@,NYJ,W 45-28,0,0,,0,2,89,44.50,0
18,1982,1982-09-19,2,22.358,MIA,,BAL,W 24-20,0,0,,0,3,113,37.67,0
19,1982,1982-11-21,3,23.056,MIA,@,BUF,W 9-7,0,0,,0,5,187,37.40,0
20,1982,1982-11-29,4,23.064,MIA,@,TAM,L 17-23,0,0,,0,3,109,36.33,0
21,1982,1982-12-05,5,23.070,MIA,,MIN,W 22-14,0,0,,0,5,205,41.00,0
22,1982,1982-12-12,6,23.077,MIA,@,NWE,L 0-3,0,0,,0,5,161,32.20,0
23,1982,1982-12-18,7,23.083,MIA,,NYJ,W 20-19,0,0,,0,4,151,37.75,0
24,1982,1982-12-27,8,23.092,MIA,,BUF,W 27-10,0,0,,0,5,230,46.00,0
25,1982,1983-01-02,9,23.098,MIA,@,BAL,W 34-7,0,0,,0,3,108,36.00,0
26,1983,1983-09-03,1,23.342,SFO,,PHI,L 17-22,0,0,,0,3,118,39.33,1
27,1983,1983-09-08,2,23.347,SFO,@,MIN,W 48-17,1,23,23.00,0,5,178,35.60,0
28,1983,1983-09-18,3,23.357,SFO,@,STL,W 42-27,0,0,,0,4,158,39.50,0
29,1983,1983-09-25,4,23.364,SFO,,ATL,W 24-20,0,0,,0,1,37,37.00,0
30,1983,1983-10-02,5,24.006,SFO,@,NWE,W 33-13,0,0,,0,3,128,42.67,0
31,1983,1983-10-09,6,24.013,SFO,,RAM,L 7-10,0,0,,0,7,315,45.00,0
32,1983,1983-10-16,7,24.020,SFO,@,NOR,W 32-13,0,0,,0,3,101,33.67,0
33,1983,1983-10-23,8,24.027,SFO,@,RAM,W 45-35,0,0,,0,4,169,42.25,0
34,1983,1983-10-30,9,24.034,SFO,,NYJ,L 13-27,0,0,,0,5,178,35.60,0
35,1983,1983-11-06,10,24.041,SFO,,MIA,L 17-20,0,0,,0,5,186,37.20,0
36,1983,1983-11-13,11,24.048,SFO,,NOR,W 27-0,0,0,,0,3,144,48.00,0
37,1983,1983-11-20,12,24.055,SFO,@,ATL,L 24-28,0,0,,0,3,130,43.33,0
38,1983,1983-11-27,13,24.062,SFO,@,CHI,L 3-13,1,16,16.00,0,5,157,31.40,0
39,1983,1983-12-04,14,24.069,SFO,,TAM,W 35-21,0,0,,0,3,115,38.33,0
40,1983,1983-12-11,15,24.076,SFO,@,BUF,W 23-10,0,0,,0,5,177,35.40,0
41,1983,1983-12-19,16,24.084,SFO,,DAL,W 42-17,0,0,,0,6,261,43.50,0
42,1984,1984-09-02,1,24.342,SFO,@,DET,W 30-27,0,0,,0,2,91,45.50,0
43,1984,1984-09-10,2,24.350,SFO,,WAS,W 37-31,0,0,,0,3,104,34.67,0
