ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2015,2015-09-13,1,23.083,NOR,@,ARI,L 19-31,*,7,4,41,10.25,1,57.1%,5.86,1,6
2,2015,2015-09-20,2,23.090,NOR,,TAM,L 19-26,,6,3,33,11.00,0,50.0%,5.50,0,0
3,2015,2015-09-27,3,23.097,NOR,@,CAR,L 22-27,*,3,1,9,9.00,0,33.3%,3.00,0,0
4,2015,2015-10-04,4,23.104,NOR,,DAL,W 26-20,*,1,1,30,30.00,0,100.0%,30.00,0,0
5,2015,2015-10-11,5,23.111,NOR,@,PHI,L 17-39,,1,0,0,,0,0.0%,0.00,0,0
6,2015,2015-10-15,6,23.115,NOR,,ATL,W 31-21,,1,0,0,,0,0.0%,0.00,0,0
7,2015,2015-10-25,7,23.125,NOR,@,IND,W 27-21,,1,1,24,24.00,0,100.0%,24.00,0,0
8,2015,2015-11-01,8,23.132,NOR,,NYG,W 52-49,,1,1,14,14.00,0,100.0%,14.00,0,0
9,2015,2015-11-08,9,23.139,NOR,,TEN,L 28-34,,3,2,58,29.00,0,66.7%,19.33,0,0
10,2015,2015-11-15,10,23.146,NOR,@,WAS,L 14-47,,1,1,14,14.00,0,100.0%,14.00,0,0
11,2015,2015-11-29,11,23.160,NOR,@,HOU,L 6-24,,1,0,0,,0,0.0%,0.00,0,0
12,2015,2015-12-06,12,23.167,NOR,,CAR,L 38-41,,7,4,73,18.25,1,57.1%,10.43,1,6
13,2015,2015-12-13,13,23.174,NOR,@,TAM,W 24-17,,3,3,32,10.67,0,100.0%,10.67,0,0
14,2015,2015-12-21,14,23.182,NOR,,DET,L 27-35,,1,0,0,,0,0.0%,0.00,0,0
15,2015,2015-12-27,15,23.188,NOR,,JAX,W 38-27,,4,4,45,11.25,0,100.0%,11.25,0,0
16,2015,2016-01-03,16,23.195,NOR,@,ATL,W 20-17,,8,5,81,16.20,0,62.5%,10.13,0,0
17,2016,2016-09-11,1,24.081,NOR,,OAK,L 34-35,,0,0,0,,0,0.0%,,0,0
18,2016,2016-09-18,2,24.088,NOR,@,NYG,L 13-16,,4,2,15,7.50,0,50.0%,3.75,0,0
19,2016,2016-09-26,3,24.096,NOR,,ATL,L 32-45,*,8,7,78,11.14,0,87.5%,9.75,0,0
20,2016,2016-10-02,4,24.102,NOR,@,SDG,W 35-34,,3,2,17,8.50,0,66.7%,5.67,0,0
21,2016,2016-10-16,5,24.116,NOR,,CAR,W 41-38,,2,1,6,6.00,0,50.0%,3.00,0,0
22,2016,2016-10-23,6,24.123,NOR,@,KAN,L 21-27,,1,1,10,10.00,1,100.0%,10.00,1,6
23,2016,2016-10-30,7,24.130,NOR,,SEA,W 25-20,,2,2,44,22.00,0,100.0%,22.00,0,0
24,2016,2016-11-06,8,24.137,NOR,@,SFO,W 41-23,*,2,2,25,12.50,0,100.0%,12.50,0,0
25,2016,2016-11-13,9,24.144,NOR,,DEN,L 23-25,,1,1,19,19.00,0,100.0%,19.00,0,0
26,2016,2016-11-17,10,24.148,NOR,@,CAR,L 20-23,,2,1,9,9.00,1,50.0%,4.50,1,6
27,2016,2016-11-27,11,24.158,NOR,,LAR,W 49-21,,1,1,3,3.00,1,100.0%,3.00,1,6
28,2016,2016-12-04,12,24.165,NOR,,DET,L 13-28,,0,0,0,,0,0.0%,,0,0
29,2016,2016-12-11,13,24.172,NOR,@,TAM,L 11-16,*,8,5,47,9.40,0,62.5%,5.88,0,0
30,2016,2016-12-18,14,24.179,NOR,@,ARI,W 48-41,*,1,0,0,,0,0.0%,0.00,0,0
