ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-07,1,22.157,MIA,,NWE,W 33-20,,0,0,,0,0,0,0,,0,0.0%,,1,19,19.00,0,0,0,0.0,0,0
2,2014,2014-09-14,2,22.164,MIA,@,BUF,L 10-29,,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
3,2014,2014-09-21,3,22.171,MIA,,KAN,L 15-34,,1,-3,-3.00,0,0,0,0,,0,0.0%,,1,25,25.00,0,0,0,0.0,0,0
4,2014,2014-09-28,4,22.178,MIA,@,OAK,W 38-14,,6,23,3.83,0,0,0,0,,0,0.0%,,1,26,26.00,0,0,0,0.0,0,0
5,2014,2014-10-12,5,22.192,MIA,,GNB,L 24-27,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
6,2014,2014-10-19,6,22.199,MIA,@,CHI,W 27-14,,1,-1,-1.00,0,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
7,2014,2014-10-26,7,22.206,MIA,@,JAX,W 27-13,,,,,,,,,,,0.0%,,,,,,,,,,
8,2014,2014-11-02,8,22.213,MIA,,SDG,W 37-0,,11,28,2.55,0,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,0.0,0,0
9,2014,2014-11-09,9,22.220,MIA,@,DET,L 16-20,,7,34,4.86,0,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,0,0
10,2014,2014-11-13,10,22.224,MIA,,BUF,W 22-9,,0,0,,0,3,2,38,19.00,0,66.7%,12.67,0,0,,0,0,0,0.0,0,0
11,2014,2014-11-23,11,22.234,MIA,@,DEN,L 36-39,,0,0,,0,2,1,-1,-1.00,0,50.0%,-0.50,1,20,20.00,0,0,0,0.0,1,0
