ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,23.136,MIA,@,WAS,W 35-17,,,,,,,
2,1984,1984-09-09,2,23.143,MIA,,NWE,W 28-7,,,,,,,
3,1984,1984-09-17,3,23.151,MIA,@,BUF,W 21-17,,,,,,,
4,1984,1984-09-23,4,23.157,MIA,,IND,W 44-7,,,,,,,
5,1984,1984-09-30,5,23.164,MIA,@,STL,W 36-28,,,,,,,
6,1984,1984-10-07,6,23.171,MIA,@,PIT,W 31-7,0,0,,0,1,53,0
7,1984,1984-10-14,7,23.178,MIA,,HOU,W 28-10,,,,,,,
8,1984,1984-10-21,8,23.185,MIA,@,NWE,W 44-24,,,,,,,
9,1984,1984-10-28,9,23.192,MIA,,BUF,W 38-7,,,,,,,
10,1984,1984-11-04,10,23.199,MIA,@,NYJ,W 31-17,,,,,,,
11,1984,1984-11-11,11,23.206,MIA,,PHI,W 24-23,,,,,,,
12,1984,1984-11-18,12,23.213,MIA,@,SDG,L 28-34,,,,,,,
13,1984,1984-11-26,13,23.221,MIA,,NYJ,W 28-17,,,,,,,
14,1984,1984-12-02,14,23.227,MIA,,RAI,L 34-45,,,,,,,
15,1984,1984-12-09,15,23.234,MIA,@,IND,W 35-17,,,,,,,
16,1984,1984-12-17,16,23.242,MIA,,DAL,W 28-21,,,,,,,
17,1985,1985-09-08,1,24.142,MIA,@,HOU,L 23-26,,,,,,,
18,1985,1985-09-15,2,24.149,MIA,,IND,W 30-13,,,,,,,
19,1985,1985-09-22,3,24.156,MIA,,KAN,W 31-0,,,,,,,
20,1985,1985-09-29,4,24.163,MIA,@,DEN,W 30-26,0,0,,0,1,14,0
21,1985,1985-10-06,5,24.170,MIA,,PIT,W 24-20,,,,,,,
22,1985,1985-10-14,6,24.178,MIA,@,NYJ,L 7-23,,,,,,,
23,1985,1985-10-20,7,24.184,MIA,,TAM,W 41-38,,,,,,,
24,1985,1985-10-27,8,24.191,MIA,@,DET,L 21-31,,,,,,,
25,1985,1985-11-03,9,24.198,MIA,@,NWE,L 13-17,,,,,,,
26,1985,1985-11-10,10,24.205,MIA,,NYJ,W 21-17,,,,,,,
27,1985,1985-11-17,11,24.212,MIA,@,IND,W 34-20,,,,,,,
28,1985,1985-11-24,12,24.219,MIA,@,BUF,W 23-14,,,,,,,
29,1985,1985-12-02,13,24.227,MIA,,CHI,W 38-24,,,,,,,
30,1985,1985-12-08,14,24.233,MIA,@,GNB,W 34-24,,,,,,,
31,1985,1985-12-16,15,24.241,MIA,,NWE,W 30-27,0,0,,0,1,26,0
32,1985,1985-12-22,16,24.247,MIA,,BUF,W 28-0,,,,,,,
33,1986,1986-09-07,1,25.141,MIA,@,SDG,L 28-50,,,,,,,
34,1986,1986-09-14,2,25.148,MIA,,IND,W 30-10,,,,,,,
35,1986,1986-09-21,3,25.155,MIA,@,NYJ,L 45-51,,,,,,,
36,1986,1986-09-28,4,25.162,MIA,,SFO,L 16-31,,,,,,,
37,1986,1986-10-05,5,25.169,MIA,@,NWE,L 7-34,,,,,,,
38,1986,1986-10-12,6,25.176,MIA,,BUF,W 27-14,,,,,,,
39,1986,1986-10-19,7,25.183,MIA,,RAI,L 28-30,,,,,,,
40,1986,1986-10-26,8,25.190,MIA,@,IND,W 17-13,,,,,,,
41,1986,1986-11-02,9,25.197,MIA,,HOU,W 28-7,,,,,,,
42,1986,1986-11-10,10,25.205,MIA,@,CLE,L 16-26,,,,,,,
43,1986,1986-11-16,11,25.211,MIA,@,BUF,W 34-24,,,,,,,
44,1986,1986-11-24,12,25.219,MIA,,NYJ,W 45-3,0,0,,0,1,3,0
45,1986,1986-11-30,13,25.225,MIA,,ATL,L 14-20,,,,,,,
46,1986,1986-12-07,14,25.232,MIA,@,NOR,W 31-27,,,,,,,
47,1986,1986-12-14,15,25.239,MIA,@,RAM,W 37-31,,,,,,,
48,1986,1986-12-22,16,25.247,MIA,,NWE,L 27-34,,,,,,,
49,1987,1987-09-13,1,26.147,MIA,@,NWE,L 21-28,0,0,,0,,,
50,1987,1987-09-20,2,26.154,MIA,@,IND,W 23-10,0,0,,0,,,
51,1987,1987-10-25,6,26.189,MIA,,BUF,L 31-34,1,0,0.00,0,0,0,0
52,1987,1987-11-01,7,26.196,MIA,,PIT,W 35-24,0,0,,0,,,
53,1987,1987-11-08,8,26.203,MIA,@,CIN,W 20-14,0,0,,0,,,
54,1987,1987-11-15,9,26.210,MIA,,IND,L 21-40,0,0,,0,,,
55,1987,1987-11-22,10,26.217,MIA,@,DAL,W 20-14,0,0,,0,1,0,0
56,1987,1987-12-20,14,26.245,MIA,,WAS,W 23-21,1,8,8.00,0,0,0,0
57,1987,1987-12-28,15,26.253,MIA,,NWE,L 10-24,0,0,,0,,,
58,1988,1988-09-04,1,27.138,MIA,@,CHI,L 7-34,,,,,,,
59,1988,1988-09-11,2,27.145,MIA,@,BUF,L 6-9,,,,,,,
60,1988,1988-09-18,3,27.152,MIA,,GNB,W 24-17,,,,,,,
61,1988,1988-09-25,4,27.159,MIA,@,IND,L 13-15,,,,,,,
62,1988,1988-10-02,5,27.166,MIA,,MIN,W 24-7,,,,,,,
63,1988,1988-10-09,6,27.173,MIA,@,RAI,W 24-14,,,,,,,
64,1988,1988-10-16,7,27.180,MIA,,SDG,W 31-28,,,,,,,
65,1988,1988-10-23,8,27.187,MIA,,NYJ,L 30-44,,,,,,,
66,1988,1988-10-30,9,27.194,MIA,@,TAM,W 17-14,,,,,,,
67,1988,1988-11-06,10,27.201,MIA,@,NWE,L 10-21,,,,,,,
68,1988,1988-11-14,11,27.209,MIA,,BUF,L 6-31,,,,,,,
69,1988,1988-11-20,12,27.215,MIA,,NWE,L 3-6,,,,,,,
70,1988,1988-11-27,13,27.222,MIA,@,NYJ,L 34-38,,,,,,,
71,1988,1988-12-04,14,27.229,MIA,,IND,L 28-31,,,,,,,
72,1988,1988-12-12,15,27.237,MIA,,CLE,W 38-31,,,,,,,
73,1988,1988-12-18,16,27.243,MIA,@,PIT,L 24-40,,,,,,,
