ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,24.129,PHI,@,SFO,L 21-31,2,7,3.50,0,2,10,5.00,0
2,1953,1953-10-02,2,24.134,PHI,,WAS,T 21-21,1,-1,-1.00,0,0,0,,0
3,1953,1953-10-17,4,24.149,PHI,,PIT,W 23-7,1,2,2.00,0,3,62,20.67,1
4,1953,1953-10-25,5,24.157,PHI,@,CRD,W 56-17,3,26,8.67,0,2,44,22.00,1
5,1953,1953-11-01,6,24.164,PHI,@,PIT,W 35-7,9,14,1.56,1,1,8,8.00,1
6,1953,1953-11-08,7,24.171,PHI,,NYG,W 30-7,2,0,0.00,0,1,45,45.00,0
7,1953,1953-11-15,8,24.178,PHI,,BAL,W 45-14,4,30,7.50,0,2,53,26.50,1
8,1953,1953-11-21,9,24.184,PHI,,CRD,W 38-0,10,31,3.10,0,1,37,37.00,1
9,1953,1953-11-29,10,24.192,PHI,@,NYG,L 28-37,8,16,2.00,0,4,43,10.75,0
10,1953,1953-12-06,11,24.199,PHI,@,WAS,L 0-10,1,2,2.00,0,0,0,,0
11,1953,1953-12-13,12,24.206,PHI,,CLE,W 42-27,3,4,1.33,0,3,45,15.00,0
12,1954,1954-09-26,1,25.128,PHI,,CLE,W 28-10,5,5,1.00,0,1,16,16.00,1
13,1954,1954-10-03,2,25.135,PHI,@,CRD,W 35-16,1,2,2.00,0,1,10,10.00,0
14,1954,1954-10-09,3,25.141,PHI,,PIT,W 24-22,4,6,1.50,0,2,32,16.00,0
15,1954,1954-10-17,4,25.149,PHI,@,WAS,W 49-21,5,22,4.40,0,2,16,8.00,0
16,1954,1954-10-23,5,25.155,PHI,@,PIT,L 7-17,4,9,2.25,0,1,17,17.00,0
17,1954,1954-10-30,6,25.162,PHI,,GNB,L 14-37,2,-10,-5.00,0,1,13,13.00,0
18,1954,1954-11-14,8,25.177,PHI,@,NYG,L 14-27,0,0,,0,1,3,3.00,0
19,1954,1954-11-28,10,25.191,PHI,,WAS,W 41-33,7,11,1.57,0,3,68,22.67,3
20,1954,1954-12-12,12,25.205,PHI,,NYG,W 29-14,4,2,0.50,0,2,20,10.00,0
21,1955,1955-09-24,1,26.126,PHI,,NYG,W 27-17,2,19,9.50,0,0,0,,0
22,1955,1955-10-01,2,26.133,PHI,,WAS,L 30-31,20,87,4.35,0,4,72,18.00,1
23,1955,1955-10-09,3,26.141,PHI,@,CLE,L 17-21,13,40,3.08,1,3,18,6.00,0
24,1955,1955-10-15,4,26.147,PHI,@,PIT,L 7-13,5,22,4.40,0,1,48,48.00,0
25,1955,1955-10-23,5,26.155,PHI,@,CRD,T 24-24,10,64,6.40,1,1,3,3.00,0
26,1955,1955-10-30,6,26.162,PHI,,PIT,W 24-0,11,20,1.82,0,3,29,9.67,0
27,1955,1955-11-06,7,26.169,PHI,@,WAS,L 21-34,7,25,3.57,0,3,84,28.00,0
28,1955,1955-11-13,8,26.176,PHI,,CLE,W 33-17,4,26,6.50,0,2,15,7.50,0
29,1955,1955-11-20,9,26.183,PHI,@,NYG,L 7-31,5,26,5.20,0,4,43,10.75,0
30,1955,1955-11-27,10,26.190,PHI,,RAM,L 21-23,12,28,2.33,0,4,67,16.75,0
31,1955,1955-12-04,11,26.197,PHI,,CRD,W 27-3,8,28,3.50,0,0,0,,0
32,1956,1956-09-30,1,27.132,PHI,@,RAM,L 7-27,0,0,,0,1,12,12.00,0
33,1956,1956-10-06,2,27.138,PHI,,WAS,W 13-9,0,0,,0,1,17,17.00,0
34,1956,1956-10-14,3,27.146,PHI,@,PIT,W 35-21,0,0,,0,1,7,7.00,0
35,1956,1956-10-21,4,27.153,PHI,,CRD,L 6-20,7,51,7.29,0,3,14,4.67,0
36,1956,1956-10-28,5,27.160,PHI,@,NYG,L 3-20,12,13,1.08,0,2,19,9.50,0
37,1956,1956-11-04,6,27.167,PHI,@,CRD,L 17-28,16,64,4.00,1,2,35,17.50,0
38,1956,1956-11-18,8,27.181,PHI,,CLE,L 0-16,7,20,2.86,0,0,0,,0
