ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-12,1,24.184,KAN,,SDG,L 16-30,3,2,0.67,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
2,1976,1976-09-20,2,24.192,KAN,,OAK,L 21-24,0,0,,0,0,0,,0,3,69,23.00,0,0,0,,0,0,0
3,1976,1976-09-26,3,24.198,KAN,,NOR,L 17-27,0,0,,0,0,0,,0,4,103,25.75,0,1,0,0.00,0,0,0
4,1976,1976-10-03,4,24.205,KAN,@,BUF,L 17-50,8,31,3.88,0,1,49,49.00,1,4,96,24.00,0,0,0,,0,1,6
5,1976,1976-10-10,5,24.212,KAN,@,WAS,W 33-30,0,0,,0,0,0,,0,4,68,17.00,0,0,0,,0,0,0
6,1976,1976-10-17,6,24.219,KAN,@,MIA,W 20-17,16,64,4.00,1,3,26,8.67,0,2,44,22.00,0,0,0,,0,1,6
7,1976,1976-10-24,7,24.226,KAN,,DEN,L 26-35,22,98,4.45,1,1,8,8.00,0,0,0,,0,0,0,,0,1,6
8,1976,1976-10-31,8,24.233,KAN,@,TAM,W 28-19,18,60,3.33,0,4,33,8.25,0,0,0,,0,0,0,,0,0,0
9,1976,1976-11-07,9,24.240,KAN,,PIT,L 0-45,14,10,0.71,0,0,0,,0,0,0,,0,0,0,,0,0,0
10,1976,1976-11-14,10,24.247,KAN,@,OAK,L 10-21,12,30,2.50,0,1,20,20.00,0,0,0,,0,0,0,,0,0,0
11,1976,1976-11-21,11,24.254,KAN,,CIN,L 24-27,10,19,1.90,2,0,0,,0,0,0,,0,0,0,,0,2,12
