ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
90,2013,2013-11-17,10,29.194,KAN,@,DEN,L 17-27,*,21,45,46.67,230,2,0,77.1,3,30,5.11,6.00,5,52,10.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
91,2013,2013-11-24,11,29.201,KAN,,SDG,L 38-41,*,26,38,68.42,294,3,1,106.7,3,13,7.74,8.13,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
92,2013,2013-12-01,12,29.208,KAN,,DEN,L 28-35,*,26,42,61.90,293,2,1,88.7,0,0,6.98,6.86,4,46,11.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
93,2013,2013-12-08,13,29.215,KAN,@,WAS,W 45-10,*,14,20,70.00,137,2,0,122.3,0,0,6.85,8.85,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
94,2013,2013-12-15,14,29.222,KAN,@,OAK,W 56-31,*,17,20,85.00,287,5,0,158.3,2,12,14.35,19.35,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
95,2013,2013-12-22,15,29.229,KAN,,IND,L 7-23,*,16,28,57.14,153,0,1,57.6,5,21,5.46,3.86,6,47,7.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
96,2014,2014-09-07,1,30.123,KAN,,TEN,L 10-26,*,19,35,54.29,202,1,3,45.2,4,24,5.77,2.49,6,36,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
97,2014,2014-09-14,2,30.130,KAN,@,DEN,L 17-24,*,26,42,61.90,255,0,0,79.0,2,8,6.07,6.07,5,42,8.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
98,2014,2014-09-21,3,30.137,KAN,@,MIA,W 34-15,*,19,25,76.00,186,3,0,136.0,5,18,7.44,9.84,2,17,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
99,2014,2014-09-29,4,30.145,KAN,,NWE,W 41-14,*,20,26,76.92,248,3,0,144.4,2,12,9.54,11.85,4,8,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
100,2014,2014-10-05,5,30.151,KAN,@,SFO,L 17-22,*,16,30,53.33,158,1,1,65.7,0,0,5.27,4.43,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
101,2014,2014-10-19,6,30.165,KAN,@,SDG,W 23-20,*,19,28,67.86,221,1,0,103.4,3,10,7.89,8.61,6,29,4.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
102,2014,2014-10-26,7,30.172,KAN,,STL,W 34-7,*,25,29,86.21,223,0,0,98.7,2,8,7.69,7.69,3,24,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
103,2014,2014-11-02,8,30.179,KAN,,NYJ,W 24-10,*,21,31,67.74,199,2,0,106.8,1,3,6.42,7.71,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
104,2014,2014-11-09,9,30.186,KAN,@,BUF,W 17-13,*,17,29,58.62,177,0,0,76.4,6,26,6.10,6.10,4,25,6.25,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
105,2014,2014-11-16,10,30.193,KAN,,SEA,W 24-20,*,11,16,68.75,108,0,0,87.5,0,0,6.75,6.75,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
106,2014,2014-11-20,11,30.197,KAN,@,OAK,L 20-24,*,20,36,55.56,234,2,0,94.0,2,17,6.50,7.61,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
107,2014,2014-11-30,12,30.207,KAN,,DEN,L 16-29,*,15,23,65.22,153,2,1,95.0,6,43,6.65,6.43,5,6,1.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
108,2014,2014-12-07,13,30.214,KAN,@,ARI,L 14-17,*,26,39,66.67,293,1,1,86.8,5,29,7.51,6.87,4,26,6.50,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
109,2014,2014-12-14,14,30.221,KAN,,OAK,W 31-13,*,18,30,60.00,297,2,0,115.6,1,2,9.90,11.23,3,17,5.67,0,0,0,0,,0,0.0%,,,0,0,0.0,1,0
110,2014,2014-12-21,15,30.228,KAN,@,PIT,L 12-20,*,31,45,68.89,311,0,0,88.3,6,29,6.91,6.91,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
111,2015,2015-09-13,1,31.129,KAN,@,HOU,W 27-20,*,22,33,66.67,243,3,0,118.6,2,10,7.36,9.18,9,15,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
112,2015,2015-09-17,2,31.133,KAN,,DEN,L 24-31,*,16,25,64.00,191,0,2,53.9,4,21,7.64,4.04,3,15,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
113,2015,2015-09-28,3,31.144,KAN,@,GNB,L 28-38,*,24,40,60.00,290,1,1,80.2,7,39,7.25,6.63,6,33,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
114,2015,2015-10-04,4,31.150,KAN,@,CIN,L 21-36,*,31,45,68.89,386,0,0,95.2,5,38,8.58,8.58,5,25,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
115,2015,2015-10-11,5,31.157,KAN,,CHI,L 17-18,*,16,30,53.33,181,1,0,82.8,3,11,6.03,6.70,3,21,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
116,2015,2015-10-18,6,31.164,KAN,@,MIN,L 10-16,*,22,37,59.46,282,1,0,92.4,2,11,7.62,8.16,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
117,2015,2015-10-25,7,31.171,KAN,,PIT,W 23-13,*,21,32,65.63,251,1,0,99.9,2,12,7.84,8.47,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
118,2015,2015-11-01,8,31.178,KAN,,DET,W 45-10,*,18,26,69.23,145,2,0,108.7,3,15,5.58,7.12,5,78,15.60,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
119,2015,2015-11-15,9,31.192,KAN,@,DEN,W 29-13,*,17,31,54.84,204,1,0,86.0,2,7,6.58,7.23,6,33,5.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
120,2015,2015-11-22,10,31.199,KAN,@,SDG,W 33-3,*,20,25,80.00,253,0,0,108.8,3,21,10.12,10.12,7,33,4.71,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
121,2015,2015-11-29,11,31.206,KAN,,BUF,W 30-22,*,19,30,63.33,255,2,0,112.5,1,0,8.50,9.83,6,35,5.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
122,2015,2015-12-06,12,31.213,KAN,@,OAK,W 34-20,*,16,22,72.73,162,2,0,123.7,4,19,7.36,9.18,5,23,4.60,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
123,2015,2015-12-13,13,31.220,KAN,,SDG,W 10-3,*,15,23,65.22,191,1,1,87.4,2,12,8.30,7.22,5,40,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
124,2015,2015-12-20,14,31.227,KAN,@,BAL,W 34-14,*,21,25,84.00,171,1,0,108.5,3,7,6.84,7.64,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
125,2015,2015-12-27,15,31.234,KAN,,CLE,W 17-13,*,15,22,68.18,125,2,1,93.9,1,3,5.68,5.45,6,54,9.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
126,2015,2016-01-03,16,31.241,KAN,,OAK,W 23-17,*,14,24,58.33,156,2,2,70.8,1,9,6.50,4.42,9,61,6.78,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
127,2016,2016-09-11,1,32.127,KAN,,SDG,W 33-27,*,34,48,70.83,363,2,1,97.8,3,33,7.56,7.46,4,15,3.75,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0
128,2016,2016-09-18,2,32.134,KAN,@,HOU,L 12-19,*,20,37,54.05,186,0,0,68.1,4,14,5.03,5.03,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
129,2016,2016-09-25,3,32.141,KAN,,NYJ,W 24-3,*,25,33,75.76,237,1,0,105.2,2,16,7.18,7.79,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
130,2016,2016-10-02,4,32.148,KAN,@,PIT,L 14-43,*,30,50,60.00,287,2,1,81.0,4,17,5.74,5.64,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
131,2016,2016-10-16,5,32.162,KAN,@,OAK,W 26-10,*,19,22,86.36,224,0,0,109.1,1,1,10.18,10.18,3,-1,-0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0
