ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2009,2009-10-11,5,23.075,JAX,@,SEA,L 0-41,,0,0,,0,0.0,0,0,0,0,0
2,2009,2009-10-18,6,23.082,JAX,,STL,W 23-20,,0,0,,0,0.0,0,0,0,0,0
3,2009,2009-11-01,7,23.096,JAX,@,TEN,L 13-30,,0,0,,0,0.0,0,0,0,0,0
4,2009,2009-11-08,8,23.103,JAX,,KAN,W 24-21,,,,,,,,,,,
5,2009,2009-11-15,9,23.110,JAX,@,NYJ,W 24-22,,0,0,,0,0.0,0,0,0,0,0
6,2009,2009-11-22,10,23.117,JAX,,BUF,W 18-15,,,,,,,,,,,
7,2009,2009-11-29,11,23.124,JAX,@,SFO,L 3-20,,0,0,,0,0.0,0,0,0,0,0
8,2009,2009-12-06,12,23.131,JAX,,HOU,W 23-18,,0,0,,0,0.0,1,0,0,0,0
9,2009,2009-12-13,13,23.138,JAX,,MIA,L 10-14,,0,0,,0,0.0,0,0,0,0,0
10,2009,2009-12-17,14,23.142,JAX,,IND,L 31-35,,0,0,,0,0.0,1,1,0,0,0
11,2009,2009-12-27,15,23.152,JAX,@,NWE,L 7-35,,0,0,,0,0.0,3,1,0,0,0
12,2009,2010-01-03,16,23.159,JAX,@,CLE,L 17-23,,1,0,0.00,0,0.0,1,0,0,0,0
13,2010,2010-09-12,1,24.046,JAX,,DEN,W 24-17,,0,0,,0,0.0,2,0,0,0,0
14,2010,2010-09-19,2,24.053,JAX,@,SDG,L 13-38,,0,0,,0,0.0,1,1,0,0,0
15,2010,2010-09-26,3,24.060,JAX,,PHI,L 3-28,*,0,0,,0,0.0,2,0,0,0,0
16,2010,2010-10-03,4,24.067,JAX,,IND,W 31-28,,0,0,,0,0.0,6,0,0,0,0
17,2010,2010-10-10,5,24.074,JAX,@,BUF,W 36-26,,0,0,,0,0.0,2,0,0,0,0
18,2010,2010-10-18,6,24.082,JAX,,TEN,L 3-30,,0,0,,0,0.0,2,0,0,0,0
19,2010,2010-10-24,7,24.088,JAX,@,KAN,L 20-42,,0,0,,0,0.0,2,0,0,0,0
20,2010,2010-10-31,8,24.095,JAX,@,DAL,W 35-17,*,0,0,,0,0.0,2,0,0,0,0
21,2010,2010-11-14,9,24.109,JAX,,HOU,W 31-24,,0,0,,0,0.0,4,0,0,0,0
22,2010,2010-11-21,10,24.116,JAX,,CLE,W 24-20,,0,0,,0,0.0,2,0,0,0,0
23,2010,2010-11-28,11,24.123,JAX,@,NYG,L 20-24,,0,0,,0,0.0,1,0,0,0,0
24,2010,2010-12-05,12,24.130,JAX,@,TEN,W 17-6,,0,0,,0,0.0,0,0,1,2,0
25,2010,2010-12-12,13,24.137,JAX,,OAK,W 38-31,,0,0,,0,1.0,4,0,0,0,0
26,2010,2010-12-19,14,24.144,JAX,@,IND,L 24-34,*,0,0,,0,0.0,4,3,0,0,0
27,2010,2010-12-26,15,24.151,JAX,,WAS,L 17-20,,0,0,,0,0.0,1,0,0,0,0
28,2010,2011-01-02,16,24.158,JAX,@,HOU,L 17-34,,0,0,,0,0.0,1,0,0,0,0
29,2011,2011-09-11,1,25.045,JAX,,TEN,W 16-14,,0,0,,0,0.0,1,0,0,0,0
30,2011,2011-09-18,2,25.052,JAX,@,NYJ,L 3-32,*,0,0,,0,0.0,2,0,1,11,0
31,2011,2011-09-25,3,25.059,JAX,@,CAR,L 10-16,,,,,,,,,,,
32,2011,2011-10-02,4,25.066,JAX,,NOR,L 10-23,*,0,0,,0,0.0,5,1,0,0,0
33,2011,2011-10-09,5,25.073,JAX,,CIN,L 20-30,*,0,0,,0,0.0,5,1,0,0,0
34,2011,2011-10-16,6,25.080,JAX,@,PIT,L 13-17,*,0,0,,0,0.0,7,0,0,0,0
35,2011,2011-10-24,7,25.088,JAX,,BAL,W 12-7,,,,,,,,,,,
36,2011,2011-10-30,8,25.094,JAX,@,HOU,L 14-24,,0,0,,0,0.0,0,1,0,0,0
37,2011,2011-11-13,9,25.108,JAX,@,IND,W 17-3,,0,0,,0,0.0,4,0,0,0,0
38,2011,2011-11-20,10,25.115,JAX,@,CLE,L 10-14,*,0,0,,0,0.0,3,1,0,0,0
39,2011,2011-11-27,11,25.122,JAX,,HOU,L 13-20,*,0,0,,0,0.0,2,2,0,0,0
40,2012,2012-09-09,1,26.043,JAX,@,MIN,L 23-26,*,0,0,,0,0.0,1,2,0,0,0
41,2012,2012-09-16,2,26.050,JAX,,HOU,L 7-27,*,0,0,,0,0.0,5,0,0,0,0
42,2012,2012-09-23,3,26.057,JAX,@,IND,W 22-17,,0,0,,0,0.0,3,1,0,0,0
43,2012,2012-09-30,4,26.064,JAX,,CIN,L 10-27,,,,,,,,,,,
44,2012,2012-10-07,5,26.071,JAX,,CHI,L 3-41,,,,,,,,,,,
45,2012,2012-10-21,6,26.085,JAX,@,OAK,L 23-26,,0,0,,0,0.0,0,0,0,0,0
46,2012,2012-10-28,7,26.092,JAX,@,GNB,L 15-24,*,0,0,,0,0.0,5,1,0,0,0
47,2012,2012-11-04,8,26.099,JAX,,DET,L 14-31,,,,,,,,,,,
48,2012,2012-11-08,9,26.103,JAX,,IND,L 10-27,,,,,,,,,,,
49,2012,2012-11-18,10,26.113,JAX,@,HOU,L 37-43,,,,,,,,,,,
