ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1996,1996-10-06,5,26.228,STL,,SFO,L 11-28
2,1996,1996-10-13,6,26.235,STL,@,CAR,L 13-45
3,1996,1996-10-20,7,26.242,STL,,JAX,W 17-14
4,1996,1996-11-03,9,26.256,STL,@,PIT,L 6-42
5,1996,1996-11-10,10,26.263,STL,,ATL,W 59-16
6,1996,1996-11-17,11,26.270,STL,,CAR,L 10-20
7,1996,1996-11-24,12,26.277,STL,,GNB,L 9-24
8,1996,1996-12-01,13,26.284,STL,@,NOR,W 26-10
9,1996,1996-12-08,14,26.291,STL,@,CHI,L 9-35
10,1996,1996-12-15,15,26.298,STL,@,ATL,W 34-27
11,1996,1996-12-21,16,26.304,STL,,NOR,W 14-13
