ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,23.247,CHI,,CIN,W 17-14,,,,,0,0,,0,,,,,,
2,1989,1989-09-17,2,23.254,CHI,,MIN,W 38-7,0,0,,0,0,0,,0,0,0,0.0,1,0,0
3,1989,1989-10-15,6,23.282,CHI,,HOU,L 28-33,0,0,,0,0,0,,0,0,0,0.0,1,0,0
4,1989,1989-10-23,7,23.290,CHI,@,CLE,L 7-27,,,,,0,0,,0,,,,,,
5,1989,1989-10-29,8,23.296,CHI,,RAM,W 20-10,0,0,,0,0,0,,0,0,0,0.0,1,0,0
6,1989,1989-11-05,9,23.303,CHI,@,GNB,L 13-14,,,,,0,0,,0,,,,,,
7,1989,1989-11-19,11,23.317,CHI,,TAM,L 31-32,,,,,0,0,,0,,,,,,
8,1989,1989-11-26,12,23.324,CHI,@,WAS,L 14-38,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0
9,1989,1989-12-03,13,23.331,CHI,@,MIN,L 16-27,,,,,0,0,,0,,,,,,
10,1989,1989-12-10,14,23.338,CHI,,DET,L 17-27,,,,,0,0,,0,,,,,,
11,1989,1989-12-17,15,23.345,CHI,,GNB,L 28-40,,,,,0,0,,0,,,,,,
12,1990,1990-09-09,1,24.246,CHI,,SEA,W 17-0,,,,,,,,,,,,,,
13,1990,1990-09-16,2,24.253,CHI,@,GNB,W 31-13,0,0,,0,0,0,,0,0,0,1.0,0,0,0
14,1990,1990-09-23,3,24.260,CHI,,MIN,W 19-16,,,,,,,,,,,,,,
15,1990,1990-09-30,4,24.267,CHI,@,RAI,L 10-24,,,,,,,,,,,,,,
16,1990,1990-10-07,5,24.274,CHI,,GNB,W 27-13,,,,,,,,,,,,,,
17,1990,1990-10-14,6,24.281,CHI,,RAM,W 38-9,0,0,,0,0,0,,0,0,0,0.0,1,9,0
18,1990,1990-10-28,7,24.295,CHI,@,PHO,W 31-21,,,,,,,,,,,,,,
19,1990,1990-11-25,11,24.323,CHI,@,MIN,L 13-41,,,,,,,,,,,,,,
20,1990,1990-12-02,12,24.330,CHI,,DET,W 23-17,,,,,,,,,,,,,,
21,1990,1990-12-09,13,24.337,CHI,@,WAS,L 9-10,0,0,,0,0,0,,0,0,0,0.0,1,9,0
22,1990,1990-12-16,14,24.344,CHI,@,DET,L 21-38,,,,,,,,,,,,,,
23,1990,1990-12-23,15,24.351,CHI,,TAM,W 27-14,0,0,,0,0,0,,0,0,0,1.0,1,0,0
24,1990,1990-12-29,16,24.357,CHI,,KAN,L 10-21,,,,,,,,,,,,,,
