ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-12-20,14,23.071,DET,,ARI,L 24-31,,,,,,,,,,,0.0%,,,,,,,,,,
2,2009,2009-12-27,15,23.078,DET,@,SFO,L 6-20,,,,,,,,,,,0.0%,,,,,,,,,,
3,2010,2010-09-12,1,23.337,CIN,@,NWE,L 24-38,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
4,2010,2010-09-19,2,23.344,CIN,,BAL,W 15-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
5,2010,2010-10-24,6,24.014,CIN,@,ATL,L 32-39,,,,,,,,,,,0.0%,,,,,,,,,,
6,2010,2010-10-31,7,24.021,CIN,,MIA,L 14-22,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
7,2010,2010-11-25,11,24.046,CIN,@,NYJ,L 10-26,,,,,,,,,,,0.0%,,,,,,,,,,
8,2010,2010-12-26,15,24.077,CIN,,SDG,W 34-20,,1,1,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,1
9,2010,2011-01-02,16,24.084,CIN,@,BAL,L 7-13,,1,0,0.00,0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,0.0,1,0
10,2011,2011-09-18,2,24.343,CIN,@,DEN,L 22-24,,,,,,,,,,,0.0%,,,,,,,,,,
11,2011,2011-09-25,3,24.350,CIN,,SFO,L 8-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
12,2011,2011-10-02,4,24.357,CIN,,BUF,W 23-20,,,,,,,,,,,0.0%,,,,,,,,,,
13,2011,2011-10-09,5,24.364,CIN,@,JAX,W 30-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
14,2011,2011-10-16,6,25.006,CIN,,IND,W 27-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
15,2011,2011-10-30,7,25.020,CIN,@,SEA,W 34-12,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
16,2011,2011-11-06,8,25.027,CIN,@,TEN,W 24-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
17,2011,2011-11-13,9,25.034,CIN,,PIT,L 17-24,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
18,2011,2011-11-20,10,25.041,CIN,@,BAL,L 24-31,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
19,2011,2011-11-27,11,25.048,CIN,,CLE,W 23-20,,0,0,,0,0,0,0,,0,0.0%,,1,10,10.00,0,0,0,0.0,0,0
20,2011,2011-12-04,12,25.055,CIN,@,PIT,L 7-35,,,,,,0,,,,,0.0%,,,,,,,,,,
21,2011,2011-12-11,13,25.062,CIN,,HOU,L 19-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
22,2011,2011-12-18,14,25.069,CIN,@,STL,W 20-13,,2,8,4.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
23,2011,2011-12-24,15,25.075,CIN,,ARI,W 23-16,,1,7,7.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,1
24,2011,2012-01-01,16,25.083,CIN,,BAL,L 16-24,,,,,,,,,,,0.0%,,,,,,,,,,
25,2012,2012-09-10,1,25.336,CIN,@,BAL,L 13-44,,3,22,7.33,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
