ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1990,1990-09-09,1,22.265,DET,,TAM,L 21-38,,,,
2,1990,1990-09-16,2,22.272,DET,,ATL,W 21-14,,,,
3,1990,1990-09-23,3,22.279,DET,@,TAM,L 20-23,,,,
4,1990,1990-09-30,4,22.286,DET,,GNB,L 21-24,2.0,0,0,0
5,1990,1990-10-07,5,22.293,DET,@,MIN,W 34-27,,,,
6,1990,1990-10-14,6,22.300,DET,@,KAN,L 24-43,,,,
7,1990,1990-10-28,7,22.314,DET,@,NOR,W 27-10,,,,
8,1990,1990-11-04,8,22.321,DET,,WAS,L 38-41,,,,
9,1990,1990-11-11,9,22.328,DET,,MIN,L 7-17,,,,
10,1990,1990-11-18,10,22.335,DET,@,NYG,L 0-20,,,,
11,1990,1990-11-22,11,22.339,DET,,DEN,W 40-27,,,,
12,1990,1990-12-02,12,22.349,DET,@,CHI,L 17-23,,,,
13,1990,1990-12-10,13,22.357,DET,,RAI,L 31-38,1.0,0,0,0
14,1990,1990-12-16,14,22.363,DET,,CHI,W 38-21,1.0,0,0,0
15,1990,1990-12-22,15,23.004,DET,@,GNB,W 24-17,,,,
16,1990,1990-12-30,16,23.012,DET,@,SEA,L 10-30,,,,
17,1991,1991-09-01,1,23.257,DET,@,WAS,L 0-45,,,,
18,1991,1991-09-08,2,23.264,DET,,GNB,W 23-14,,,,
19,1991,1991-09-15,3,23.271,DET,,MIA,W 17-13,,,,
20,1991,1991-09-22,4,23.278,DET,@,IND,W 33-24,,,,
21,1991,1991-09-29,5,23.285,DET,,TAM,W 31-3,0.0,1,0,0
22,1991,1991-10-06,6,23.292,DET,,MIN,W 24-20,,,,
23,1991,1991-10-20,7,23.306,DET,@,SFO,L 3-35,,,,
24,1991,1991-10-27,8,23.313,DET,,DAL,W 34-10,,,,
25,1991,1991-11-03,9,23.320,DET,@,CHI,L 10-20,,,,
26,1991,1991-11-10,10,23.327,DET,@,TAM,L 21-30,,,,
27,1991,1991-11-17,11,23.334,DET,,RAM,W 21-10,,,,
28,1991,1991-11-24,12,23.341,DET,@,MIN,W 34-14,0.5,0,0,0
29,1991,1991-11-28,13,23.345,DET,,CHI,W 16-6,,,,
30,1991,1991-12-08,14,23.355,DET,,NYJ,W 34-20,0.5,0,0,0
31,1991,1991-12-15,15,23.362,DET,@,GNB,W 21-17,,,,
32,1991,1991-12-22,16,24.004,DET,@,BUF,W 17-14,1.0,0,0,0
33,1992,1992-09-13,2,24.270,DET,,MIN,W 31-17,,,,
34,1992,1992-09-20,3,24.277,DET,@,WAS,L 10-13,,,,
35,1992,1992-09-27,4,24.284,DET,,TAM,L 23-27,,,,
36,1992,1992-10-04,5,24.291,DET,,NOR,L 7-13,,,,
37,1993,1993-10-17,6,25.303,DET,,SEA,W 30-10,1.0,0,0,0
38,1993,1993-10-24,7,25.310,DET,@,RAM,W 16-13,,,,
39,1993,1993-10-31,8,25.317,DET,@,MIN,W 30-27,,,,
40,1993,1993-11-07,9,25.324,DET,,TAM,W 23-0,,,,
41,1993,1993-11-21,10,25.338,DET,@,GNB,L 17-26,,,,
42,1993,1993-11-25,11,25.342,DET,,CHI,L 6-10,,,,
43,1993,1993-12-05,12,25.352,DET,,MIN,L 0-13,1.0,0,0,0
44,1993,1993-12-12,13,25.359,DET,@,PHO,W 21-14,,,,
45,1993,1993-12-19,14,26.001,DET,,SFO,L 17-55,,,,
46,1993,1993-12-26,15,26.008,DET,@,CHI,W 20-14,,,,
47,1993,1994-01-02,16,26.015,DET,,GNB,W 30-20,,,,
48,1994,1994-09-04,1,26.260,DET,,ATL,W 31-28,1.0,0,0,0
49,1994,1994-09-11,2,26.267,DET,@,MIN,L 3-10,,,,
50,1994,1994-09-19,3,26.275,DET,@,DAL,W 20-17,,,,
51,1994,1994-09-25,4,26.281,DET,,NWE,L 17-23,,,,
52,1994,1994-10-02,5,26.288,DET,@,TAM,L 14-24,,,,
53,1994,1994-11-24,12,26.341,DET,,BUF,W 35-21,,,,
54,1994,1994-12-04,13,26.351,DET,,GNB,W 34-31,,,,
55,1994,1994-12-17,15,26.364,DET,,MIN,W 41-19,,,,
56,1994,1994-12-25,16,27.007,DET,@,MIA,L 20-27,,,,
57,1995,1995-09-03,1,27.259,DET,@,PIT,L 20-23,,,,
58,1995,1995-09-10,2,27.266,DET,@,MIN,L 10-20,,,,
59,1995,1995-09-17,3,27.273,DET,,ARI,L 17-20,,,,
60,1995,1995-09-25,4,27.281,DET,,SFO,W 27-24,,,,
61,1995,1995-10-08,5,27.294,DET,,CLE,W 38-20,,,,
62,1995,1995-10-15,6,27.301,DET,@,GNB,L 21-30,,,,
63,1995,1995-10-22,7,27.308,DET,@,WAS,L 30-36,,,,
64,1995,1995-10-29,8,27.315,DET,,GNB,W 24-16,,,,
65,1995,1995-11-05,9,27.322,DET,@,ATL,L 22-34,,,,
66,1995,1995-11-12,10,27.329,DET,,TAM,W 27-24,,,,
67,1995,1995-11-19,11,27.336,DET,@,CHI,W 24-17,,,,
68,1995,1995-11-23,12,27.340,DET,,MIN,W 44-38,,,,
69,1995,1995-12-04,13,27.351,DET,,CHI,W 27-7,,,,
70,1995,1995-12-10,14,27.357,DET,@,HOU,W 24-17,,,,
71,1995,1995-12-17,15,27.364,DET,,JAX,W 44-0,,,,
72,1995,1995-12-23,16,28.005,DET,@,TAM,W 37-10,1.0,0,0,0
