ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1992,1992-09-06,1,25.293,NOR,@,PHI,L 13-15,1,0,0,,0,0.0%,0.00
2,1992,1992-09-13,2,25.300,NOR,,CHI,W 28-6,,0,0,,0,0.0%,
3,1992,1992-09-27,4,25.314,NOR,,SFO,L 10-16,1,1,7,7.00,0,100.0%,7.00
4,1992,1992-10-04,5,25.321,NOR,@,DET,W 13-7,1,1,2,2.00,0,100.0%,2.00
5,1992,1992-10-11,6,25.328,NOR,,RAM,W 13-10,,0,0,,0,0.0%,
6,1992,1992-10-18,7,25.335,NOR,@,PHO,W 30-21,,0,0,,0,0.0%,
7,1992,1992-11-23,11,26.005,NOR,,WAS,W 20-3,1,1,8,8.00,0,100.0%,8.00
8,1992,1992-11-29,12,26.011,NOR,,MIA,W 24-13,,0,0,,0,0.0%,
9,1992,1992-12-03,13,26.015,NOR,,ATL,W 22-14,1,1,6,6.00,0,100.0%,6.00
10,1992,1992-12-13,14,26.025,NOR,@,RAM,W 37-14,,0,0,,0,0.0%,
11,1992,1992-12-20,15,26.032,NOR,,BUF,L 16-20,,0,0,,0,0.0%,
12,1992,1992-12-26,16,26.038,NOR,@,NYJ,W 20-0,,0,0,,0,0.0%,
13,1993,1993-10-24,7,26.340,NOR,,ATL,L 15-26,,,,,,0.0%,
14,1993,1993-12-12,13,27.024,NOR,,RAM,L 20-23,,,,,,0.0%,
15,1993,1993-12-26,15,27.038,NOR,@,PHI,L 26-37,,,,,,0.0%,
16,1993,1994-01-02,16,27.045,NOR,,CIN,W 20-13,,,,,,0.0%,
17,1994,1994-12-24,16,28.036,KAN,@,RAI,W 19-9,,,,,,0.0%,
