ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2004,2004-09-12,1,25.242,JAX,@,BUF,W 13-10,,2,1,7,7.00,1,50.0%,3.50,0,0,,0,1,6
2,2004,2004-09-19,2,25.249,JAX,,DEN,W 7-6,,1,1,12,12.00,1,100.0%,12.00,0,0,,0,1,6
3,2004,2004-09-26,3,25.256,JAX,@,TEN,W 15-12,,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0
4,2004,2004-10-03,4,25.263,JAX,,IND,L 17-24,,7,6,56,9.33,0,85.7%,8.00,0,0,,0,0,0
5,2004,2004-10-10,5,25.270,JAX,@,SDG,L 21-34,,3,2,49,24.50,0,66.7%,16.33,0,0,,0,0,0
6,2004,2004-10-17,6,25.277,JAX,,KAN,W 22-16,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0
7,2004,2004-10-24,7,25.284,JAX,@,IND,W 27-24,*,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
8,2004,2004-10-31,8,25.291,JAX,@,HOU,L 6-20,,3,,,,,0.0%,,,,,,,
9,2004,2004-11-14,9,25.305,JAX,,DET,W 23-17,,1,,,,,0.0%,,,,,,,
10,2004,2004-11-28,11,25.319,JAX,@,MIN,L 16-27,,1,,,,,0.0%,,,,,,,
11,2004,2004-12-05,12,25.326,JAX,,PIT,L 16-17,,1,1,36,36.00,0,100.0%,36.00,0,0,,0,0,0
12,2004,2004-12-12,13,25.333,JAX,,CHI,W 22-3,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0
13,2004,2004-12-19,14,25.340,JAX,@,GNB,W 28-25,,1,,,,,0.0%,,,,,,,
14,2004,2004-12-26,15,25.347,JAX,,HOU,L 0-21,,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
15,2004,2005-01-02,16,25.354,JAX,@,OAK,W 13-6,,3,2,56,28.00,0,66.7%,18.67,0,0,,0,0,0
16,2005,2005-09-11,1,26.240,JAX,,SEA,W 26-14,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0
17,2005,2005-09-18,2,26.247,JAX,@,IND,L 3-10,,1,1,25,25.00,0,100.0%,25.00,0,0,,0,0,0
18,2005,2005-09-25,3,26.254,JAX,@,NYJ,W 26-20,,3,2,35,17.50,1,66.7%,11.67,0,0,,0,1,6
19,2005,2005-10-02,4,26.261,JAX,,DEN,L 7-20,,4,2,17,8.50,0,50.0%,4.25,0,0,,0,0,0
20,2005,2005-10-09,5,26.268,JAX,,CIN,W 23-20,,1,1,11,11.00,1,100.0%,11.00,0,0,,0,1,6
21,2005,2005-10-16,6,26.275,JAX,@,PIT,W 23-17,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
22,2005,2005-10-30,7,26.289,JAX,@,STL,L 21-24,,7,6,145,24.17,1,85.7%,20.71,0,0,,0,1,6
