ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,22.062,RAM,@,ATL,W 31-21,,,,,
2,1989,1989-09-17,2,22.069,RAM,,IND,W 31-17,,,,,
3,1989,1989-09-24,3,22.076,RAM,,GNB,W 41-38,,,,,
4,1989,1989-12-03,13,22.146,RAM,@,DAL,W 35-31,,,,,
5,1989,1989-12-11,14,22.154,RAM,,SFO,L 27-30,,,,,
6,1989,1989-12-17,15,22.160,RAM,,NYJ,W 38-14,,,,,
7,1989,1989-12-24,16,22.167,RAM,@,NWE,W 24-20,,,,,
8,1990,1990-09-09,1,23.061,RAM,@,GNB,L 24-36,,,,,
9,1990,1990-09-16,2,23.068,RAM,@,TAM,W 35-14,,,,,
10,1990,1990-09-23,3,23.075,RAM,,PHI,L 21-27,,,,,
11,1990,1990-10-07,4,23.089,RAM,,CIN,L 31-34,,,,,
12,1990,1990-10-14,5,23.096,RAM,@,CHI,L 9-38,,,,,
13,1991,1991-11-17,11,24.130,CLE,@,HOU,L 24-28,,,,,
14,1991,1991-11-24,12,24.137,CLE,,KAN,W 20-15,0,0,1,0,0
15,1991,1991-12-01,13,24.144,CLE,@,IND,W 31-0,,,,,
16,1991,1991-12-08,14,24.151,CLE,,DEN,L 7-17,,,,,
17,1991,1991-12-15,15,24.158,CLE,,HOU,L 14-17,,,,,
18,1991,1991-12-22,16,24.165,CLE,@,PIT,L 10-17,,,,,
19,1992,1992-09-06,1,25.058,CLE,@,IND,L 3-14,,,,,
20,1992,1992-09-14,2,25.066,CLE,,MIA,L 23-27,,,,,
21,1992,1992-09-20,3,25.072,CLE,@,RAI,W 28-16,,,,,
22,1992,1992-09-27,4,25.079,CLE,,DEN,L 0-12,,,,,
23,1992,1992-12-27,16,25.170,CLE,@,PIT,L 13-23,,,,,
24,1995,1995-09-24,4,28.076,MIN,@,PIT,W 44-24,0,0,1,9,0
25,1995,1995-10-08,5,28.090,MIN,,HOU,W 23-17,,,,,
26,1995,1995-10-15,6,28.097,MIN,@,TAM,L 17-20,,,,,
27,1995,1995-10-22,7,28.104,MIN,@,GNB,L 21-38,,,,,
28,1995,1995-10-30,8,28.112,MIN,,CHI,L 6-14,,,,,
29,1995,1995-12-09,14,28.152,MIN,,CLE,W 27-11,,,,,
30,1995,1995-12-18,15,28.161,MIN,@,SFO,L 30-37,,,,,
31,1995,1995-12-24,16,28.167,MIN,@,CIN,L 24-27,1,6,1,37,1
32,1996,1996-09-01,1,29.053,MIN,,DET,W 17-13,0,0,1,0,0
33,1996,1996-09-08,2,29.060,MIN,@,ATL,W 23-17,,,,,
34,1996,1996-09-15,3,29.067,MIN,@,CHI,W 20-14,,,,,
35,1996,1996-09-22,4,29.074,MIN,,GNB,W 30-21,,,,,
36,1996,1996-09-29,5,29.081,MIN,@,NYG,L 10-15,,,,,
37,1996,1996-10-06,6,29.088,MIN,,CAR,W 14-12,0,0,1,4,0
38,1996,1996-10-13,7,29.095,MIN,@,TAM,L 13-24,,,,,
39,1996,1996-10-28,8,29.110,MIN,,CHI,L 13-15,,,,,
40,1996,1996-11-03,9,29.116,MIN,,KAN,L 6-21,,,,,
41,1996,1996-11-10,10,29.123,MIN,@,SEA,L 23-42,,,,,
42,1996,1996-11-17,11,29.130,MIN,@,OAK,W 16-13,,,,,
43,1996,1996-11-24,12,29.137,MIN,,DEN,L 17-21,,,,,
44,1996,1996-12-01,13,29.144,MIN,,ARI,W 41-17,,,,,
45,1996,1996-12-08,14,29.151,MIN,@,DET,W 24-22,,,,,
