ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-10-24,6,23.320,NYJ,,BUF,L 10-19,,,,,,,,,,,
2,1993,1993-10-31,7,23.327,NYJ,@,NYG,W 10-6,,,,,,,,,,,
3,1993,1993-11-07,8,23.334,NYJ,,MIA,W 27-10,,,,,,,,,,,
4,1993,1993-11-14,9,23.341,NYJ,@,IND,W 31-17,,,,,,,,,,,
5,1993,1993-11-21,10,23.348,NYJ,,CIN,W 17-12,,,,,,,,,,,
6,1993,1993-11-28,11,23.355,NYJ,@,NWE,W 6-0,,,,,,,,,,,
7,1993,1993-12-05,12,23.362,NYJ,,IND,L 6-9,,,,,,,,,,,
8,1993,1993-12-11,13,24.003,NYJ,@,WAS,W 3-0,,,,,,,,,,,
9,1993,1993-12-18,14,24.010,NYJ,,DAL,L 7-28,,,,,,,,,,,
10,1993,1993-12-26,15,24.018,NYJ,@,BUF,L 14-16,,,,,,,,,,,
11,1993,1994-01-02,16,24.025,NYJ,@,HOU,L 0-24,,,,,,,,,,,
12,1994,1994-09-04,1,24.270,NYJ,@,BUF,W 23-3,,,,,,,,,,,
13,1994,1994-09-11,2,24.277,NYJ,,DEN,W 25-22,,,,,,,,,,,
14,1994,1994-09-18,3,24.284,NYJ,@,MIA,L 14-28,,,,,,,,,,,
15,1994,1994-09-25,4,24.291,NYJ,,CHI,L 7-19,,,,,,,,,,,
16,1994,1994-10-02,5,24.298,NYJ,@,CLE,L 7-27,,,,,,,,,,,
17,1994,1994-10-09,6,24.305,NYJ,,IND,W 16-6,,,,,,,,,,,
18,1994,1994-10-16,7,24.312,NYJ,,NWE,W 24-17,,,,,,,,,,,
19,1994,1994-10-30,8,24.326,NYJ,@,IND,L 25-28,,,,,,,,,,,
20,1994,1994-11-06,9,24.333,NYJ,,BUF,W 22-17,,,,,,,,,,,
21,1994,1994-11-13,10,24.340,NYJ,@,GNB,L 10-17,,0,0,,0,0,0,1.0,0,0,0
22,1994,1994-11-20,11,24.347,NYJ,@,MIN,W 31-21,,,,,,,,,,,
23,1994,1994-11-27,12,24.354,NYJ,,MIA,L 24-28,,,,,,,,,,,
24,1994,1994-12-04,13,24.361,NYJ,@,NWE,L 13-24,,,,,,,,,,,
25,1994,1994-12-10,14,25.002,NYJ,,DET,L 7-18,,,,,,,,,,,
26,1994,1994-12-18,15,25.010,NYJ,,SDG,L 6-21,,,,,,,,,,,
27,1994,1994-12-24,16,25.016,NYJ,@,HOU,L 10-24,,,,,,,,,,,
28,1995,1995-09-03,1,25.269,NYJ,@,MIA,L 14-52,,,,,,,,,,,
29,1995,1995-09-10,2,25.276,NYJ,,IND,L 24-27,,,,,,,,,,,
30,1995,1995-09-17,3,25.283,NYJ,,JAX,W 27-10,,,,,,,,,,,
31,1995,1995-09-24,4,25.290,NYJ,@,ATL,L 3-13,,0,0,,0,0,0,1.0,0,0,0
