ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1961,1961-10-01,4,24.210,OAK,,DEN,W 33-19,0,0,,0,0,0,1,26,0
2,1961,1961-10-15,5,24.224,OAK,@,DEN,L 24-27,0,0,,0,0,0,1,16,0
3,1961,1961-11-05,8,24.245,OAK,@,BUF,W 31-22,0,0,,0,0,0,1,3,0
4,1961,1961-11-26,11,24.266,OAK,@,DTX,L 11-43,0,0,,0,0,0,1,12,0
5,1961,1961-12-09,13,24.279,OAK,,BOS,L 21-35,0,0,,0,0,0,1,1,0
6,1962,1962-09-30,3,25.209,OAK,,SDG,L 33-42,0,0,,0,1,6,1,91,1
7,1962,1962-10-05,4,25.214,OAK,@,DEN,L 7-44,0,0,,0,0,0,1,6,0
8,1962,1962-10-14,5,25.223,OAK,,DEN,L 6-23,0,0,,0,0,0,1,0,0
9,1962,1962-11-04,8,25.244,OAK,@,NYT,L 21-31,0,0,,0,0,0,2,41,0
10,1962,1962-11-11,9,25.251,OAK,,HOU,L 20-28,0,0,,0,0,0,2,13,0
11,1962,1962-12-02,12,25.272,OAK,@,SDG,L 21-31,1,3,3.00,0,0,0,0,0,0
12,1962,1962-12-09,13,25.279,OAK,@,HOU,L 17-32,0,0,,0,0,0,1,0,0
13,1963,1963-09-07,1,26.186,OAK,@,HOU,W 24-13,0,0,,0,0,0,1,6,0
14,1963,1963-10-27,8,26.236,OAK,@,SDG,W 34-33,0,0,,0,0,0,2,15,0
15,1963,1963-11-08,10,26.248,OAK,@,KAN,W 22-7,0,0,,0,0,0,1,17,0
16,1963,1963-11-28,11,26.268,OAK,@,DEN,W 26-10,0,0,,0,0,0,1,6,0
17,1963,1963-12-15,13,26.285,OAK,,DEN,W 35-31,0,0,,0,0,0,1,0,0
18,1964,1964-09-19,2,27.198,OAK,@,HOU,L 28-42,0,0,,0,0,0,1,0,0
19,1964,1964-10-16,6,27.225,OAK,@,BOS,T 43-43,0,0,,0,0,0,1,2,0
20,1964,1964-10-25,7,27.234,OAK,,DEN,W 40-7,0,0,,0,0,0,2,7,0
21,1964,1964-11-15,10,27.255,OAK,,HOU,W 20-10,0,0,,0,0,0,1,28,0
22,1964,1964-12-20,14,27.290,OAK,,SDG,W 21-20,0,0,,0,0,0,1,3,0
23,1965,1965-09-26,3,28.205,KAN,@,SDG,T 10-10,0,0,,0,0,0,2,32,0
24,1965,1965-11-14,10,28.254,KAN,,SDG,W 31-7,0,0,,0,0,0,2,51,0
25,1965,1965-11-21,11,28.261,KAN,@,BOS,T 10-10,0,0,,0,0,0,1,0,0
26,1965,1965-12-12,13,28.282,KAN,@,BUF,L 25-34,0,0,,0,0,0,1,6,0
27,1966,1966-09-25,3,29.204,KAN,@,BOS,W 43-24,1,10,10.00,0,0,0,0,0,0
28,1966,1966-10-23,7,29.232,KAN,@,DEN,W 56-10,0,0,,0,0,0,1,1,0
29,1966,1966-11-13,10,29.253,KAN,,MIA,W 34-16,0,0,,0,0,0,2,19,0
30,1966,1966-12-11,13,29.281,KAN,@,MIA,W 19-18,0,0,,0,0,0,1,0,0
31,1967,1967-12-10,13,30.280,KAN,@,NYJ,W 21-7,0,0,,0,1,6,1,77,1
