ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1994,1994-09-25,4,22.196,TAM,@,GNB,L 3-30,,5,10,50.00,73,0,0,74.2,3,8,7.30,7.30,1,12,12.00,0,0,0,0,,0,0.0%,,0,0
2,1994,1994-10-09,6,22.210,TAM,@,ATL,L 13-34,,6,11,54.55,81,0,3,38.6,1,4,7.36,-4.91,0,0,,0,0,0,0,,0,0.0%,,0,0
3,1994,1994-10-23,7,22.224,TAM,@,SFO,L 16-41,*,7,23,30.43,45,0,1,21.8,1,8,1.96,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
4,1994,1994-10-30,8,22.231,TAM,,MIN,L 13-36,,7,13,53.85,75,1,1,64.6,1,8,5.77,3.85,0,0,,0,0,0,0,,0,0.0%,,0,0
5,1994,1994-11-06,9,22.238,TAM,,CHI,L 6-20,*,13,25,52.00,159,0,1,55.2,2,14,6.36,4.56,1,15,15.00,0,0,0,0,,0,0.0%,,0,0
6,1995,1995-09-03,1,23.174,TAM,@,PHI,W 21-6,*,11,19,57.89,215,2,1,110.6,1,13,11.32,11.05,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0
7,1995,1995-09-10,2,23.181,TAM,@,CLE,L 6-22,*,20,36,55.56,255,0,2,54.7,7,45,7.08,4.58,2,12,6.00,0,0,0,0,,0,0.0%,,0,0
8,1995,1995-09-17,3,23.188,TAM,,CHI,L 6-25,*,11,27,40.74,149,0,4,19.4,2,7,5.52,-1.15,2,7,3.50,0,0,0,0,,0,0.0%,,0,0
9,1995,1995-09-24,4,23.195,TAM,,WAS,W 14-6,*,13,18,72.22,136,1,0,112.3,2,13,7.56,8.67,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
10,1995,1995-10-01,5,23.202,TAM,@,CAR,W 20-13,*,3,12,25.00,55,0,0,46.2,1,7,4.58,4.58,0,0,,0,0,0,0,,0,0.0%,,0,0
11,1995,1995-10-08,6,23.209,TAM,,CIN,W 19-16,*,12,26,46.15,185,0,0,70.2,5,34,7.12,7.12,0,0,,0,0,0,0,,0,0.0%,,0,0
12,1995,1995-10-15,7,23.216,TAM,,MIN,W 20-17,*,24,37,64.86,249,0,0,84.2,3,30,6.73,6.73,0,0,,0,0,0,0,,0,0.0%,,0,0
