ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,22.338,TAM,@,PHI,L 3-13,,,
2,1977,1977-09-24,2,22.344,TAM,,MIN,L 3-9,,,
3,1977,1977-10-02,3,22.352,TAM,@,DAL,L 7-23,,,
4,1977,1977-10-09,4,22.359,TAM,,WAS,L 0-10,,,
5,1977,1977-10-16,5,23.001,TAM,@,SEA,L 23-30,,,
6,1977,1977-10-23,6,23.008,TAM,,GNB,L 0-13,,,
7,1977,1977-10-30,7,23.015,TAM,@,SFO,L 10-20,1,42,0
8,1977,1977-11-06,8,23.022,TAM,@,RAM,L 0-31,,,
9,1977,1977-11-13,9,23.029,TAM,,NYG,L 0-10,1,13,0
10,1977,1977-11-20,10,23.036,TAM,@,DET,L 7-16,,,
11,1977,1977-11-27,11,23.043,TAM,,ATL,L 0-17,,,
12,1977,1977-12-04,12,23.050,TAM,,CHI,L 0-10,,,
13,1977,1977-12-11,13,23.057,TAM,@,NOR,W 33-14,,,
14,1977,1977-12-18,14,23.064,TAM,,STL,W 17-7,,,
15,1978,1978-09-02,1,23.322,TAM,,NYG,L 13-19,,,
16,1978,1978-09-09,2,23.329,TAM,,DET,L 7-15,,,
17,1978,1978-09-17,3,23.337,TAM,@,MIN,W 16-10,,,
18,1978,1978-09-24,4,23.344,TAM,,ATL,W 14-9,,,
19,1978,1978-10-01,5,23.351,TAM,,MIN,L 7-24,,,
20,1978,1978-10-08,6,23.358,TAM,@,KAN,W 30-13,,,
21,1978,1978-10-15,7,24.000,TAM,@,NYG,L 14-17,,,
22,1978,1978-10-22,8,24.007,TAM,,CHI,W 33-19,2,17,0
23,1978,1978-10-29,9,24.014,TAM,@,GNB,L 7-9,,,
24,1978,1978-11-05,10,24.021,TAM,@,RAM,L 23-26,,,
25,1978,1978-11-12,11,24.028,TAM,@,DET,L 23-34,,,
26,1978,1978-11-19,12,24.035,TAM,,BUF,W 31-10,,,
27,1978,1978-11-26,13,24.042,TAM,@,CHI,L 3-14,,,
28,1978,1978-12-03,14,24.049,TAM,,GNB,L 7-17,,,
29,1978,1978-12-10,15,24.056,TAM,@,SFO,L 3-6,,,
30,1978,1978-12-17,16,24.063,TAM,,NOR,L 10-17,1,7,0
31,1979,1979-09-01,1,24.321,TAM,,DET,W 31-16,,,
32,1979,1979-09-09,2,24.329,TAM,@,BAL,W 29-26,,,
33,1979,1979-09-16,3,24.336,TAM,@,GNB,W 21-10,,,
34,1979,1979-09-23,4,24.343,TAM,,RAM,W 21-6,,,
35,1979,1979-09-30,5,24.350,TAM,@,CHI,W 17-13,,,
36,1979,1979-10-07,6,24.357,TAM,@,NYG,L 14-17,,,
37,1979,1979-10-14,7,24.364,TAM,,NOR,L 14-42,,,
38,1979,1979-10-21,8,25.006,TAM,,GNB,W 21-3,1,8,0
39,1979,1979-10-28,9,25.013,TAM,@,MIN,W 12-10,,,
40,1979,1979-11-04,10,25.020,TAM,@,ATL,L 14-17,1,11,0
41,1979,1979-11-11,11,25.027,TAM,@,DET,W 16-14,,,
42,1979,1979-11-18,12,25.034,TAM,,NYG,W 31-3,,,
43,1979,1979-11-25,13,25.041,TAM,,MIN,L 22-23,,,
44,1979,1979-12-02,14,25.048,TAM,,CHI,L 0-14,,,
45,1979,1979-12-09,15,25.055,TAM,@,SFO,L 7-23,,,
46,1979,1979-12-16,16,25.062,TAM,,KAN,W 3-0,,,
47,1980,1980-09-07,1,25.328,TAM,@,CIN,W 17-12,1,0,0
48,1980,1980-09-11,2,25.332,TAM,,RAM,W 10-9,,,
49,1980,1980-09-21,3,25.342,TAM,@,DAL,L 17-28,,,
50,1980,1980-09-28,4,25.349,TAM,,CLE,L 27-34,,,
51,1980,1980-10-06,5,25.357,TAM,@,CHI,L 0-23,,,
52,1980,1980-10-12,6,25.363,TAM,,GNB,T 14-14,,,
53,1980,1980-10-19,7,26.004,TAM,@,HOU,L 14-20,,,
54,1980,1980-10-26,8,26.011,TAM,@,SFO,W 24-23,,,
55,1980,1980-11-02,9,26.018,TAM,,NYG,W 30-13,,,
56,1980,1980-11-09,10,26.025,TAM,,PIT,L 21-24,,,
57,1980,1980-11-16,11,26.032,TAM,@,MIN,L 30-38,,,
58,1980,1980-11-23,12,26.039,TAM,,DET,L 10-24,,,
59,1980,1980-11-30,13,26.046,TAM,@,GNB,W 20-17,,,
60,1980,1980-12-07,14,26.053,TAM,,MIN,L 10-21,,,
61,1980,1980-12-14,15,26.060,TAM,@,DET,L 14-27,,,
62,1980,1980-12-20,16,26.066,TAM,,CHI,L 13-14,,,
63,1981,1981-09-05,1,26.325,TAM,,MIN,W 21-13,,,
64,1981,1981-09-13,2,26.333,TAM,@,KAN,L 10-19,,,
65,1981,1981-09-20,3,26.340,TAM,@,CHI,L 17-28,,,
66,1981,1981-10-04,5,26.354,TAM,,DET,W 28-10,,,
67,1981,1981-10-18,7,27.003,TAM,@,OAK,L 16-18,,,
68,1981,1981-10-25,8,27.010,TAM,@,PHI,L 10-20,,,
69,1981,1981-11-01,9,27.017,TAM,,CHI,W 20-10,,,
70,1981,1981-11-08,10,27.024,TAM,@,MIN,L 10-25,1,2,0
71,1981,1981-11-15,11,27.031,TAM,,DEN,L 7-24,,,
72,1981,1981-11-22,12,27.038,TAM,,GNB,W 37-3,,,
73,1981,1981-11-29,13,27.045,TAM,@,NOR,W 31-14,,,
74,1981,1981-12-13,15,27.059,TAM,,SDG,L 23-24,1,10,0
75,1981,1981-12-20,16,27.066,TAM,@,DET,W 20-17,,,
76,1982,1982-09-12,1,27.332,SDG,@,DEN,W 23-3,,,
77,1982,1982-09-19,2,27.339,SDG,@,KAN,L 12-19,,,
78,1982,1982-11-22,3,28.038,SDG,@,RAI,L 24-28,,,
79,1982,1982-11-28,4,28.044,SDG,,DEN,W 30-20,,,
80,1982,1982-12-05,5,28.051,SDG,@,CLE,W 30-13,,,
81,1982,1982-12-11,6,28.057,SDG,@,SFO,W 41-37,,,
82,1982,1982-12-20,7,28.066,SDG,,CIN,W 50-34,,,
83,1982,1982-12-26,8,28.072,SDG,,BAL,W 44-26,,,
84,1982,1983-01-02,9,28.079,SDG,,RAI,L 34-41,,,
85,1983,1983-09-11,2,28.331,RAM,,NOR,W 30-27,,,
86,1983,1983-09-18,3,28.338,RAM,@,GNB,L 24-27,,,
87,1983,1983-10-09,6,28.359,RAM,@,SFO,W 10-7,,,
88,1983,1983-10-16,7,29.001,RAM,,ATL,W 27-21,,,
89,1983,1983-10-23,8,29.008,RAM,,SFO,L 35-45,,,
90,1983,1983-10-30,9,29.015,RAM,@,MIA,L 14-30,,,
91,1983,1983-11-06,10,29.022,RAM,,CHI,W 21-14,,,
