ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-10-04,3,24.199,MIN,,GNB,L 16-23,8,274,34.25,0
2,1987,1987-10-11,4,24.206,MIN,@,CHI,L 7-27,5,190,38.00,0
