ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2001,2001-09-09,1,24.199,SDG,,WAS,W 30-3,,,,,,,
2,2001,2001-09-23,2,24.213,SDG,@,DAL,W 32-21,,,,,,,
3,2001,2001-09-30,3,24.220,SDG,,CIN,W 28-14,,,,,,,
4,2001,2001-10-28,7,24.248,SDG,,BUF,W 27-24,,,,,,,
5,2001,2001-11-04,8,24.255,SDG,,KAN,L 20-25,,,,,,,
6,2001,2001-11-11,9,24.262,SDG,@,DEN,L 16-26,,,,,,,
7,2002,2002-09-08,1,25.198,SDG,@,CIN,W 34-6,,,,,,,
8,2002,2002-09-15,2,25.205,SDG,,HOU,W 24-3,,,0,0,1.0,,
9,2002,2002-09-22,3,25.212,SDG,@,ARI,W 23-15,,,,,,,
10,2002,2002-09-29,4,25.219,SDG,,NWE,W 21-14,,,,,,,
11,2002,2002-10-06,5,25.226,SDG,@,DEN,L 9-26,,,,,,,
12,2002,2002-10-13,6,25.233,SDG,,KAN,W 35-34,,,,,,,
13,2002,2002-10-20,7,25.240,SDG,@,OAK,W 27-21,,,,,,,
14,2002,2002-11-03,8,25.254,SDG,,NYJ,L 13-44,,,,,,,
15,2002,2002-11-10,9,25.261,SDG,@,STL,L 24-28,,,,,,,
16,2002,2002-11-24,11,25.275,SDG,@,MIA,L 3-30,,,,,,,
17,2002,2002-12-01,12,25.282,SDG,,DEN,W 30-27,,,,,,,
18,2002,2002-12-08,13,25.289,SDG,,OAK,L 7-27,,,,,,,
19,2002,2002-12-15,14,25.296,SDG,@,BUF,L 13-20,,,,,,,
20,2002,2002-12-22,15,25.303,SDG,@,KAN,L 22-24,,,,,,,
21,2002,2002-12-29,16,25.310,SDG,,SEA,L 28-31,,,,,,,
22,2003,2003-09-07,1,26.197,SDG,@,KAN,L 14-27,,,,,,,
23,2003,2003-09-14,2,26.204,SDG,,DEN,L 13-37,,,,,,,
24,2003,2003-09-21,3,26.211,SDG,,BAL,L 10-24,,,,,,,
25,2003,2003-09-28,4,26.218,SDG,@,OAK,L 31-34,,,,,,,
26,2003,2003-10-05,5,26.225,SDG,@,JAX,L 21-27,,,,,,,
27,2003,2003-10-19,6,26.239,SDG,@,CLE,W 26-20,,,,,,,
28,2003,2003-10-27,7,26.247,SDG,,MIA,L 10-26,,,,,,,
29,2003,2003-11-02,8,26.253,SDG,@,CHI,L 7-20,,,,,,,
30,2003,2003-11-09,9,26.260,SDG,,MIN,W 42-28,,,,,,,
