ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-12,1,22.254,HOU,,IND,W 34-24,,0.0,0,1,0,0,0
2,2010,2010-09-19,2,22.261,HOU,@,WAS,W 30-27,,0.0,0,1,0,0,0
3,2010,2010-09-26,3,22.268,HOU,,DAL,L 13-27,,0.0,0,1,0,0,0
4,2010,2010-10-10,5,22.282,HOU,,NYG,L 10-34,,0.0,0,0,0,0,0
5,2010,2010-11-07,8,22.310,HOU,,SDG,L 23-29,,0.0,0,0,0,0,0
6,2010,2010-11-14,9,22.317,HOU,@,JAX,L 24-31,,0.0,0,0,0,0,0
7,2010,2010-11-21,10,22.324,HOU,@,NYJ,L 27-30,*,0.0,3,2,0,0,0
8,2010,2010-11-28,11,22.331,HOU,,TEN,W 20-0,*,,,,,,
9,2010,2010-12-02,12,22.335,HOU,@,PHI,L 24-34,*,0.0,0,0,0,0,0
10,2010,2010-12-13,13,22.346,HOU,,BAL,L 28-34,*,1.0,3,3,0,0,0
11,2010,2010-12-19,14,22.352,HOU,@,TEN,L 17-31,*,0.0,3,2,0,0,0
12,2010,2010-12-26,15,22.359,HOU,@,DEN,L 23-24,*,0.0,4,1,0,0,0
13,2011,2011-09-11,1,23.253,HOU,,IND,W 34-7,,0.0,3,0,0,0,0
14,2011,2011-09-18,2,23.260,HOU,@,MIA,W 23-13,,0.0,0,0,0,0,0
15,2011,2011-09-25,3,23.267,HOU,@,NOR,L 33-40,,,,,,,
16,2011,2011-10-02,4,23.274,HOU,,PIT,W 17-10,,0.0,0,0,0,0,0
17,2011,2011-10-09,5,23.281,HOU,,OAK,L 20-25,,0.0,2,0,0,0,0
18,2011,2011-10-16,6,23.288,HOU,@,BAL,L 14-29,,0.0,2,0,0,0,0
19,2011,2011-10-23,7,23.295,HOU,@,TEN,W 41-7,,0.0,2,0,0,0,0
20,2011,2011-10-30,8,23.302,HOU,,JAX,W 24-14,,,,,,,
21,2012,2012-11-18,10,24.322,HOU,,JAX,W 43-37,,0.0,4,3,0,0,0
22,2012,2012-11-22,11,24.326,HOU,@,DET,W 34-31,*,0.0,4,2,0,0,0
23,2012,2012-12-02,12,24.336,HOU,@,TEN,W 24-10,*,0.0,2,2,1,-2,0
24,2012,2012-12-10,13,24.344,HOU,@,NWE,L 14-42,*,0.0,1,4,0,0,0
25,2012,2012-12-16,14,24.350,HOU,,IND,W 29-17,,0.0,2,0,0,0,0
26,2012,2012-12-23,15,24.357,HOU,,MIN,L 6-23,*,0.0,2,0,0,0,0
27,2012,2012-12-30,16,24.364,HOU,@,IND,L 16-28,*,0.0,0,1,0,0,0
28,2013,2013-09-15,2,25.257,HOU,,TEN,W 30-24,,0.0,4,1,0,0,0
29,2013,2013-09-22,3,25.264,HOU,@,BAL,L 9-30,,0.0,3,0,0,0,0
30,2013,2013-09-29,4,25.271,HOU,,SEA,L 20-23,,0.0,3,2,0,0,0
31,2013,2013-10-06,5,25.278,HOU,@,SFO,L 3-34,,0.0,2,0,0,0,0
32,2013,2013-10-13,6,25.285,HOU,,STL,L 13-38,,0.0,0,1,0,0,0
33,2013,2013-10-20,7,25.292,HOU,@,KAN,L 16-17,,0.0,5,0,0,0,0
34,2013,2013-11-03,8,25.306,HOU,,IND,L 24-27,*,0.0,4,1,0,0,0
35,2013,2013-11-10,9,25.313,HOU,@,ARI,L 24-27,*,0.0,5,3,0,0,0
36,2013,2013-11-17,10,25.320,HOU,,OAK,L 23-28,*,0.0,7,3,0,0,0
37,2013,2013-11-24,11,25.327,HOU,,JAX,L 6-13,*,0.0,5,2,0,0,0
38,2013,2013-12-01,12,25.334,HOU,,NWE,L 31-34,*,0.0,6,3,0,0,0
39,2013,2013-12-05,13,25.338,HOU,@,JAX,L 20-27,*,0.0,1,1,0,0,0
40,2013,2013-12-15,14,25.348,HOU,@,IND,L 3-25,*,0.0,2,8,0,0,0
41,2013,2013-12-22,15,25.355,HOU,,DEN,L 13-37,,0.0,5,3,0,0,0
42,2013,2013-12-29,16,25.362,HOU,@,TEN,L 10-16,*,0.0,3,3,0,0,0
43,2014,2014-09-28,4,26.270,CHI,,GNB,L 17-38,,,,,,,
44,2014,2014-10-05,5,26.277,CHI,@,CAR,L 24-31,,,,,,,
45,2014,2014-10-12,6,26.284,CHI,@,ATL,W 27-13,*,0.0,4,1,0,0,0
46,2014,2014-10-19,7,26.291,CHI,,MIA,L 14-27,,0.0,4,2,0,0,0
47,2014,2014-10-26,8,26.298,CHI,@,NWE,L 23-51,*,0.0,2,2,0,0,0
