ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1953,1953-09-27,1,23.134,RAM,,NYG,W 21-7,3,-14,-4.67,0,1,10,10.00,0
2,1953,1953-10-04,2,23.141,RAM,@,SFO,L 30-31,1,1,1.00,0,1,12,12.00,0
3,1953,1953-10-11,3,23.148,RAM,@,GNB,W 38-20,6,13,2.17,0,1,20,20.00,0
4,1953,1953-10-25,5,23.162,RAM,,CHI,W 38-24,3,10,3.33,0,0,0,,0
5,1953,1953-11-01,6,23.169,RAM,,DET,W 37-24,2,2,1.00,0,0,0,,0
6,1953,1953-11-15,8,23.183,RAM,@,CRD,T 24-24,2,8,4.00,0,0,0,,0
7,1953,1953-11-22,9,23.190,RAM,@,BAL,W 21-13,0,0,,0,1,16,16.00,0
8,1953,1953-12-12,12,23.210,RAM,,GNB,W 33-17,3,9,3.00,0,1,14,14.00,0
9,1954,1954-09-26,1,24.133,RAM,@,BAL,W 48-0,5,21,4.20,0,0,0,,0
10,1954,1954-10-03,2,24.140,RAM,,SFO,T 24-24,1,2,2.00,0,0,0,,0
11,1954,1954-10-17,4,24.154,RAM,@,GNB,L 17-35,0,0,,0,1,11,11.00,0
12,1954,1954-11-14,8,24.182,RAM,,CRD,W 28-17,7,23,3.29,0,0,0,,0
13,1954,1954-11-21,9,24.189,RAM,@,NYG,W 17-16,17,78,4.59,0,0,0,,0
14,1954,1954-11-28,10,24.196,RAM,@,CHI,L 13-24,13,24,1.85,0,1,31,31.00,0
15,1954,1954-12-04,11,24.202,RAM,,BAL,L 21-22,2,5,2.50,0,0,0,,0
16,1954,1954-12-12,12,24.210,RAM,,GNB,W 35-27,3,20,6.67,0,1,16,16.00,0
17,1955,1955-09-25,1,25.132,RAM,@,SFO,W 23-14,3,12,4.00,1,0,0,,0
18,1955,1955-10-09,3,25.146,RAM,@,DET,W 17-10,2,8,4.00,0,1,-4,-4.00,0
19,1955,1955-10-16,4,25.153,RAM,@,GNB,L 28-30,11,46,4.18,0,2,3,1.50,0
20,1956,1956-12-02,10,26.200,SFO,@,BAL,W 20-17,2,4,2.00,0,0,0,,0
