ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1992,1992-10-25,7,22.315,TAM,,DET,L 7-38,,,,
2,1994,1994-09-11,2,24.270,TAM,,IND,W 24-10,0,0,,0
3,1994,1994-09-18,3,24.277,TAM,,NOR,L 7-9,2,33,16.50,0
4,1994,1994-09-25,4,24.284,TAM,@,GNB,L 3-30,0,0,,0
5,1994,1994-10-02,5,24.291,TAM,,DET,W 24-14,0,0,,0
6,1994,1994-10-09,6,24.298,TAM,@,ATL,L 13-34,0,0,,0
7,1994,1994-11-20,11,24.340,TAM,@,SEA,L 21-22,0,0,,0
8,1994,1994-11-27,12,24.347,TAM,@,MIN,W 20-17,0,0,,0
9,1994,1994-12-04,13,24.354,TAM,,WAS,W 26-21,0,0,,0
10,1994,1994-12-11,14,24.361,TAM,,RAM,W 24-14,0,0,,0
11,1994,1994-12-18,15,25.003,TAM,@,WAS,W 17-14,0,0,,0
12,1994,1994-12-24,16,25.009,TAM,,GNB,L 19-34,0,0,,0
13,1995,1995-09-03,1,25.262,JAX,,HOU,L 3-10,,,,
14,1995,1995-09-10,2,25.269,JAX,@,CIN,L 17-24,,,,
15,1995,1995-09-17,3,25.276,JAX,@,NYJ,L 10-27,,,,
16,1995,1995-09-24,4,25.283,JAX,,GNB,L 14-24,,,,
17,1995,1995-10-01,5,25.290,JAX,@,HOU,W 17-16,,,,
18,1995,1995-10-08,6,25.297,JAX,,PIT,W 20-16,,,,
19,1995,1995-10-15,7,25.304,JAX,,CHI,L 27-30,,,,
20,1995,1995-10-22,8,25.311,JAX,@,CLE,W 23-15,,,,
21,1995,1995-10-29,9,25.318,JAX,@,PIT,L 7-24,,,,
22,1995,1995-11-12,10,25.332,JAX,,SEA,L 30-47,,,,
23,1995,1995-12-03,13,25.353,JAX,@,DEN,L 23-31,,,,
24,1995,1995-12-10,14,25.360,JAX,,IND,L 31-41,,,,
25,1995,1995-12-17,15,26.002,JAX,@,DET,L 0-44,,,,
26,1995,1995-12-24,16,26.009,JAX,,CLE,W 24-21,,,,
