ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,22.216,CIN,@,BAL,L 10-17,,,,,,,0.0%,,,,,,,,,,,,,,
2,2008,2008-09-14,2,22.223,CIN,,TEN,L 7-24,,,,,,,0.0%,,,,,,,,,,,,,,
3,2008,2008-09-28,4,22.237,CIN,,CLE,L 12-20,,,,,,,0.0%,,,,,,,,,,,,,,
4,2008,2008-10-19,7,22.258,CIN,,PIT,L 10-38,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,1,8,8.00,0,0,0,0.0,0,0
5,2008,2008-11-30,12,22.300,CIN,,BAL,L 3-34,,1,,,,,0.0%,,,,,,,,,,,,,,
6,2008,2008-12-07,13,22.307,CIN,@,IND,L 3-35,*,1,,,,,0.0%,,,,,,,,,,,,,,
7,2009,2009-12-20,14,23.319,CIN,@,SDG,L 24-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,0.0,1,0
8,2009,2010-01-03,16,23.333,CIN,@,NYJ,L 0-37,,1,,,,,0.0%,,,,,,,,,,,,,,
9,2010,2010-09-12,1,24.220,CIN,@,NWE,L 24-38,,,,,,,0.0%,,,,,,,,,,,,,,
10,2010,2010-10-10,5,24.248,CIN,,TAM,L 21-24,,1,,,,,0.0%,,,,,,,,,,,,,,
11,2010,2010-12-19,14,24.318,CIN,,CLE,W 19-17,*,3,2,30,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
12,2010,2010-12-26,15,24.325,CIN,,SDG,W 34-20,*,7,6,124,20.67,2,85.7%,17.71,0,0,,0,0,0,,0,2,12,0.0,0,0
13,2010,2011-01-02,16,24.332,CIN,@,BAL,L 7-13,*,14,12,123,10.25,1,85.7%,8.79,1,2,2.00,0,0,0,,0,1,6,0.0,0,0
14,2011,2011-09-11,1,25.219,CIN,@,CLE,W 27-17,*,9,4,44,11.00,0,44.4%,4.89,0,0,,0,0,0,,0,0,0,0.0,0,0
15,2011,2011-09-18,2,25.226,CIN,@,DEN,L 22-24,*,9,4,136,34.00,0,44.4%,15.11,0,0,,0,0,0,,0,0,0,0.0,0,0
16,2011,2011-09-25,3,25.233,CIN,,SFO,L 8-13,,4,1,6,6.00,0,25.0%,1.50,0,0,,0,0,0,,0,0,0,0.0,0,0
17,2011,2011-10-02,4,25.240,CIN,,BUF,W 23-20,*,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,0.0,0,0
18,2011,2011-10-09,5,25.247,CIN,@,JAX,W 30-20,*,7,4,40,10.00,0,57.1%,5.71,0,0,,0,0,0,,0,0,0,0.0,0,0
19,2011,2011-10-16,6,25.254,CIN,,IND,W 27-17,,9,6,101,16.83,0,66.7%,11.22,0,0,,0,0,0,,0,0,0,0.0,0,0
20,2011,2011-10-30,7,25.268,CIN,@,SEA,W 34-12,*,2,1,14,14.00,1,50.0%,7.00,0,0,,0,0,0,,0,1,6,0.0,0,0
21,2011,2011-11-06,8,25.275,CIN,@,TEN,W 24-17,*,10,3,43,14.33,1,30.0%,4.30,0,0,,0,0,0,,0,1,6,0.0,0,0
22,2011,2011-11-13,9,25.282,CIN,,PIT,L 17-24,*,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,1,0
23,2011,2011-11-20,10,25.289,CIN,@,BAL,L 24-31,*,13,8,152,19.00,0,61.5%,11.69,0,0,,0,0,0,,0,0,0,0.0,1,0
24,2011,2011-11-27,11,25.296,CIN,,CLE,W 23-20,*,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0,0.0,0,0
25,2011,2011-12-04,12,25.303,CIN,@,PIT,L 7-35,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
26,2011,2011-12-11,13,25.310,CIN,,HOU,L 19-20,*,6,2,38,19.00,1,33.3%,6.33,0,0,,0,0,0,,0,1,6,0.0,0,0
27,2011,2011-12-18,14,25.317,CIN,@,STL,W 20-13,*,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0,,0,0,0,0.0,0,0
28,2011,2011-12-24,15,25.323,CIN,,ARI,W 23-16,*,6,5,42,8.40,1,83.3%,7.00,0,0,,0,0,0,,0,1,6,0.0,0,0
29,2011,2012-01-01,16,25.331,CIN,,BAL,L 16-24,*,10,5,54,10.80,0,50.0%,5.40,0,0,,0,0,0,,0,0,0,0.0,0,0
30,2012,2012-09-30,4,26.239,MIN,@,DET,W 20-13,*,5,4,50,12.50,0,80.0%,10.00,0,0,,0,0,0,,0,0,0,0.0,0,0
31,2012,2012-10-07,5,26.246,MIN,,TEN,W 30-7,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
32,2012,2012-10-21,7,26.260,MIN,,ARI,W 21-14,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,0.0,0,0
33,2012,2012-10-25,8,26.264,MIN,,TAM,L 17-36,*,7,2,37,18.50,0,28.6%,5.29,0,0,,0,0,0,,0,0,0,0.0,0,0
34,2012,2012-11-04,9,26.274,MIN,@,SEA,L 20-30,,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
35,2012,2012-11-11,10,26.281,MIN,,DET,W 34-24,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,0.0,0,0
36,2012,2012-11-25,11,26.295,MIN,@,CHI,L 10-28,*,5,1,1,1.00,0,20.0%,0.20,0,0,,0,0,0,,0,0,0,0.0,0,0
37,2012,2012-12-02,12,26.302,MIN,@,GNB,L 14-23,*,7,2,25,12.50,0,28.6%,3.57,0,0,,0,0,0,,0,0,0,0.0,0,0
38,2012,2012-12-09,13,26.309,MIN,,CHI,W 21-14,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,0.0,0,0
39,2012,2012-12-16,14,26.316,MIN,@,STL,W 36-22,*,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0,,0,0,0,0.0,0,0
40,2012,2012-12-23,15,26.323,MIN,@,HOU,W 23-6,*,5,4,32,8.00,0,80.0%,6.40,0,0,,0,0,0,,0,0,0,0.0,0,0
41,2012,2012-12-30,16,26.330,MIN,,GNB,W 37-34,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,0.0,0,0
42,2013,2013-09-08,1,27.216,MIN,@,DET,L 24-34,*,8,7,140,20.00,0,87.5%,17.50,0,0,,0,0,0,,0,0,0,0.0,0,0
43,2013,2013-09-15,2,27.223,MIN,@,CHI,L 30-31,*,5,2,49,24.50,0,40.0%,9.80,0,0,,0,0,0,,0,0,0,0.0,0,0
44,2013,2013-09-22,3,27.230,MIN,,CLE,L 27-31,,8,3,29,9.67,0,37.5%,3.63,0,0,,0,0,0,,0,0,0,0.0,1,0
45,2013,2013-09-29,4,27.237,MIN,,PIT,W 34-27,*,11,7,124,17.71,0,63.6%,11.27,0,0,,0,0,0,,0,0,0,0.0,0,0
46,2013,2013-10-13,5,27.251,MIN,,CAR,L 10-35,*,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0,,0,0,0,0.0,0,0
47,2013,2013-10-21,6,27.259,MIN,@,NYG,L 7-23,,9,3,32,10.67,0,33.3%,3.56,0,0,,0,0,0,,0,0,0,0.0,0,0
48,2013,2013-10-27,7,27.265,MIN,,GNB,L 31-44,*,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0,,0,0,0,0.0,0,0
49,2013,2013-11-03,8,27.272,MIN,@,DAL,L 23-27,*,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,0,0,0.0,0,0
50,2013,2013-11-07,9,27.276,MIN,,WAS,W 34-27,*,6,4,45,11.25,0,66.7%,7.50,0,0,,0,0,0,,0,0,0,0.0,0,0
51,2013,2013-11-17,10,27.286,MIN,@,SEA,L 20-41,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,0.0,0,0
52,2013,2013-11-24,11,27.293,MIN,@,GNB,T 26-26,,4,2,54,27.00,0,50.0%,13.50,0,0,,0,0,0,,0,0,0,0.0,0,0
53,2013,2013-12-01,12,27.300,MIN,,CHI,W 23-20,,9,3,76,25.33,0,33.3%,8.44,0,0,,0,0,0,,0,0,0,0.0,0,0
54,2013,2013-12-08,13,27.307,MIN,@,BAL,L 26-29,,8,4,48,12.00,1,50.0%,6.00,0,0,,0,0,0,,0,1,6,0.0,0,0
55,2013,2013-12-15,14,27.314,MIN,,PHI,W 48-30,,3,1,19,19.00,0,33.3%,6.33,0,0,,0,0,0,,0,0,0,0.0,0,0
56,2013,2013-12-22,15,27.321,MIN,@,CIN,L 14-42,,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,0.0,0,0
57,2013,2013-12-29,16,27.328,MIN,,DET,W 14-13,*,7,3,29,9.67,0,42.9%,4.14,0,0,,0,0,0,,0,0,0,0.0,0,0
58,2015,2015-11-01,8,29.270,SFO,@,STL,L 6-27,,10,3,34,11.33,0,30.0%,3.40,0,0,,0,0,0,,0,0,0,0.0,0,0
59,2015,2015-11-08,9,29.277,SFO,,ATL,W 17-16,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
60,2015,2015-11-29,11,29.298,SFO,,ARI,L 13-19,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
61,2015,2015-12-13,13,29.312,SFO,@,CLE,L 10-24,,4,2,20,10.00,1,50.0%,5.00,0,0,,0,0,0,,0,1,6,0.0,0,0
62,2015,2015-12-20,14,29.319,SFO,,CIN,L 14-24,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,0.0,0,0
