ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2015,2015-10-18,6,22.281,DEN,@,CLE,W 26-23,,0,0,,0,0,0,0,,0,0.0%,,1,15,15.00,0,0,0
2,2016,2016-09-08,1,23.242,DEN,,CAR,W 21-20,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
3,2016,2016-09-18,2,23.252,DEN,,IND,W 34-20,,1,7,7.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
4,2016,2016-09-25,3,23.259,DEN,@,CIN,W 29-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2016,2016-10-02,4,23.266,DEN,@,TAM,W 27-7,,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0
6,2016,2016-10-09,5,23.273,DEN,,ATL,L 16-23,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
7,2016,2016-10-13,6,23.277,DEN,@,SDG,L 13-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,2016,2016-10-24,7,23.288,DEN,,HOU,W 27-9,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2016,2016-10-30,8,23.294,DEN,,SDG,W 27-19,,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,2016,2016-11-06,9,23.301,DEN,@,OAK,L 20-30,,2,11,5.50,0,1,1,69,69.00,1,100.0%,69.00,4,79,19.75,0,1,6
11,2016,2016-11-13,10,23.308,DEN,@,NOR,W 25-23,,7,22,3.14,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
12,2016,2016-11-27,11,23.322,DEN,,KAN,L 27-30,,9,22,2.44,0,0,0,0,,0,0.0%,,0,0,,0,0,0
13,2016,2016-12-04,12,23.329,DEN,@,JAX,W 20-10,,5,49,9.80,0,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2017,2017-12-17,14,24.341,WAS,,ARI,W 20-15,,2,6,3.00,0,4,4,47,11.75,1,100.0%,11.75,0,0,,0,1,6
15,2017,2017-12-24,15,24.348,WAS,,DEN,W 27-11,,7,26,3.71,0,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0
16,2017,2017-12-31,16,24.355,WAS,@,NYG,L 10-18,,12,47,3.92,0,9,8,53,6.63,0,88.9%,5.89,2,17,8.50,0,0,0
17,2018,2018-09-23,3,25.256,WAS,,GNB,W 31-17,,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0
