ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1977,1977-09-18,1,21.292,WAS,@,NYG,L 17-20,0,0,,0,0,0,,0,1,18,18.00,0,0,0,,0,0,0
2,1977,1977-09-25,2,21.299,WAS,,ATL,W 10-6,,,,,,,,,,,,,,,,,,
3,1977,1977-10-16,5,21.320,WAS,@,DAL,L 16-34,8,38,4.75,0,2,10,5.00,1,0,0,,0,0,0,,0,1,6
4,1977,1977-10-23,6,21.327,WAS,,NYG,L 6-17,7,14,2.00,0,3,18,6.00,0,0,0,,0,0,0,,0,0,0
5,1977,1977-10-30,7,21.334,WAS,,PHI,W 23-17,10,30,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1977,1977-11-07,8,21.342,WAS,@,BAL,L 3-10,5,7,1.40,0,2,16,8.00,0,0,0,,0,0,0,,0,0,0
7,1977,1977-11-13,9,21.348,WAS,@,PHI,W 17-14,4,13,3.25,0,2,27,13.50,0,0,0,,0,0,0,,0,0,0
8,1977,1977-11-21,10,21.356,WAS,,GNB,W 10-9,11,37,3.36,0,0,0,,0,0,0,,0,0,0,,0,0,0
9,1977,1977-11-27,11,21.362,WAS,,DAL,L 7-14,10,30,3.00,0,2,11,5.50,0,0,0,,0,0,0,,0,0,0
10,1977,1977-12-04,12,22.004,WAS,@,BUF,W 10-0,14,46,3.29,0,1,10,10.00,0,0,0,,0,0,0,,0,0,0
11,1977,1977-12-10,13,22.010,WAS,@,STL,W 26-20,12,57,4.75,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0
12,1977,1977-12-17,14,22.017,WAS,,RAM,W 17-14,13,38,2.92,0,1,22,22.00,0,0,0,,0,0,0,,0,0,0
13,1978,1978-09-03,1,22.277,WAS,@,NWE,W 16-14,,,,,,,,,,,,,,,,,,
14,1978,1978-09-10,2,22.284,WAS,,PHI,W 35-30,,,,,,,,,,,,,,,,,,
15,1978,1978-09-17,3,22.291,WAS,@,STL,W 28-10,9,49,5.44,0,2,25,12.50,1,0,0,,0,0,0,,0,1,6
16,1978,1978-09-24,4,22.298,WAS,,NYJ,W 23-3,3,57,19.00,0,2,21,10.50,0,1,16,16.00,0,0,0,,0,0,0
17,1978,1978-10-02,5,22.306,WAS,,DAL,W 9-5,,,,,,,,,,,,,,,,,,
18,1978,1978-10-08,6,22.312,WAS,@,DET,W 21-19,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
19,1978,1978-10-15,7,22.319,WAS,@,PHI,L 10-17,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
20,1978,1978-10-22,8,22.326,WAS,@,NYG,L 6-17,7,9,1.29,0,2,29,14.50,0,0,0,,0,1,5,5.00,0,0,0
21,1978,1978-10-29,9,22.333,WAS,,SFO,W 38-20,4,6,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1978,1978-11-06,10,22.341,WAS,@,BAL,L 17-21,,,,,,,,,,,,,,,,,,
23,1978,1978-11-12,11,22.347,WAS,,NYG,W 16-13,2,0,0.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,0
24,1978,1978-11-19,12,22.354,WAS,,STL,L 17-27,7,16,2.29,0,3,17,5.67,0,0,0,,0,0,0,,0,0,0
25,1978,1978-11-23,13,22.358,WAS,@,DAL,L 10-37,0,0,,0,0,0,,0,1,20,20.00,0,0,0,,0,0,0
26,1978,1978-12-03,14,23.003,WAS,,MIA,L 0-16,,,,,,,,,,,,,,,,,,
27,1978,1978-12-10,15,23.010,WAS,@,ATL,L 17-20,,,,,,,,,,,,,,,,,,
28,1978,1978-12-16,16,23.016,WAS,,CHI,L 10-14,0,0,,0,1,11,11.00,0,0,0,,0,0,0,,0,0,0
29,1979,1979-09-02,1,23.276,WAS,,HOU,L 27-29,4,23,5.75,0,1,4,4.00,0,2,26,13.00,0,0,0,,0,0,0
30,1979,1979-09-09,2,23.283,WAS,@,DET,W 27-24,5,25,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
31,1979,1979-09-17,3,23.291,WAS,,NYG,W 27-0,5,18,3.60,0,1,4,4.00,1,0,0,,0,0,0,,0,1,6
32,1979,1979-09-23,4,23.297,WAS,@,STL,W 17-7,2,13,6.50,0,1,3,3.00,0,0,0,,0,0,0,,0,0,0
33,1979,1979-09-30,5,23.304,WAS,@,ATL,W 16-7,5,25,5.00,0,2,36,18.00,0,0,0,,0,0,0,,0,0,0
34,1979,1979-10-07,6,23.311,WAS,@,PHI,L 17-28,0,0,,0,3,37,12.33,0,0,0,,0,0,0,,0,0,0
35,1979,1979-10-14,7,23.318,WAS,@,CLE,W 13-9,2,9,4.50,0,4,60,15.00,1,0,0,,0,0,0,,0,1,6
36,1979,1979-10-21,8,23.325,WAS,,PHI,W 17-7,4,14,3.50,0,3,33,11.00,0,0,0,,0,0,0,,0,0,0
37,1979,1979-10-28,9,23.332,WAS,,NOR,L 10-14,5,41,8.20,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
38,1979,1979-11-04,10,23.339,WAS,@,PIT,L 7-38,1,0,0.00,0,1,12,12.00,0,1,19,19.00,0,0,0,,0,0,0
39,1979,1979-11-11,11,23.346,WAS,,STL,W 30-28,5,15,3.00,0,2,44,22.00,0,0,0,,0,1,10,10.00,0,0,0
40,1979,1979-11-18,12,23.353,WAS,,DAL,W 34-20,4,22,5.50,0,2,14,7.00,1,1,2,2.00,0,0,0,,0,1,6
41,1979,1979-11-25,13,23.360,WAS,@,NYG,L 6-14,5,19,3.80,0,2,48,24.00,0,0,0,,0,0,0,,0,0,0
