ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,1992,1992-10-15,6,22.215,DET,@,MIN,L 14-31,,0,0,,0,0.0%,
2,1992,1992-10-25,7,22.225,DET,@,TAM,W 38-7,,0,0,,0,0.0%,
3,1992,1992-11-01,8,22.232,DET,,GNB,L 13-27,,0,0,,0,0.0%,
4,1992,1992-11-08,9,22.239,DET,,DAL,L 3-37,,0,0,,0,0.0%,
5,1992,1992-11-15,10,22.246,DET,@,PIT,L 14-17,2,1,6,6.00,0,50.0%,3.00
6,1992,1992-11-22,11,22.253,DET,@,CIN,W 19-13,,0,0,,0,0.0%,
7,1992,1992-11-26,12,22.257,DET,,HOU,L 21-24,,0,0,,0,0.0%,
8,1992,1992-12-06,13,22.267,DET,@,GNB,L 10-38,1,0,0,,0,0.0%,0.00
9,1992,1992-12-13,14,22.274,DET,,CLE,W 24-14,,0,0,,0,0.0%,
10,1992,1992-12-20,15,22.281,DET,,CHI,W 16-3,1,1,6,6.00,0,100.0%,6.00
11,1992,1992-12-28,16,22.289,DET,@,SFO,L 6-24,,0,0,,0,0.0%,
12,1993,1993-09-05,1,23.175,CLE,,CIN,W 27-14,,,,,,0.0%,
13,1993,1993-09-13,2,23.183,CLE,,SFO,W 23-13,,,,,,0.0%,
14,1993,1993-09-19,3,23.189,CLE,@,RAI,W 19-16,,,,,,0.0%,
15,1993,1993-09-26,4,23.196,CLE,@,IND,L 10-23,,,,,,0.0%,
16,1994,1994-10-13,6,24.213,CLE,@,HOU,W 11-8,,,,,,0.0%,
17,1994,1994-12-24,16,24.285,CLE,,SEA,W 35-9,,,,,,0.0%,
18,1995,1995-10-01,4,25.201,IND,,STL,W 21-18,,,,,,0.0%,
