ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1974,1974-09-15,1,21.360,PIT,,BAL,W 30-0,3,52,17.33,0,0,0
2,1974,1974-09-22,2,22.002,PIT,@,DEN,T 35-35,5,43,8.60,0,0,0
3,1974,1974-09-29,3,22.009,PIT,,OAK,L 0-17,,,,,,
4,1974,1974-10-06,4,22.016,PIT,@,HOU,W 13-7,,,,,,
5,1974,1974-10-13,5,22.023,PIT,@,KAN,W 34-24,,,,,,
6,1974,1974-10-20,6,22.030,PIT,,CLE,W 20-16,1,12,12.00,0,0,0
7,1974,1974-10-28,7,22.038,PIT,,ATL,W 24-17,,,,,,
8,1974,1974-11-03,8,22.044,PIT,,PHI,W 27-0,,,,,,
9,1974,1974-11-10,9,22.051,PIT,@,CIN,L 10-17,2,29,14.50,0,0,0
10,1974,1974-11-17,10,22.058,PIT,@,CLE,W 26-16,,,,,,
11,1974,1974-11-25,11,22.066,PIT,@,NOR,W 28-7,1,10,10.00,0,0,0
12,1974,1974-12-01,12,22.072,PIT,,HOU,L 10-13,,,,,,
13,1974,1974-12-08,13,22.079,PIT,@,NWE,W 21-17,,,,,,
14,1974,1974-12-14,14,22.085,PIT,,CIN,W 27-3,1,18,18.00,0,0,0
15,1975,1975-09-21,1,23.001,PIT,@,SDG,W 37-0,1,5,5.00,0,0,0
16,1975,1975-09-28,2,23.008,PIT,,BUF,L 21-30,1,20,20.00,1,1,6
17,1975,1975-10-05,3,23.015,PIT,@,CLE,W 42-6,3,30,10.00,0,0,0
18,1975,1975-10-12,4,23.022,PIT,,DEN,W 20-9,,,,,,
19,1975,1975-10-19,5,23.029,PIT,,CHI,W 34-3,1,17,17.00,0,0,0
20,1975,1975-10-26,6,23.036,PIT,@,GNB,W 16-13,,,,,,
21,1975,1975-11-02,7,23.043,PIT,@,CIN,W 30-24,,,,,,
22,1975,1975-11-09,8,23.050,PIT,,HOU,W 24-17,,,,,,
23,1975,1975-11-16,9,23.057,PIT,,KAN,W 28-3,1,5,5.00,0,0,0
24,1975,1975-11-24,10,23.065,PIT,@,HOU,W 32-9,,,,,,
25,1975,1975-11-30,11,23.071,PIT,@,NYJ,W 20-7,,,,,,
26,1975,1975-12-07,12,23.078,PIT,,CLE,W 31-17,1,9,9.00,0,0,0
27,1975,1975-12-13,13,23.084,PIT,,CIN,W 35-14,,,,,,
28,1975,1975-12-20,14,23.091,PIT,@,RAM,L 3-10,3,49,16.33,0,0,0
29,1976,1976-09-12,1,23.358,PIT,@,OAK,L 28-31,1,6,6.00,0,0,0
30,1976,1976-09-19,2,23.365,PIT,,CLE,W 31-14,2,38,19.00,0,0,0
31,1976,1976-09-26,3,24.006,PIT,,NWE,L 27-30,7,67,9.57,1,1,6
32,1976,1976-10-04,4,24.014,PIT,@,MIN,L 6-17,,,,,,
33,1976,1976-10-10,5,24.020,PIT,@,CLE,L 16-18,3,41,13.67,0,0,0
34,1976,1976-10-17,6,24.027,PIT,,CIN,W 23-6,,,,,,
35,1976,1976-10-24,7,24.034,PIT,@,NYG,W 27-0,,,,,,
36,1976,1976-10-31,8,24.041,PIT,,SDG,W 23-0,2,29,14.50,0,0,0
37,1976,1976-11-07,9,24.048,PIT,@,KAN,W 45-0,,,,,,
38,1976,1976-11-14,10,24.055,PIT,,MIA,W 14-3,,,,,,
39,1976,1976-11-21,11,24.062,PIT,,HOU,W 32-16,,,,,,
40,1976,1976-11-28,12,24.069,PIT,@,CIN,W 7-3,,,,,,
41,1976,1976-12-05,13,24.076,PIT,,TAM,W 42-0,,,,,,
42,1976,1976-12-11,14,24.082,PIT,@,HOU,W 21-0,,,,,,
43,1977,1977-09-19,1,24.364,PIT,,SFO,W 27-0,,,,,,
