ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1983,1983-09-04,1,22.027,HOU,,GNB,L 38-41,
2,1983,1983-09-11,2,22.034,HOU,@,RAI,L 6-20,
3,1983,1983-09-18,3,22.041,HOU,,PIT,L 28-40,
4,1983,1983-09-25,4,22.048,HOU,@,BUF,L 13-30,
5,1983,1983-10-02,5,22.055,HOU,@,PIT,L 10-17,
6,1983,1983-10-09,6,22.062,HOU,,DEN,L 14-26,
7,1983,1983-10-16,7,22.069,HOU,@,MIN,L 14-34,
8,1983,1983-10-23,8,22.076,HOU,,KAN,L 10-13,
9,1983,1983-10-30,9,22.083,HOU,@,CLE,L 19-25,
10,1983,1983-11-06,10,22.090,HOU,,CIN,L 14-55,
11,1983,1983-11-13,11,22.097,HOU,,DET,W 27-17,
12,1983,1983-11-20,12,22.104,HOU,@,CIN,L 10-38,
13,1983,1983-11-27,13,22.111,HOU,@,TAM,L 24-33,
14,1983,1983-12-04,14,22.118,HOU,,MIA,L 17-24,
15,1983,1983-12-11,15,22.125,HOU,,CLE,W 34-27,
16,1983,1983-12-18,16,22.132,HOU,@,BAL,L 10-20,
17,1984,1984-09-02,1,23.025,HOU,,RAI,L 14-24,
18,1984,1984-09-09,2,23.032,HOU,,IND,L 21-35,
19,1984,1984-09-16,3,23.039,HOU,@,SDG,L 14-31,
20,1984,1984-09-23,4,23.046,HOU,@,ATL,L 10-42,
21,1984,1984-09-30,5,23.053,HOU,,NOR,L 10-27,
22,1984,1984-10-07,6,23.060,HOU,@,CIN,L 3-13,
23,1984,1984-10-14,7,23.067,HOU,@,MIA,L 10-28,
24,1984,1984-10-21,8,23.074,HOU,,SFO,L 21-34,
25,1984,1984-10-28,9,23.081,HOU,,CIN,L 13-31,
26,1984,1984-11-04,10,23.088,HOU,@,PIT,L 7-35,
27,1984,1984-11-11,11,23.095,HOU,@,KAN,W 17-16,
28,1984,1984-11-18,12,23.102,HOU,,NYJ,W 31-20,
29,1984,1984-11-25,13,23.109,HOU,@,CLE,L 10-27,
30,1984,1984-12-02,14,23.116,HOU,,PIT,W 23-20,
31,1984,1984-12-09,15,23.123,HOU,@,RAM,L 16-27,
32,1984,1984-12-16,16,23.130,HOU,,CLE,L 20-27,
33,1985,1985-09-08,1,24.031,HOU,,MIA,W 26-23,
34,1985,1985-09-15,2,24.038,HOU,@,WAS,L 13-16,
35,1985,1985-09-22,3,24.045,HOU,@,PIT,L 0-20,
36,1985,1985-09-29,4,24.052,HOU,,DAL,L 10-17,
37,1985,1985-10-06,5,24.059,HOU,@,DEN,L 20-31,
38,1985,1985-10-13,6,24.066,HOU,,CLE,L 6-21,
39,1985,1985-10-20,7,24.073,HOU,,CIN,W 44-27,
40,1985,1985-10-27,8,24.080,HOU,@,STL,W 20-10,
41,1985,1985-11-03,9,24.087,HOU,,KAN,W 23-20,
42,1985,1985-11-10,10,24.094,HOU,@,BUF,L 0-20,
43,1985,1985-11-17,11,24.101,HOU,,PIT,L 7-30,
44,1985,1985-11-24,12,24.108,HOU,,SDG,W 37-35,
45,1985,1985-12-01,13,24.115,HOU,@,CIN,L 27-45,
46,1985,1985-12-08,14,24.122,HOU,,NYG,L 14-35,
47,1985,1985-12-15,15,24.129,HOU,@,CLE,L 21-28,
48,1985,1985-12-22,16,24.136,HOU,@,IND,L 16-34,
49,1986,1986-09-07,1,25.030,HOU,@,GNB,W 31-3,
50,1986,1986-09-14,2,25.037,HOU,,CLE,L 20-23,
51,1986,1986-09-21,3,25.044,HOU,@,KAN,L 13-27,
52,1986,1986-09-28,4,25.051,HOU,,PIT,L 16-22,
53,1986,1986-10-05,5,25.058,HOU,@,DET,L 13-24,
54,1986,1986-10-12,6,25.065,HOU,,CHI,L 7-20,
55,1986,1986-10-19,7,25.072,HOU,@,CIN,L 28-31,
56,1986,1986-10-26,8,25.079,HOU,,RAI,L 17-28,
57,1986,1986-11-02,9,25.086,HOU,@,MIA,L 7-28,
58,1986,1986-11-09,10,25.093,HOU,,CIN,W 32-28,
59,1986,1986-11-16,11,25.100,HOU,@,PIT,L 10-21,
60,1986,1986-11-23,12,25.107,HOU,,IND,W 31-17,
61,1986,1986-11-30,13,25.114,HOU,@,CLE,L 10-13,
62,1986,1986-12-07,14,25.121,HOU,@,SDG,L 0-27,
63,1986,1986-12-14,15,25.128,HOU,,MIN,W 23-10,
64,1986,1986-12-21,16,25.135,HOU,,BUF,W 16-7,
65,1987,1987-11-08,8,26.092,HOU,@,SFO,L 20-27,
66,1987,1987-11-15,9,26.099,HOU,@,PIT,W 23-3,
67,1987,1987-11-22,10,26.106,HOU,,CLE,L 7-40,
68,1987,1987-11-29,11,26.113,HOU,@,IND,L 27-51,
69,1987,1987-12-06,12,26.120,HOU,,SDG,W 33-18,
70,1987,1987-12-13,13,26.127,HOU,@,NOR,L 10-24,
71,1987,1987-12-20,14,26.134,HOU,,PIT,W 24-16,
72,1987,1987-12-27,15,26.141,HOU,,CIN,W 21-17,
73,1988,1988-09-04,1,27.027,HOU,@,IND,W 17-14,
74,1988,1988-09-11,2,27.034,HOU,,RAI,W 38-35,
75,1988,1988-09-18,3,27.041,HOU,@,NYJ,L 3-45,
76,1988,1988-09-25,4,27.048,HOU,,NWE,W 31-6,
77,1988,1988-10-02,5,27.055,HOU,@,PHI,L 23-32,
78,1988,1988-10-09,6,27.062,HOU,,KAN,W 7-6,
79,1988,1988-10-16,7,27.069,HOU,@,PIT,W 34-14,
80,1988,1988-10-23,8,27.076,HOU,@,CIN,L 21-44,
81,1988,1988-10-30,9,27.083,HOU,,WAS,W 41-17,
82,1988,1988-11-07,10,27.091,HOU,,CLE,W 24-17,
83,1988,1988-11-13,11,27.097,HOU,@,SEA,L 24-27,
84,1988,1988-11-20,12,27.104,HOU,,PHO,W 38-20,
85,1988,1988-11-24,13,27.108,HOU,@,DAL,W 25-17,
86,1988,1988-12-04,14,27.118,HOU,,PIT,L 34-37,
87,1988,1988-12-11,15,27.125,HOU,,CIN,W 41-6,
88,1988,1988-12-18,16,27.132,HOU,@,CLE,L 23-28,
89,1989,1989-09-10,1,28.033,HOU,@,MIN,L 7-38,
90,1989,1989-09-17,2,28.040,HOU,@,SDG,W 34-27,
91,1989,1989-09-24,3,28.047,HOU,,BUF,L 41-47,
92,1989,1989-10-01,4,28.054,HOU,,MIA,W 39-7,
93,1989,1989-10-08,5,28.061,HOU,@,NWE,L 13-23,
94,1989,1989-10-15,6,28.068,HOU,@,CHI,W 33-28,
95,1989,1989-10-22,7,28.075,HOU,,PIT,W 27-0,
96,1989,1989-10-29,8,28.082,HOU,@,CLE,L 17-28,
97,1989,1989-11-05,9,28.089,HOU,,DET,W 35-31,
98,1989,1989-11-13,10,28.097,HOU,,CIN,W 26-24,
99,1989,1989-11-19,11,28.103,HOU,,RAI,W 23-7,
100,1989,1989-11-26,12,28.110,HOU,@,KAN,L 0-34,
