ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1984,1984-09-02,1,22.200,PHI,@,NYG,L 27-28,2,15,7.50,0,0,0,,0,0,0,,0,0,0
2,1984,1984-09-09,2,22.207,PHI,,MIN,W 19-17,4,36,9.00,0,0,0,,0,0,0,,0,0,0
3,1984,1984-09-16,3,22.214,PHI,@,DAL,L 17-23,1,10,10.00,0,0,0,,0,0,0,,0,0,0
4,1984,1984-09-23,4,22.221,PHI,,SFO,L 9-21,4,87,21.75,0,0,0,,0,0,0,,0,0,0
5,1984,1984-09-30,5,22.228,PHI,@,WAS,L 0-20,1,12,12.00,0,0,0,,0,0,0,,0,0,0
6,1984,1984-10-07,6,22.235,PHI,@,BUF,W 27-17,5,65,13.00,0,0,0,,0,0,0,,0,0,0
7,1984,1984-10-14,7,22.242,PHI,,IND,W 16-7,4,35,8.75,0,0,0,,0,0,0,,0,0,0
8,1984,1984-10-21,8,22.249,PHI,,NYG,W 24-10,1,83,83.00,1,0,0,,0,0,0,,0,1,6
9,1984,1984-12-02,14,22.291,PHI,,DAL,L 10-26,0,0,,0,,,,,,,,,,
10,1984,1984-12-09,15,22.298,PHI,,NWE,W 27-17,2,26,13.00,0,0,0,,0,0,0,,0,0,0
11,1984,1984-12-16,16,22.305,PHI,@,ATL,L 10-26,2,29,14.50,0,0,0,,0,0,0,,0,0,0
12,1985,1985-09-08,1,23.205,PHI,@,NYG,L 0-21,0,0,,0,,,,,,,,,,
13,1985,1985-09-15,2,23.212,PHI,,RAM,L 6-17,2,63,31.50,0,0,0,,0,0,0,,0,0,0
14,1985,1985-09-22,3,23.219,PHI,@,WAS,W 19-6,2,37,18.50,0,0,0,,0,0,0,,0,0,0
15,1985,1985-09-29,4,23.226,PHI,,NYG,L 10-16,1,8,8.00,0,0,0,,0,0,0,,0,0,0
16,1985,1985-10-06,5,23.233,PHI,@,NOR,L 21-23,0,0,,0,,,,,,,,,,
17,1985,1985-10-13,6,23.240,PHI,,STL,W 30-7,1,9,9.00,0,0,0,,0,0,0,,0,0,0
18,1985,1985-10-20,7,23.247,PHI,,DAL,W 16-14,6,134,22.33,1,0,0,,0,0,0,,0,1,6
19,1985,1985-10-27,8,23.254,PHI,,BUF,W 21-17,3,22,7.33,0,0,0,,0,0,0,,0,0,0
20,1985,1985-11-03,9,23.261,PHI,@,SFO,L 13-24,4,45,11.25,0,0,0,,0,0,0,,0,0,0
21,1985,1985-11-10,10,23.268,PHI,,ATL,W 23-17,1,21,21.00,0,0,0,,0,0,0,,0,0,0
22,1985,1985-11-17,11,23.275,PHI,@,STL,W 24-14,3,51,17.00,0,0,0,,0,0,0,,0,0,0
23,1985,1985-11-24,12,23.282,PHI,@,DAL,L 17-34,4,84,21.00,0,0,0,,0,0,0,,0,0,0
24,1985,1985-12-01,13,23.289,PHI,,MIN,L 23-28,5,96,19.20,0,0,0,,0,0,0,,0,0,0
25,1985,1985-12-08,14,23.296,PHI,,WAS,L 12-17,0,0,,0,,,,,,,,,,
26,1985,1985-12-15,15,23.303,PHI,@,SDG,L 14-20,4,68,17.00,0,0,0,,0,0,0,,0,0,0
27,1985,1985-12-22,16,23.310,PHI,@,MIN,W 37-35,4,54,13.50,0,0,0,,0,0,0,,0,0,0
28,1986,1986-09-07,1,24.204,PHI,@,WAS,L 14-41,1,12,12.00,0,0,0,,0,0,0,,0,0,0
29,1986,1986-09-14,2,24.211,PHI,@,CHI,L 10-13,0,0,,0,0,0,,0,,,,,0,
30,1986,1986-09-21,3,24.218,PHI,,DEN,L 7-33,5,127,25.40,1,1,6,6.00,0,0,0,,0,1,6
31,1986,1986-09-28,4,24.225,PHI,,RAM,W 34-20,3,77,25.67,1,0,0,,0,0,0,,0,1,6
32,1986,1986-10-05,5,24.232,PHI,@,ATL,W 16-0,1,11,11.00,0,0,0,,0,0,0,,0,0,0
33,1986,1986-10-12,6,24.239,PHI,@,NYG,L 3-35,1,7,7.00,0,0,0,,0,0,0,,0,0,0
34,1986,1986-10-19,7,24.246,PHI,,DAL,L 14-17,3,57,19.00,0,0,0,,0,0,0,,0,0,0
35,1986,1986-10-26,8,24.253,PHI,,SDG,W 23-7,0,0,,0,0,0,,0,,,,,0,
36,1986,1986-11-02,9,24.260,PHI,@,STL,L 10-13,2,15,7.50,0,0,0,,0,0,0,,0,0,0
37,1986,1986-11-09,10,24.267,PHI,,NYG,L 14-17,1,12,12.00,0,0,0,,0,0,0,,0,0,0
38,1986,1986-11-16,11,24.274,PHI,,DET,L 11-13,4,32,8.00,0,0,0,,0,0,0,,0,0,0
39,1986,1986-11-23,12,24.281,PHI,@,SEA,L 20-24,4,37,9.25,2,0,0,,0,0,0,,0,2,12
40,1986,1986-11-30,13,24.288,PHI,@,RAI,W 33-27,1,21,21.00,0,0,0,,0,0,0,,0,0,0
41,1986,1986-12-07,14,24.295,PHI,,STL,T 10-10,0,0,,0,0,0,,0,,,,,0,
42,1986,1986-12-14,15,24.302,PHI,@,DAL,W 23-21,4,98,24.50,2,0,0,,0,0,0,,0,2,12
43,1986,1986-12-21,16,24.309,PHI,,WAS,L 14-21,0,0,,0,0,0,,0,,,,,0,
44,1987,1987-09-13,1,25.210,PHI,@,WAS,L 24-34,2,45,22.50,0,0,0,,0,0,0,,0,0,0
45,1987,1987-09-20,2,25.217,PHI,,NOR,W 27-17,2,46,23.00,1,1,6,6.00,0,0,0,,0,1,6
