ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1971,1971-09-19,1,22.281,ATL,,SFO,W 20-17,0,0,,0,0,0,,0,2,56,28.00,0,2,13,6.50,0,0,0
2,1971,1971-09-26,2,22.288,ATL,@,RAM,T 20-20,0,0,,0,0,0,,0,1,24,24.00,0,2,11,5.50,0,0,0
3,1971,1971-10-03,3,22.295,ATL,@,DET,L 38-41,0,0,,0,0,0,,0,1,25,25.00,0,0,0,,0,0,0
4,1971,1971-10-10,4,22.302,ATL,,STL,L 9-26,2,3,1.50,0,1,10,10.00,0,5,142,28.40,0,4,17,4.25,0,0,0
5,1971,1971-10-17,5,22.309,ATL,,RAM,L 16-24,7,28,4.00,0,0,0,,0,2,42,21.00,0,2,8,4.00,0,0,0
6,1971,1971-10-24,6,22.316,ATL,,NOR,W 28-6,9,68,7.56,1,1,6,6.00,0,2,48,24.00,0,3,27,9.00,0,1,6
7,1971,1971-10-31,7,22.323,ATL,@,CLE,W 31-14,6,22,3.67,0,0,0,,0,2,83,41.50,0,2,16,8.00,0,0,0
8,1971,1971-11-07,8,22.330,ATL,@,CIN,W 9-6,7,15,2.14,0,0,0,,0,2,44,22.00,0,2,4,2.00,0,0,0
9,1971,1971-11-14,9,22.337,ATL,,NYG,L 17-21,5,13,2.60,0,0,0,,0,0,0,,0,3,13,4.33,0,0,0
10,1971,1971-11-22,10,22.345,ATL,,GNB,W 28-21,12,63,5.25,0,1,6,6.00,0,2,29,14.50,0,1,11,11.00,0,0,0
11,1971,1971-11-28,11,22.351,ATL,@,MIN,L 7-24,5,14,2.80,0,0,0,,0,3,60,20.00,0,2,34,17.00,0,0,0
12,1971,1971-12-05,12,22.358,ATL,,OAK,W 24-13,3,11,3.67,0,0,0,,0,4,111,27.75,0,1,1,1.00,0,0,0
13,1971,1971-12-12,13,23.000,ATL,@,SFO,L 3-24,0,0,,0,0,0,,0,2,42,21.00,0,2,2,1.00,0,0,0
14,1971,1971-12-19,14,23.007,ATL,@,NOR,W 24-20,0,0,,0,0,0,,0,0,0,,0,4,6,1.50,0,0,0
15,1972,1972-09-17,1,23.280,ATL,@,CHI,W 37-21,0,0,,0,0,0,,0,1,29,29.00,0,1,5,5.00,0,0,0
16,1972,1972-09-24,2,23.287,ATL,@,NWE,L 20-21,0,0,,0,0,0,,0,2,51,25.50,0,1,-1,-1.00,0,0,0
17,1972,1972-10-01,3,23.294,ATL,,RAM,W 31-3,0,0,,0,0,0,,0,0,0,,0,2,12,6.00,0,0,0
18,1972,1972-10-08,4,23.301,ATL,,DET,L 23-26,2,7,3.50,0,0,0,,0,3,55,18.33,0,3,42,14.00,0,0,0
19,1972,1972-10-15,5,23.308,ATL,@,NOR,W 21-14,0,0,,0,1,-1,-1.00,0,1,23,23.00,0,4,12,3.00,0,0,0
20,1972,1972-10-22,6,23.315,ATL,@,GNB,W 10-9,0,0,,0,0,0,,0,3,51,17.00,0,0,0,,0,0,0
21,1972,1972-10-29,7,23.322,ATL,,SFO,L 14-49,0,0,,0,0,0,,0,0,0,,0,1,2,2.00,0,0,0
22,1972,1972-11-05,8,23.329,ATL,@,RAM,L 7-20,,,,,,,,,,,,,,,,,,
23,1972,1972-11-12,9,23.336,ATL,,NOR,W 36-20,8,13,1.63,0,0,0,,0,4,89,22.25,0,3,32,10.67,0,0,0
24,1972,1972-11-20,10,23.344,ATL,@,WAS,L 13-24,0,0,,0,0,0,,0,1,14,14.00,0,0,0,,0,0,0
25,1972,1972-11-26,11,23.350,ATL,,DEN,W 23-20,0,0,,0,0,0,,0,3,58,19.33,0,1,5,5.00,0,0,0
26,1972,1972-12-03,12,23.357,ATL,,HOU,W 20-10,0,0,,0,0,0,,0,1,24,24.00,0,0,0,,0,0,0
27,1972,1972-12-10,13,23.364,ATL,@,SFO,L 0-20,0,0,,0,0,0,,0,1,22,22.00,0,0,0,,0,0,0
28,1972,1972-12-17,14,24.005,ATL,,KAN,L 14-17,0,0,,0,0,0,,0,1,25,25.00,0,1,1,1.00,0,0,0
29,1973,1973-10-07,4,24.299,STL,,OAK,L 10-17,0,0,,0,0,0,,0,1,27,27.00,0,0,0,,0,0,0
30,1973,1973-10-14,5,24.306,STL,,PHI,L 24-27,0,0,,0,0,0,,0,2,56,28.00,0,1,2,2.00,0,0,0
31,1973,1973-12-09,13,24.362,STL,@,ATL,W 32-10,,,,,,,,,,,,,,,,,,
32,1974,1974-09-22,2,25.284,STL,@,WAS,W 17-10,0,0,,0,0,0,,0,2,44,22.00,0,2,11,5.50,0,0,0
33,1974,1974-09-29,3,25.291,STL,,CLE,W 29-7,3,19,6.33,0,0,0,,0,1,30,30.00,0,2,-3,-1.50,0,0,0
34,1974,1974-10-06,4,25.298,STL,@,SFO,W 34-9,9,30,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
35,1974,1974-10-13,5,25.305,STL,,DAL,W 31-28,,,,,,,,,,,,,,,,,,
36,1974,1974-10-20,6,25.312,STL,@,HOU,W 31-27,0,0,,0,0,0,,0,2,37,18.50,0,0,0,,0,0,0
