ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1980,1980-09-07,1,23.335,RAM,,DET,L 20-41,,,,,,,,,,
2,1980,1980-09-11,2,23.339,RAM,@,TAM,L 9-10,,,,,,,,,,
3,1980,1980-09-21,3,23.349,RAM,,GNB,W 51-21,0,0,,0,1,6,0.0,1,99,1
4,1980,1980-09-28,4,23.356,RAM,@,NYG,W 28-7,,,,,,,,,,
5,1980,1980-10-05,5,23.363,RAM,,SFO,W 48-26,,,,,,,,,,
6,1980,1980-10-12,6,24.004,RAM,@,STL,W 21-13,,,,,,,,,,
7,1980,1980-10-19,7,24.011,RAM,@,SFO,W 31-17,,,,,,,,,,
8,1980,1980-10-26,8,24.018,RAM,@,ATL,L 10-13,1,3,3.00,0,0,0,0.0,0,0,0
9,1980,1980-11-02,9,24.025,RAM,,NOR,W 45-31,,,,,,,,,,
10,1980,1980-11-09,10,24.032,RAM,,MIA,L 14-35,,,,,,,,,,
11,1980,1980-11-16,11,24.039,RAM,@,NWE,W 17-14,0,0,,0,0,0,0.0,1,3,0
12,1980,1980-11-24,12,24.047,RAM,@,NOR,W 27-7,,,,,,,,,,
13,1980,1980-11-30,13,24.053,RAM,,NYJ,W 38-13,,,,,,,,,,
14,1980,1980-12-07,14,24.060,RAM,@,BUF,L 7-10,,,,,,,,,,
15,1980,1980-12-15,15,24.068,RAM,,DAL,W 38-14,,,,,,,,,,
16,1980,1980-12-21,16,24.074,RAM,,ATL,W 20-17,0,0,,0,0,0,0.0,1,0,0
17,1981,1981-09-06,1,24.333,RAM,,HOU,L 20-27,0,0,,0,,,,,,
18,1981,1981-09-13,2,24.340,RAM,@,NOR,L 17-23,0,0,,0,,,,,,
19,1981,1981-09-20,3,24.347,RAM,,GNB,W 35-23,0,0,,0,,,,,,
20,1981,1981-09-28,4,24.355,RAM,@,CHI,W 24-7,0,0,,0,,,,,,
21,1981,1981-10-04,5,24.361,RAM,,CLE,W 27-16,0,0,,0,,,,,,
22,1981,1981-10-11,6,25.003,RAM,@,ATL,W 37-35,0,0,,0,,,,,,
23,1981,1981-10-18,7,25.010,RAM,@,DAL,L 17-29,0,0,,0,,,,,,
24,1981,1981-10-25,8,25.017,RAM,@,SFO,L 17-20,1,39,39.00,0,0,0,0.0,0,0,0
25,1981,1981-11-01,9,25.024,RAM,,DET,W 20-13,0,0,,0,,,,,,
26,1981,1981-11-08,10,25.031,RAM,,NOR,L 13-21,0,0,,0,,,,,,
27,1981,1981-11-15,11,25.038,RAM,@,CIN,L 10-24,0,0,,0,,,,,,
28,1981,1981-11-22,12,25.045,RAM,,SFO,L 31-33,0,0,,0,,,,,,
29,1981,1981-11-29,13,25.052,RAM,@,PIT,L 0-24,0,0,,0,,,,,,
30,1981,1981-12-06,14,25.059,RAM,@,NYG,L 7-10,0,0,,0,,,,,,
31,1981,1981-12-14,15,25.067,RAM,,ATL,W 21-16,0,0,,0,,,,,,
32,1981,1981-12-20,16,25.073,RAM,,WAS,L 7-30,0,0,,0,,,,,,
33,1982,1982-09-12,1,25.339,RAM,@,GNB,L 23-35,,,,,,,,,,
34,1982,1982-09-19,2,25.346,RAM,,DET,L 14-19,,,,,,,,,,
35,1982,1982-11-21,3,26.044,RAM,@,ATL,L 17-34,,,,,,,,,,
36,1982,1982-11-28,4,26.051,RAM,,KAN,W 20-14,0,0,,0,0,0,0.0,1,7,0
37,1982,1982-12-02,5,26.055,RAM,,SFO,L 24-30,,,,,,,,,,
38,1982,1982-12-12,6,26.065,RAM,,DEN,L 24-27,,,,,,,,,,
39,1982,1982-12-18,7,26.071,RAM,@,RAI,L 31-37,0,0,,0,0,0,1.0,0,0,0
40,1982,1982-12-26,8,26.079,RAM,,CHI,L 26-34,,,,,,,,,,
41,1982,1983-01-02,9,26.086,RAM,@,SFO,W 21-20,,,,,,,,,,
42,1983,1983-09-04,1,26.331,RAM,@,NYG,W 16-6,0,0,,0,,,,,,
