ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1996,1996-09-08,2,23.227,MIA,@,ARI,W 38-10,,,,,,
2,1996,1996-11-03,9,23.283,MIA,@,NWE,L 23-42,,,,,,
3,1996,1996-11-25,12,23.305,MIA,,PIT,L 17-24,,,,,,
4,1996,1996-12-01,13,23.311,MIA,@,OAK,L 7-17,,,,,,
5,1996,1996-12-08,14,23.318,MIA,,NYG,L 7-17,,,,,,
6,1996,1996-12-16,15,23.326,MIA,,BUF,W 16-14,,,,,,
7,1996,1996-12-22,16,23.332,MIA,@,NYJ,W 31-28,,,,,,
8,1997,1997-08-31,1,24.218,MIA,,IND,W 16-10,,0,0,,0,
9,1997,1997-09-07,2,24.225,MIA,,TEN,W 16-13,,0,0,,0,
10,1997,1997-09-14,3,24.232,MIA,@,GNB,L 18-23,,0,0,,0,
11,1997,1997-09-21,4,24.239,MIA,@,TAM,L 21-31,,0,0,,0,
12,1997,1997-10-05,5,24.253,MIA,,KAN,W 17-14,,0,0,,0,
13,1997,1997-10-12,6,24.260,MIA,@,NYJ,W 31-20,,0,0,,0,
14,1997,1997-10-19,7,24.267,MIA,@,BAL,W 24-13,,0,0,,0,
15,1997,1997-10-27,8,24.275,MIA,,CHI,L 33-36,,1,0,0.00,0,0.0
16,1997,1997-11-02,9,24.281,MIA,@,BUF,L 6-9,,0,0,,0,
17,1997,1997-11-09,10,24.288,MIA,,NYJ,W 24-17,,0,0,,0,
18,1997,1997-11-17,11,24.296,MIA,,BUF,W 30-13,,0,0,,0,1.0
19,1997,1997-11-23,12,24.302,MIA,@,NWE,L 24-27,,0,0,,0,
20,1997,1997-11-30,13,24.309,MIA,@,OAK,W 34-16,,0,0,,0,
21,1997,1997-12-07,14,24.316,MIA,,DET,W 33-30,,0,0,,0,
22,1997,1997-12-14,15,24.323,MIA,@,IND,L 0-41,,0,0,,0,
23,1997,1997-12-22,16,24.331,MIA,,NWE,L 12-14,,0,0,,0,
24,1998,1998-11-08,9,25.287,MIA,,IND,W 27-14,,,,,,
25,1998,1998-11-29,12,25.308,MIA,,NOR,W 30-10,,,,,,
26,1998,1998-12-13,14,25.322,MIA,,NYJ,L 16-21,,,,,,
27,1998,1998-12-21,15,25.330,MIA,,DEN,W 31-21,,,,,,
28,1998,1998-12-27,16,25.336,MIA,@,ATL,L 16-38,,,,,,
29,1999,1999-11-25,11,26.304,MIA,@,DAL,L 0-20,,,,,,
30,1999,1999-12-05,12,26.314,MIA,,IND,L 34-37,,,,,,
31,1999,1999-12-12,13,26.321,MIA,@,NYJ,L 20-28,,,,,,
32,1999,2000-01-02,16,26.342,MIA,@,WAS,L 10-21,,,,,,
