ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1970,1970-09-20,1,23.169,MIN,,KAN,W 27-10,,,,
2,1970,1970-09-27,2,23.176,MIN,,NOR,W 26-0,,,,
3,1970,1970-10-04,3,23.183,MIN,@,GNB,L 10-13,,,,
4,1970,1970-10-11,4,23.190,MIN,@,CHI,W 24-0,,,,
5,1970,1970-10-18,5,23.197,MIN,,DAL,W 54-13,,,,
6,1970,1970-10-26,6,23.205,MIN,,RAM,W 13-3,,,,
7,1970,1970-11-01,7,23.211,MIN,@,DET,W 30-17,,,,
8,1970,1970-11-08,8,23.218,MIN,@,WAS,W 19-10,,,,
9,1970,1970-11-15,9,23.225,MIN,,DET,W 24-20,,,,
10,1970,1970-11-22,10,23.232,MIN,,GNB,W 10-3,,,,
11,1970,1970-11-29,11,23.239,MIN,@,NYJ,L 10-20,,,,
12,1970,1970-12-05,12,23.245,MIN,,CHI,W 16-13,,,,
13,1970,1970-12-13,13,23.253,MIN,@,BOS,W 35-14,,,,
14,1970,1970-12-20,14,23.260,MIN,@,ATL,W 37-7,,,,
15,1971,1971-09-20,1,24.169,MIN,@,DET,W 16-13,,,,
16,1971,1971-09-26,2,24.175,MIN,,CHI,L 17-20,,,,
17,1971,1971-10-03,3,24.182,MIN,,BUF,W 19-0,,,,
18,1971,1971-10-10,4,24.189,MIN,@,PHI,W 13-0,,,,
19,1971,1971-10-17,5,24.196,MIN,@,GNB,W 24-13,,,,
20,1971,1971-10-25,6,24.204,MIN,,BAL,W 10-3,,,,
21,1971,1971-10-31,7,24.210,MIN,@,NYG,W 17-10,,,,
22,1971,1971-11-07,8,24.217,MIN,,SFO,L 9-13,,,,
23,1971,1971-11-14,9,24.224,MIN,,GNB,W 3-0,,,,
24,1971,1971-11-21,10,24.231,MIN,@,NOR,W 23-10,,,,
25,1971,1971-11-28,11,24.238,MIN,,ATL,W 24-7,,,,
26,1971,1971-12-05,12,24.245,MIN,@,SDG,L 14-30,,,,
27,1971,1971-12-11,13,24.251,MIN,,DET,W 29-10,,,,
28,1971,1971-12-19,14,24.259,MIN,@,CHI,W 27-10,,,,
29,1972,1972-09-18,1,25.167,MIN,,WAS,L 21-24,,,,
30,1972,1972-09-24,2,25.173,MIN,@,DET,W 34-10,,,,
31,1972,1972-10-01,3,25.180,MIN,,MIA,L 14-16,,,,
32,1972,1972-10-08,4,25.187,MIN,,STL,L 17-19,,,,
33,1972,1972-10-15,5,25.194,MIN,@,DEN,W 23-20,,,,
34,1972,1972-10-23,6,25.202,MIN,@,CHI,L 10-13,0,3,,0
35,1972,1972-10-29,7,25.208,MIN,@,GNB,W 27-13,,,,
36,1972,1972-11-05,8,25.215,MIN,,NOR,W 37-6,,,,
37,1972,1972-11-12,9,25.222,MIN,,DET,W 16-14,,,,
38,1972,1972-11-19,10,25.229,MIN,@,RAM,W 45-41,,,,
39,1972,1972-11-26,11,25.236,MIN,@,PIT,L 10-23,,,,
40,1972,1972-12-03,12,25.243,MIN,,CHI,W 23-10,,,,
41,1972,1972-12-10,13,25.250,MIN,,GNB,L 7-23,,,,
42,1972,1972-12-16,14,25.256,MIN,@,SFO,L 17-20,,,,
43,1973,1973-09-16,1,26.165,MIN,,OAK,W 24-16,,,,
