ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1983,1983-09-18,3,21.331,NYG,@,DAL,L 13-28,,,,
2,1983,1983-09-26,4,21.339,NYG,,GNB,W 27-3,,,,
3,1983,1983-10-02,5,21.345,NYG,,SDG,L 34-41,,,,
4,1983,1983-10-09,6,21.352,NYG,,PHI,L 13-17,,,,
5,1983,1983-10-16,7,21.359,NYG,@,KAN,L 17-38,,,,
6,1983,1983-10-24,8,22.002,NYG,@,STL,T 20-20,,,,
7,1983,1983-10-30,9,22.008,NYG,,DAL,L 20-38,,,,
8,1983,1983-11-07,10,22.016,NYG,@,DET,L 9-15,,,,
9,1983,1983-11-13,11,22.022,NYG,,WAS,L 17-33,,,,
10,1983,1983-11-20,12,22.029,NYG,@,PHI,W 23-0,,,,
11,1983,1983-11-27,13,22.036,NYG,@,RAI,L 12-27,,,,
12,1983,1983-12-04,14,22.043,NYG,,STL,L 6-10,0.5,0,0,0
13,1983,1983-12-11,15,22.050,NYG,,SEA,L 12-17,,,,
14,1983,1983-12-17,16,22.056,NYG,@,WAS,L 22-31,,,,
15,1984,1984-09-02,1,22.316,NYG,,PHI,W 28-27,,,,
16,1984,1984-09-09,2,22.323,NYG,,DAL,W 28-7,0.5,0,0,0
17,1984,1984-09-16,3,22.330,NYG,@,WAS,L 14-30,,,,
18,1984,1984-09-23,4,22.337,NYG,,TAM,W 17-14,,,,
19,1984,1984-09-30,5,22.344,NYG,@,RAM,L 12-33,,,,
20,1984,1984-10-08,6,22.352,NYG,,SFO,L 10-31,,,,
21,1984,1984-10-14,7,22.358,NYG,@,ATL,W 19-7,,,,
22,1984,1984-10-21,8,22.365,NYG,@,PHI,L 10-24,0.5,0,0,0
23,1984,1984-10-28,9,23.006,NYG,,WAS,W 37-13,,,,
24,1984,1984-11-04,10,23.013,NYG,@,DAL,W 19-7,2.5,0,0,0
25,1984,1984-11-11,11,23.020,NYG,@,TAM,L 17-20,,,,
26,1984,1984-11-18,12,23.027,NYG,,STL,W 16-10,1.0,0,0,0
27,1984,1984-11-25,13,23.034,NYG,,KAN,W 28-27,,,,
28,1984,1984-12-02,14,23.041,NYG,@,NYJ,W 20-10,2.0,0,0,0
29,1984,1984-12-09,15,23.048,NYG,@,STL,L 21-31,,,,
30,1984,1984-12-15,16,23.054,NYG,,NOR,L 3-10,,,,
31,1985,1985-09-08,1,23.321,NYG,,PHI,W 21-0,3.5,0,0,0
32,1985,1985-09-15,2,23.328,NYG,@,GNB,L 20-23,,,,
33,1985,1985-09-22,3,23.335,NYG,,STL,W 27-17,1.0,0,0,0
34,1985,1985-09-29,4,23.342,NYG,@,PHI,W 16-10,3.0,0,0,0
35,1985,1985-10-06,5,23.349,NYG,,DAL,L 29-30,0.5,0,0,0
36,1985,1985-10-13,6,23.356,NYG,@,CIN,L 30-35,2.0,0,0,0
37,1985,1985-10-20,7,23.363,NYG,,WAS,W 17-3,1.5,0,0,0
38,1985,1985-10-27,8,24.005,NYG,@,NOR,W 21-13,0.0,1,3,0
39,1985,1985-11-03,9,24.012,NYG,,TAM,W 22-20,,,,
40,1985,1985-11-10,10,24.019,NYG,,RAM,W 24-19,1.0,0,0,0
41,1985,1985-11-18,11,24.027,NYG,@,WAS,L 21-23,1.0,0,0,0
42,1985,1985-11-24,12,24.033,NYG,@,STL,W 34-3,,,,
43,1985,1985-12-01,13,24.040,NYG,,CLE,L 33-35,,,,
44,1985,1985-12-08,14,24.047,NYG,@,HOU,W 35-14,,,,
45,1985,1985-12-15,15,24.054,NYG,@,DAL,L 21-28,1.0,0,0,0
46,1985,1985-12-21,16,24.060,NYG,,PIT,W 28-10,1.0,0,0,0
47,1986,1986-09-08,1,24.321,NYG,@,DAL,L 28-31,0.5,0,0,0
48,1986,1986-09-14,2,24.327,NYG,,SDG,W 20-7,,,,
49,1986,1986-09-21,3,24.334,NYG,@,RAI,W 14-9,,,,
50,1986,1986-09-28,4,24.341,NYG,,NOR,W 20-17,1.0,0,0,0
51,1986,1986-10-05,5,24.348,NYG,@,STL,W 13-6,2.0,0,0,0
52,1986,1986-10-12,6,24.355,NYG,,PHI,W 35-3,2.0,0,0,0
53,1986,1986-10-19,7,24.362,NYG,@,SEA,L 12-17,1.5,0,0,0
54,1986,1986-10-27,8,25.005,NYG,,WAS,W 27-20,,,,
55,1986,1986-11-02,9,25.011,NYG,,DAL,W 17-14,,,,
56,1986,1986-11-09,10,25.018,NYG,@,PHI,W 17-14,2.5,0,0,0
57,1986,1986-11-16,11,25.025,NYG,@,MIN,W 22-20,1.0,0,0,0
58,1986,1986-11-23,12,25.032,NYG,,DEN,W 19-16,,,,
59,1986,1986-12-01,13,25.040,NYG,@,SFO,W 21-17,,,,
60,1986,1986-12-07,14,25.046,NYG,@,WAS,W 24-14,0.5,1,0,0
61,1986,1986-12-14,15,25.053,NYG,,STL,W 27-7,1.0,0,0,0
62,1986,1986-12-20,16,25.059,NYG,,GNB,W 55-24,,,,
63,1987,1987-09-14,1,25.327,NYG,@,CHI,L 19-34,,,,
64,1987,1987-09-20,2,25.333,NYG,,DAL,L 14-16,1.0,0,0,0
65,1987,1987-10-25,6,26.003,NYG,,STL,W 30-7,1.0,0,0,0
66,1987,1987-11-02,7,26.011,NYG,@,DAL,L 24-33,1.0,0,0,0
67,1987,1987-11-08,8,26.017,NYG,,NWE,W 17-10,,,,
68,1987,1987-11-15,9,26.024,NYG,@,PHI,W 20-17,1.0,0,0,0
69,1987,1987-11-22,10,26.031,NYG,@,NOR,L 14-23,1.0,0,0,0
70,1987,1987-11-29,11,26.038,NYG,@,WAS,L 19-23,1.0,0,0,0
71,1987,1987-12-06,12,26.045,NYG,,PHI,W 23-20,1.0,0,0,0
72,1987,1987-12-13,13,26.052,NYG,@,STL,L 24-27,1.0,0,0,0
73,1988,1988-09-11,2,26.325,NYG,,SFO,L 17-20,,,,
74,1988,1988-09-18,3,26.332,NYG,@,DAL,W 12-10,,,,
75,1988,1988-09-25,4,26.339,NYG,,RAM,L 31-45,,,,
76,1988,1988-10-02,5,26.346,NYG,@,WAS,W 24-23,,,,
77,1988,1988-10-10,6,26.354,NYG,@,PHI,L 13-24,1.0,0,0,0
78,1988,1988-10-16,7,26.360,NYG,,DET,W 30-10,1.0,0,0,0
79,1988,1988-10-23,8,27.001,NYG,@,ATL,W 23-16,1.0,0,0,0
80,1988,1988-10-30,9,27.008,NYG,@,DET,W 13-10,1.0,0,0,0
81,1988,1988-11-06,10,27.015,NYG,,DAL,W 29-21,,,,
82,1988,1988-11-13,11,27.022,NYG,@,PHO,L 17-24,,,,
83,1988,1988-11-20,12,27.029,NYG,,PHI,L 17-23,1.0,0,0,0
84,1988,1988-11-27,13,27.036,NYG,@,NOR,W 13-12,1.0,0,0,0
85,1988,1988-12-04,14,27.043,NYG,,PHO,W 44-7,,,,
86,1988,1988-12-11,15,27.050,NYG,,KAN,W 28-12,,,,
87,1988,1988-12-18,16,27.057,NYG,@,NYJ,L 21-27,2.0,0,0,0
88,1989,1989-09-11,1,27.324,NYG,@,WAS,W 27-24,,,,
89,1989,1989-09-17,2,27.330,NYG,,DET,W 24-14,0.5,0,0,0
90,1989,1989-09-24,3,27.337,NYG,,PHO,W 35-7,2.0,0,0,0
91,1989,1989-10-01,4,27.344,NYG,@,DAL,W 30-13,,,,
92,1989,1989-10-08,5,27.351,NYG,@,PHI,L 19-21,,,,
93,1989,1989-10-15,6,27.358,NYG,,WAS,W 20-17,1.0,0,0,0
94,1989,1989-10-22,7,28.000,NYG,@,SDG,W 20-13,,,,
95,1989,1989-10-30,8,28.008,NYG,,MIN,W 24-14,2.0,0,0,0
96,1989,1989-11-05,9,28.014,NYG,@,PHO,W 20-13,1.0,0,0,0
97,1989,1989-11-12,10,28.021,NYG,@,RAM,L 10-31,,,,
98,1989,1989-11-19,11,28.028,NYG,,SEA,W 15-3,2.0,0,0,0
99,1989,1989-11-27,12,28.036,NYG,@,SFO,L 24-34,,,,
100,1989,1989-12-03,13,28.042,NYG,,PHI,L 17-24,,,,
101,1989,1989-12-10,14,28.049,NYG,@,DEN,W 14-7,1.0,0,0,0
102,1989,1989-12-16,15,28.055,NYG,,DAL,W 15-0,,,,
103,1989,1989-12-24,16,28.063,NYG,,RAI,W 34-17,,,,
104,1990,1990-09-09,1,28.322,NYG,,PHI,W 27-20,,,,
105,1990,1990-09-16,2,28.329,NYG,@,DAL,W 28-7,,,,
106,1990,1990-09-23,3,28.336,NYG,,MIA,W 20-3,0.5,0,0,0
107,1990,1990-09-30,4,28.343,NYG,,DAL,W 31-17,,,,
108,1990,1990-10-14,5,28.357,NYG,@,WAS,W 24-20,,,,
109,1990,1990-10-21,6,28.364,NYG,,PHO,W 20-19,,,,
110,1990,1990-10-28,7,29.006,NYG,,WAS,W 21-10,1.0,0,0,0
111,1990,1990-11-05,8,29.014,NYG,@,IND,W 24-7,2.0,0,0,0
112,1990,1990-11-11,9,29.020,NYG,@,RAM,W 31-7,,,,
113,1990,1990-11-18,10,29.027,NYG,,DET,W 20-0,,,,
114,1990,1990-11-25,11,29.034,NYG,@,PHI,L 13-31,,,,
115,1990,1990-12-03,12,29.042,NYG,@,SFO,L 3-7,,,,
116,1990,1990-12-09,13,29.048,NYG,,MIN,W 23-15,,,,
117,1990,1990-12-15,14,29.054,NYG,,BUF,L 13-17,1.0,0,0,0
118,1990,1990-12-23,15,29.062,NYG,@,PHO,W 24-21,,,,
119,1990,1990-12-30,16,29.069,NYG,@,NWE,W 13-10,,,,
120,1991,1991-09-02,1,29.315,NYG,,SFO,W 16-14,0.5,0,0,0
121,1991,1991-09-08,2,29.321,NYG,,RAM,L 13-19,,,,
122,1991,1991-09-15,3,29.328,NYG,@,CHI,L 17-20,1.0,0,0,0
123,1991,1991-09-22,4,29.335,NYG,,CLE,W 13-10,2.0,0,0,0
124,1991,1991-09-29,5,29.342,NYG,@,DAL,L 16-21,,,,
125,1991,1991-10-06,6,29.349,NYG,,PHO,W 20-9,0.5,0,0,0
126,1991,1991-10-14,7,29.357,NYG,@,PIT,W 23-20,0.5,0,0,0
127,1991,1991-10-27,8,30.005,NYG,,WAS,L 13-17,,,,
