ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1965,1965-11-07,8,22.293,CLE,,PHI,W 38-34,1,0,0.00,0,0,0,1,11,0
2,1967,1967-10-29,7,24.284,CLE,@,NYG,L 34-38,0,0,,0,0,0,1,5,0
3,1968,1968-10-13,5,25.269,CLE,,STL,L 21-27,0,0,,0,0,0,1,0,0
4,1969,1969-09-21,1,26.246,CLE,@,PHI,W 27-20,0,0,,0,0,0,1,3,0
5,1970,1970-09-21,1,27.246,CLE,,NYJ,W 31-21,,,,,,,,,
6,1970,1970-09-27,2,27.252,CLE,@,SFO,L 31-34,,,,,,,,,
7,1970,1970-10-03,3,27.258,CLE,,PIT,W 15-7,,,,,,,,,
8,1970,1970-10-11,4,27.266,CLE,,CIN,W 30-27,,,,,,,,,
9,1970,1970-10-18,5,27.273,CLE,,DET,L 24-41,,,,,,,,,
10,1970,1970-10-25,6,27.280,CLE,@,MIA,W 28-0,0,0,,0,1,6,1,56,1
11,1970,1970-11-01,7,27.287,CLE,,SDG,L 10-27,,,,,,,,,
12,1970,1970-11-08,8,27.294,CLE,@,OAK,L 20-23,,,,,,,,,
13,1970,1970-11-15,9,27.301,CLE,@,CIN,L 10-14,,,,,,,,,
14,1970,1970-11-22,10,27.308,CLE,,HOU,W 28-14,,,,,,,,,
15,1970,1970-11-29,11,27.315,CLE,@,PIT,L 9-28,,,,,,,,,
16,1970,1970-12-07,12,27.323,CLE,@,HOU,W 21-10,,,,,,,,,
17,1970,1970-12-12,13,27.328,CLE,,DAL,L 2-6,,,,,,,,,
18,1970,1970-12-20,14,27.336,CLE,@,DEN,W 27-13,0,0,,0,0,0,1,9,0
19,1971,1971-09-19,1,28.244,CLE,,HOU,W 31-0,,,,,,,,,
20,1971,1971-09-26,2,28.251,CLE,@,BAL,W 14-13,0,0,,0,0,0,1,21,0
21,1971,1971-10-04,3,28.259,CLE,,OAK,L 20-34,,,,,,,,,
22,1971,1971-10-10,4,28.265,CLE,,PIT,W 27-17,,,,,,,,,
23,1971,1971-10-17,5,28.272,CLE,@,CIN,W 27-24,0,0,,0,0,0,1,29,0
24,1971,1971-10-24,6,28.279,CLE,,DEN,L 0-27,,,,,,,,,
25,1971,1971-10-31,7,28.286,CLE,,ATL,L 14-31,,,,,,,,,
26,1971,1971-11-07,8,28.293,CLE,@,PIT,L 9-26,,,,,,,,,
27,1971,1971-11-14,9,28.300,CLE,@,KAN,L 7-13,,,,,,,,,
28,1971,1971-11-21,10,28.307,CLE,,NWE,W 27-7,,,,,,,,,
29,1971,1971-11-28,11,28.314,CLE,@,HOU,W 37-24,,,,,,,,,
30,1971,1971-12-05,12,28.321,CLE,,CIN,W 31-27,,,,,,,,,
31,1971,1971-12-12,13,28.328,CLE,@,NOR,W 21-17,,,,,,,,,
32,1971,1971-12-19,14,28.335,CLE,@,WAS,W 20-13,,,,,,,,,
33,1972,1972-09-17,1,29.243,CLE,,GNB,L 10-26,,,,,,,,,
34,1972,1972-09-24,2,29.250,CLE,@,PHI,W 27-17,,,,,,,,,
35,1972,1972-10-01,3,29.257,CLE,,CIN,W 27-6,,,,,,,,,
36,1972,1972-10-08,4,29.264,CLE,,KAN,L 7-31,,,,,,,,,
37,1972,1972-10-15,5,29.271,CLE,,CHI,L 0-17,,,,,,,,,
38,1972,1972-10-22,6,29.278,CLE,@,HOU,W 23-17,,,,,,,,,
39,1972,1972-11-19,10,29.306,CLE,,PIT,W 26-24,,,,,,,,,
40,1972,1972-11-26,11,29.313,CLE,,BUF,W 27-10,,,,,,,,,
41,1972,1972-12-03,12,29.320,CLE,@,PIT,L 0-30,,,,,,,,,
42,1972,1972-12-09,13,29.326,CLE,@,CIN,W 27-24,,,,,,,,,
43,1972,1972-12-17,14,29.334,CLE,@,NYJ,W 26-10,,,,,,,,,
44,1973,1973-09-16,1,30.241,NOR,,ATL,L 7-62,,,,,,,,,
45,1973,1973-09-24,2,30.249,NOR,@,DAL,L 3-40,,,,,,,,,
46,1973,1973-09-30,3,30.255,NOR,@,BAL,L 10-14,,,,,,,,,
47,1973,1973-10-07,4,30.262,NOR,,CHI,W 21-16,,,,,,,,,
48,1973,1973-10-14,5,30.269,NOR,,DET,W 20-13,,,,,,,,,
