ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1987,1987-10-05,3,25.239,NYG,,SFO,L 21-41,,3,6,50.00,95,2,1,95.8,1,13,15.83,15.00
2,1987,1987-10-11,4,25.245,NYG,,WAS,L 12-38,*,14,41,34.15,183,1,1,47.1,6,59,4.46,3.85
