ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1973,1973-09-16,1,23.038,STL,@,PHI,W 34-23,,,,,,,
2,1973,1973-09-23,2,23.045,STL,,WAS,W 34-27,,,,,,,
3,1973,1973-09-30,3,23.052,STL,@,DAL,L 10-45,,,,,,,
4,1973,1973-10-07,4,23.059,STL,,OAK,L 10-17,,,,,,,
5,1973,1973-10-14,5,23.066,STL,,PHI,L 24-27,,,,,,,
6,1973,1973-10-21,6,23.073,STL,@,WAS,L 13-31,,,,,,,
7,1973,1973-10-28,7,23.080,STL,,NYG,W 35-27,,,,,,,
8,1973,1973-11-04,8,23.087,STL,,DEN,T 17-17,,,,,,,
9,1973,1973-11-11,9,23.094,STL,@,GNB,L 21-25,,,,,,,
10,1973,1973-11-18,10,23.101,STL,@,NYG,L 13-24,,,,,,,
11,1973,1973-11-25,11,23.108,STL,@,CIN,L 24-42,,,,,,,
12,1973,1973-12-02,12,23.115,STL,,DET,L 16-20,,,,,,,
13,1973,1973-12-09,13,23.122,STL,@,ATL,W 32-10,,,,,,,
14,1973,1973-12-16,14,23.129,STL,,DAL,L 3-30,,,,,,,
15,1974,1974-09-15,1,24.037,STL,,PHI,W 7-3,,,,,,,
16,1974,1974-09-22,2,24.044,STL,@,WAS,W 17-10,,,,,,,
17,1974,1974-09-29,3,24.051,STL,,CLE,W 29-7,,,,,,,
18,1974,1974-10-06,4,24.058,STL,@,SFO,W 34-9,0,0,,0,1,10,0
19,1974,1974-10-13,5,24.065,STL,,DAL,W 31-28,,,,,,,
20,1974,1974-10-20,6,24.072,STL,@,HOU,W 31-27,,,,,,,
21,1974,1974-10-27,7,24.079,STL,,WAS,W 23-20,,,,,,,
22,1974,1974-11-03,8,24.086,STL,@,DAL,L 14-17,,,,,,,
23,1974,1974-11-11,9,24.094,STL,,MIN,L 24-28,,,,,,,
24,1974,1974-11-17,10,24.100,STL,@,PHI,W 13-3,,,,,,,
25,1974,1974-11-24,11,24.107,STL,@,NYG,W 23-21,,,,,,,
26,1974,1974-12-01,12,24.114,STL,,KAN,L 13-17,,,,,,,
27,1974,1974-12-08,13,24.121,STL,@,NOR,L 0-14,,,,,,,
28,1974,1974-12-15,14,24.128,STL,,NYG,W 26-14,,,,,,,
29,1975,1975-09-21,1,25.043,STL,,ATL,W 23-20,,,,,,,
30,1975,1975-09-28,2,25.050,STL,@,DAL,L 31-37,,,,,,,
31,1975,1975-10-05,3,25.057,STL,,NYG,W 26-14,,,,,,,
32,1975,1975-10-13,4,25.065,STL,@,WAS,L 17-27,,,,,,,
33,1975,1975-10-19,5,25.071,STL,,PHI,W 31-20,,,,,,,
34,1975,1975-10-25,6,25.077,STL,@,NYG,W 20-13,,,,,,,
35,1975,1975-11-02,7,25.085,STL,,NWE,W 24-17,,,,,,,
36,1975,1975-11-09,8,25.092,STL,@,PHI,W 24-23,,,,,,,
37,1975,1975-11-16,9,25.099,STL,,WAS,W 20-17,,,,,,,
38,1975,1975-11-23,10,25.106,STL,@,NYJ,W 37-6,,,,,,,
39,1975,1975-11-27,11,25.110,STL,,BUF,L 14-32,,,,,,,
40,1975,1975-12-07,12,25.120,STL,,DAL,W 31-17,,,,,,,
41,1975,1975-12-14,13,25.127,STL,@,CHI,W 34-20,,,,,,,
42,1975,1975-12-21,14,25.134,STL,@,DET,W 24-13,,,,,,,
43,1976,1976-09-19,2,26.041,STL,,GNB,W 29-0,,,,,,,
44,1976,1976-09-26,3,26.048,STL,@,SDG,L 24-43,2,35,17.50,0,0,0,0
45,1976,1976-10-03,4,26.055,STL,,NYG,W 27-21,,,,,,,
46,1976,1976-10-10,5,26.062,STL,,PHI,W 33-14,,,,,,,
47,1976,1976-10-17,6,26.069,STL,,DAL,W 21-17,1,22,22.00,0,0,0,0
48,1976,1976-10-25,7,26.077,STL,@,WAS,L 10-20,,,,,,,
49,1976,1976-10-31,8,26.083,STL,,SFO,W 23-20,,,,,,,
50,1976,1976-11-07,9,26.090,STL,@,PHI,W 17-14,,,,,,,
51,1976,1976-11-14,10,26.097,STL,@,RAM,W 30-28,,,,,,,
52,1976,1976-11-21,11,26.104,STL,,WAS,L 10-16,,,,,,,
53,1976,1976-11-25,12,26.108,STL,@,DAL,L 14-19,,,,,,,
54,1976,1976-12-04,13,26.117,STL,,BAL,W 24-17,,,,,,,
55,1976,1976-12-12,14,26.125,STL,@,NYG,W 17-14,,,,,,,
