ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,21.252,DAL,@,WAS,W 26-10,0,0,,0,0,0,0.0,1,8,0
2,1981,1981-09-13,2,21.259,DAL,,STL,W 30-17,,,,,,,,,,
3,1981,1981-09-21,3,21.267,DAL,@,NWE,W 35-21,0,0,,0,0,0,0.0,2,55,0
4,1981,1981-09-27,4,21.273,DAL,,NYG,W 18-10,0,0,,0,0,0,0.0,1,13,0
5,1981,1981-10-04,5,21.280,DAL,@,STL,L 17-20,,,,,,,,,,
6,1981,1981-10-11,6,21.287,DAL,@,SFO,L 14-45,,,,,,,,,,
7,1981,1981-10-18,7,21.294,DAL,,RAM,W 29-17,0,0,,0,0,0,0.0,2,0,0
8,1981,1981-10-25,8,21.301,DAL,,MIA,W 28-27,0,0,,0,0,0,0.0,2,28,0
9,1981,1981-11-01,9,21.308,DAL,@,PHI,W 17-14,,,,,,,,,,
10,1981,1981-11-09,10,21.316,DAL,,BUF,W 27-14,0,0,,0,0,0,0.0,2,28,0
11,1981,1981-11-15,11,21.322,DAL,@,DET,L 24-27,,,,,,,,,,
12,1981,1981-11-22,12,21.329,DAL,,WAS,W 24-10,,,,,,,,,,
13,1981,1981-11-26,13,21.333,DAL,,CHI,W 10-9,,,,,,,,,,
14,1981,1981-12-06,14,21.343,DAL,@,BAL,W 37-13,,,,,,,,,,
15,1981,1981-12-13,15,21.350,DAL,,PHI,W 21-10,0,0,,0,0,0,0.0,1,1,0
16,1981,1981-12-19,16,21.356,DAL,@,NYG,L 10-13,,,,,,,,,,
17,1982,1982-09-13,1,22.259,DAL,,PIT,L 28-36,,,,,,,,,,
18,1982,1982-09-19,2,22.265,DAL,@,STL,W 24-7,0,0,,0,0,0,0.0,1,7,0
19,1982,1982-11-21,3,22.328,DAL,,TAM,W 14-9,,,,,,,,,,
20,1982,1982-11-25,4,22.332,DAL,,CLE,W 31-14,0,0,,0,0,0,0.0,2,37,0
21,1982,1982-12-05,5,22.342,DAL,@,WAS,W 24-10,0,0,,0,0,0,0.0,1,11,0
22,1982,1982-12-13,6,22.350,DAL,@,HOU,W 37-7,,,,,,,,,,
23,1982,1982-12-19,7,22.356,DAL,,NOR,W 21-7,0,0,,0,0,0,0.0,1,6,0
24,1982,1982-12-26,8,22.363,DAL,,PHI,L 20-24,0,0,,0,0,0,0.0,1,0,0
25,1982,1983-01-03,9,23.006,DAL,@,MIN,L 27-31,0,0,,0,0,0,0.0,1,0,0
26,1983,1983-09-05,1,23.251,DAL,@,WAS,W 31-30,,,,,,,,,,
27,1983,1983-09-11,2,23.257,DAL,@,STL,W 34-17,0,0,,0,0,0,0.0,1,21,0
28,1983,1983-09-18,3,23.264,DAL,,NYG,W 28-13,0,0,,0,0,0,0.0,1,37,0
29,1983,1983-09-25,4,23.271,DAL,,NOR,W 21-20,,,,,,,,,,
30,1983,1983-10-02,5,23.278,DAL,@,MIN,W 37-24,,,,,,,,,,
31,1983,1983-10-09,6,23.285,DAL,,TAM,W 27-24,0,0,,0,0,0,0.0,1,0,0
32,1983,1983-10-16,7,23.292,DAL,,PHI,W 37-7,0,0,,0,0,0,0.0,1,12,0
33,1983,1983-10-23,8,23.299,DAL,,RAI,L 38-40,,,,,,,,,,
34,1983,1983-10-30,9,23.306,DAL,@,NYG,W 38-20,,,,,,,,,,
35,1983,1983-11-06,10,23.313,DAL,@,PHI,W 27-20,,,,,,,,,,
36,1983,1983-11-13,11,23.320,DAL,@,SDG,L 23-24,,,,,,,,,,
37,1983,1983-11-20,12,23.327,DAL,,KAN,W 41-21,,,,,,,,,,
38,1983,1983-11-24,13,23.331,DAL,,STL,W 35-17,,,,,,,,,,
39,1983,1983-12-04,14,23.341,DAL,@,SEA,W 35-10,,,,,,,,,,
40,1983,1983-12-11,15,23.348,DAL,,WAS,L 10-31,,,,,,,,,,
41,1983,1983-12-19,16,23.356,DAL,@,SFO,L 17-42,,,,,,,,,,
42,1984,1984-09-03,1,24.250,DAL,@,RAM,W 20-13,0,0,,0,0,0,0.0,1,12,0
43,1984,1984-09-09,2,24.256,DAL,@,NYG,L 7-28,,,,,,,,,,
44,1984,1984-09-16,3,24.263,DAL,,PHI,W 23-17,,,,,,,,,,
45,1984,1984-09-23,4,24.270,DAL,,GNB,W 20-6,0,0,,0,0,0,0.0,2,0,0
46,1984,1984-09-30,5,24.277,DAL,@,CHI,W 23-14,,,,,,,,,,
47,1984,1984-10-07,6,24.284,DAL,,STL,L 20-31,,,,,,,,,,
48,1984,1984-10-14,7,24.291,DAL,@,WAS,L 14-34,,,,,,,,,,
49,1984,1984-10-21,8,24.298,DAL,,NOR,W 30-27,,,,,,,,,,
50,1984,1984-10-28,9,24.305,DAL,,IND,W 22-3,,,,,,,,,,
51,1984,1984-11-04,10,24.312,DAL,,NYG,L 7-19,,,,,,,,,,
52,1984,1984-11-11,11,24.319,DAL,@,STL,W 24-17,,,,,,,,,,
53,1984,1984-11-18,12,24.326,DAL,@,BUF,L 3-14,,,,,,,,,,
54,1984,1984-11-22,13,24.330,DAL,,NWE,W 20-17,,,,,,,,,,
55,1984,1984-12-02,14,24.340,DAL,@,PHI,W 26-10,,,,,,,,,,
56,1984,1984-12-09,15,24.347,DAL,,WAS,L 28-30,,,,,,,,,,
57,1984,1984-12-17,16,24.355,DAL,@,MIA,L 21-28,,,,,,,,,,
58,1985,1985-09-09,1,25.255,DAL,,WAS,W 44-14,0,0,,0,0,0,0.0,1,3,0
59,1985,1985-09-15,2,25.261,DAL,@,DET,L 21-26,0,0,,0,0,0,0.0,1,0,0
60,1985,1985-09-22,3,25.268,DAL,,CLE,W 20-7,0,0,,0,0,0,0.0,1,2,0
61,1985,1985-09-29,4,25.275,DAL,@,HOU,W 17-10,,,,,,,,,,
62,1985,1985-10-06,5,25.282,DAL,@,NYG,W 30-29,0,0,,0,0,0,0.0,1,4,0
63,1985,1985-10-13,6,25.289,DAL,,PIT,W 27-13,,,,,,,,,,
64,1985,1985-10-20,7,25.296,DAL,@,PHI,L 14-16,,,,,,,,,,
65,1985,1985-10-27,8,25.303,DAL,,ATL,W 24-10,0,0,,0,0,0,0.0,1,3,0
66,1985,1985-11-04,9,25.311,DAL,@,STL,L 10-21,,,,,,,,,,
67,1985,1985-11-10,10,25.317,DAL,@,WAS,W 13-7,0,0,,0,0,0,0.0,2,0,0
68,1985,1985-11-17,11,25.324,DAL,,CHI,L 0-44,,,,,,,,,,
69,1985,1985-11-24,12,25.331,DAL,,PHI,W 34-17,0,0,,0,0,0,0.0,1,19,0
70,1985,1985-11-28,13,25.335,DAL,,STL,W 35-17,,,,,,,,,,
71,1985,1985-12-08,14,25.345,DAL,@,CIN,L 24-50,,,,,,,,,,
72,1985,1985-12-15,15,25.352,DAL,,NYG,W 28-21,,,,,,,,,,
73,1985,1985-12-22,16,25.359,DAL,@,SFO,L 16-31,0,0,,0,0,0,0.0,1,0,0
74,1986,1986-09-08,1,26.254,DAL,,NYG,W 31-28,,,,,,,,,,
75,1986,1986-09-14,2,26.260,DAL,@,DET,W 31-7,,,,,,,,,,
76,1986,1986-09-21,3,26.267,DAL,,ATL,L 35-37,,,,,,,,,,
77,1986,1986-09-29,4,26.275,DAL,@,STL,W 31-7,,,,,,,,,,
78,1986,1986-10-05,5,26.281,DAL,@,DEN,L 14-29,,,,,,,,,,
