ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-10-01,3,22.098,RAM,@,SFO,W 35-14,4,12,3.00,1,0,0,,0,0,0,,0,0,,,,,,
2,1950,1950-10-15,5,22.112,RAM,@,DET,W 30-28,1,4,4.00,0,0,0,,0,0,0,,0,0,,,,,,
3,1950,1950-12-03,12,22.161,RAM,,GNB,W 51-14,3,12,4.00,1,0,0,,0,0,0,,0,0,,,,,,
4,1951,1951-10-14,3,23.111,RAM,@,DET,W 27-21,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
5,1951,1951-10-21,4,23.118,RAM,@,GNB,W 28-0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,,,,
6,1951,1951-11-04,6,23.132,RAM,,SFO,W 23-16,2,4,2.00,0,0,0,,0,0,0,,0,0,,,,,,
7,1951,1951-11-11,7,23.139,RAM,,CRD,W 45-21,3,11,3.67,0,0,0,,0,0,0,,0,0,,,,,,
8,1951,1951-11-18,8,23.146,RAM,,NYY,W 48-21,3,34,11.33,0,0,0,,0,0,0,,0,0,,,,,,
9,1951,1951-11-25,9,23.153,RAM,@,WAS,L 21-31,4,14,3.50,0,0,0,,0,0,0,,0,0,,,,,,
10,1951,1951-12-02,10,23.160,RAM,@,CHI,W 42-17,7,71,10.14,1,2,75,37.50,0,0,0,,0,0,,,,,,
11,1951,1951-12-09,11,23.167,RAM,,DET,L 22-24,11,75,6.82,0,2,2,1.00,0,0,0,,0,0,,,,,,
12,1951,1951-12-16,12,23.174,RAM,,GNB,W 42-14,3,12,4.00,0,1,-5,-5.00,0,0,0,,0,0,,,,,,
13,1952,1952-09-28,1,24.095,RAM,@,CLE,L 7-37,2,-2,-1.00,0,1,-2,-2.00,0,0,0,,0,0,,,,,,
14,1952,1952-10-03,2,24.100,RAM,,DET,L 14-17,5,40,8.00,1,1,11,11.00,0,0,0,,0,0,,,,,,
15,1952,1952-10-12,3,24.109,RAM,@,GNB,W 30-28,7,77,11.00,0,3,15,5.00,0,0,0,,0,0,,,,,,
16,1952,1952-10-19,4,24.116,RAM,@,DET,L 16-24,8,16,2.00,0,2,19,9.50,0,0,0,,0,0,,,,,,
17,1952,1952-10-26,5,24.123,RAM,,CHI,W 31-7,5,34,6.80,0,3,10,3.33,0,0,0,,0,0,,,,,,
