ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-10-12,4,22.180,SFO,,RAM,L 21-27,0,0,,0,0,0,,0,1,0,0.00,0,0,0
2,1969,1969-12-06,12,22.235,SFO,,CHI,W 42-21,1,31,31.00,0,0,0,,0,0,0,,0,0,0
3,1969,1969-12-14,13,22.243,SFO,@,MIN,L 7-10,1,1,1.00,1,0,0,,0,0,0,,0,1,6
4,1970,1970-09-20,1,23.158,SFO,,WAS,W 26-17,,,,,,,,,,,,,,
5,1970,1970-09-27,2,23.165,SFO,,CLE,W 34-31,1,6,6.00,0,0,0,,0,0,0,,0,0,0
6,1970,1970-10-04,3,23.172,SFO,@,ATL,L 20-21,,,,,,,,,,,,,,
7,1970,1970-10-11,4,23.179,SFO,@,RAM,W 20-6,,,,,,,,,,,,,,
8,1970,1970-10-18,5,23.186,SFO,,NOR,T 20-20,,,,,,,,,,,,,,
9,1970,1970-10-25,6,23.193,SFO,,DEN,W 19-14,2,31,15.50,0,0,0,,0,0,0,,0,0,0
10,1970,1970-11-01,7,23.200,SFO,,GNB,W 26-10,1,16,16.00,0,1,45,45.00,0,0,0,,0,0,0
11,1970,1970-11-08,8,23.207,SFO,@,CHI,W 37-16,1,6,6.00,0,0,0,,0,0,0,,0,0,0
12,1970,1970-11-15,9,23.214,SFO,@,HOU,W 30-20,1,5,5.00,0,1,15,15.00,0,0,0,,0,0,0
13,1970,1970-11-22,10,23.221,SFO,@,DET,L 7-28,,,,,,,,,,,,,,
14,1970,1970-11-29,11,23.228,SFO,,RAM,L 13-30,,,,,,,,,,,,,,
15,1970,1970-12-06,12,23.235,SFO,,ATL,W 24-20,,,,,,,,,,,,,,
16,1970,1970-12-13,13,23.242,SFO,@,NOR,W 38-27,2,37,18.50,0,1,5,5.00,0,0,0,,0,0,0
17,1970,1970-12-20,14,23.249,SFO,@,OAK,W 38-7,2,47,23.50,1,0,0,,0,0,0,,0,1,6
18,1971,1971-09-19,1,24.157,SFO,@,ATL,L 17-20,6,97,16.17,1,0,0,,0,0,0,,0,1,6
19,1971,1971-09-26,2,24.164,SFO,@,NOR,W 38-20,2,20,10.00,0,0,0,,0,2,9,4.50,0,0,0
20,1971,1971-10-03,3,24.171,SFO,@,PHI,W 31-3,3,58,19.33,2,0,0,,0,0,0,,0,2,12
21,1971,1971-10-10,4,24.178,SFO,,RAM,L 13-20,5,81,16.20,1,0,0,,0,0,0,,0,1,6
22,1971,1971-10-17,5,24.185,SFO,,CHI,W 13-0,6,61,10.17,0,0,0,,0,0,0,,0,0,0
23,1971,1971-10-24,6,24.192,SFO,@,STL,W 26-14,3,65,21.67,0,1,7,7.00,0,0,0,,0,0,0
24,1971,1971-10-31,7,24.199,SFO,,NWE,W 27-10,2,20,10.00,0,1,2,2.00,0,0,0,,0,0,0
25,1971,1971-11-07,8,24.206,SFO,@,MIN,W 13-9,3,28,9.33,0,1,12,12.00,0,0,0,,0,0,0
26,1971,1971-11-14,9,24.213,SFO,,NOR,L 20-26,4,35,8.75,0,0,0,,0,0,0,,0,0,0
27,1971,1971-11-21,10,24.220,SFO,@,RAM,L 6-17,7,83,11.86,0,1,1,1.00,0,0,0,,0,0,0
28,1971,1971-11-28,11,24.227,SFO,@,NYJ,W 24-21,1,14,14.00,0,0,0,,0,0,0,,0,0,0
29,1971,1971-12-06,12,24.235,SFO,,KAN,L 17-26,5,58,11.60,1,1,28,28.00,0,0,0,,0,1,6
30,1971,1971-12-12,13,24.241,SFO,,ATL,W 24-3,2,12,6.00,0,1,12,12.00,0,0,0,,0,0,0
31,1971,1971-12-19,14,24.248,SFO,,DET,W 31-27,3,32,10.67,0,0,0,,0,0,0,,0,0,0
32,1972,1972-09-17,1,25.155,SFO,,SDG,W 34-3,0,0,,0,1,10,10.00,0,0,0,,0,0,0
33,1972,1972-09-24,2,25.162,SFO,@,BUF,L 20-27,3,66,22.00,1,0,0,,0,0,0,,0,1,6
34,1972,1972-10-01,3,25.169,SFO,@,NOR,W 37-2,3,65,21.67,1,1,-6,-6.00,0,0,0,,0,1,6
35,1972,1972-10-08,4,25.176,SFO,@,RAM,L 7-31,2,31,15.50,0,1,-1,-1.00,0,0,0,,0,0,0
36,1972,1972-10-15,5,25.183,SFO,,NYG,L 17-23,6,126,21.00,0,0,0,,0,0,0,,0,0,0
37,1972,1972-10-22,6,25.190,SFO,,NOR,T 20-20,2,102,51.00,1,0,0,,0,0,0,,0,1,6
38,1972,1972-10-29,7,25.197,SFO,@,ATL,W 49-14,4,77,19.25,1,1,3,3.00,0,0,0,,0,1,6
39,1972,1972-11-05,8,25.204,SFO,@,GNB,L 24-34,3,37,12.33,0,0,0,,0,0,0,,0,0,0
40,1972,1972-11-12,9,25.211,SFO,,BAL,W 24-21,1,25,25.00,1,1,5,5.00,0,0,0,,0,1,6
41,1972,1972-11-19,10,25.218,SFO,@,CHI,W 34-21,2,18,9.00,2,0,0,,0,0,0,,0,2,12
42,1972,1972-11-23,11,25.222,SFO,@,DAL,W 31-10,4,68,17.00,1,0,0,,0,0,0,,0,1,6
43,1972,1972-12-04,12,25.233,SFO,,RAM,L 16-26,6,65,10.83,1,0,0,,0,0,0,,0,1,6
44,1972,1972-12-10,13,25.239,SFO,,ATL,W 20-0,2,40,20.00,0,0,0,,0,0,0,,0,0,0
45,1972,1972-12-16,14,25.245,SFO,,MIN,W 20-17,2,31,15.50,0,0,0,,0,0,0,,0,0,0
46,1973,1973-09-16,1,26.154,SFO,@,MIA,L 13-21,3,41,13.67,0,0,0,,0,0,0,,0,0,0
47,1973,1973-09-23,2,26.161,SFO,@,DEN,W 36-34,2,67,33.50,0,0,0,,0,0,0,,0,0,0
48,1973,1973-09-30,3,26.168,SFO,,RAM,L 20-40,3,44,14.67,1,0,0,,0,0,0,,0,1,6
49,1973,1973-10-07,4,26.175,SFO,@,ATL,W 13-9,3,48,16.00,0,0,0,,0,0,0,,0,0,0
50,1973,1973-10-14,5,26.182,SFO,,MIN,L 13-17,4,54,13.50,0,1,5,5.00,0,0,0,,0,0,0
51,1973,1973-10-21,6,26.189,SFO,,NOR,W 40-0,2,57,28.50,1,0,0,,0,0,0,,0,1,6
52,1973,1973-10-28,7,26.196,SFO,,ATL,L 3-17,3,25,8.33,0,0,0,,0,0,0,,0,0,0
53,1973,1973-11-04,8,26.203,SFO,@,DET,L 20-30,8,133,16.63,1,1,3,3.00,0,0,0,,0,1,6
54,1973,1973-11-11,9,26.210,SFO,@,WAS,L 9-33,3,37,12.33,0,0,0,,0,0,0,,0,0,0
55,1973,1973-11-18,10,26.217,SFO,@,RAM,L 13-31,3,37,12.33,0,1,1,1.00,0,0,0,,0,0,0
56,1973,1973-11-26,11,26.225,SFO,,GNB,W 20-6,2,31,15.50,1,0,0,,0,0,0,,0,1,6
57,1973,1973-12-02,12,26.231,SFO,,PHI,W 38-28,2,23,11.50,0,0,0,,0,0,0,,0,0,0
58,1973,1973-12-09,13,26.238,SFO,@,NOR,L 10-16,5,89,17.80,1,0,0,,0,0,0,,0,1,6
59,1973,1973-12-15,14,26.244,SFO,,PIT,L 14-37,4,43,10.75,0,2,28,14.00,0,0,0,,0,0,0
60,1974,1974-09-15,1,27.153,SFO,@,NOR,W 17-13,,,,,,,,,,,,,,
61,1974,1974-09-22,2,27.160,SFO,@,ATL,W 16-10,,,,,,,,,,,,,,
62,1974,1974-09-29,3,27.167,SFO,,CIN,L 3-21,1,22,22.00,0,0,0,,0,0,0,,0,0,0
63,1974,1974-10-06,4,27.174,SFO,,STL,L 9-34,,,,,,,,,,,,,,
64,1974,1974-10-14,5,27.182,SFO,@,DET,L 13-17,3,41,13.67,0,0,0,,0,0,0,,0,0,0
65,1974,1974-10-20,6,27.188,SFO,@,RAM,L 14-37,1,8,8.00,0,0,0,,0,0,0,,0,0,0
66,1974,1974-10-27,7,27.195,SFO,,OAK,L 24-35,1,20,20.00,0,0,0,,0,0,0,,0,0,0
67,1974,1974-11-04,8,27.203,SFO,,RAM,L 13-15,,,,,,,,,,,,,,
68,1974,1974-11-10,9,27.209,SFO,@,DAL,L 14-20,1,4,4.00,1,0,0,,0,0,0,,0,1,6
69,1974,1974-11-17,10,27.216,SFO,@,CHI,W 34-0,3,75,25.00,1,0,0,,0,0,0,,0,1,6
70,1974,1974-11-24,11,27.223,SFO,,ATL,W 27-0,,,,,,,,,,,,,,
71,1974,1974-12-01,12,27.230,SFO,@,CLE,L 0-7,,,,,,,,,,,,,,
72,1974,1974-12-08,13,27.237,SFO,,GNB,W 7-6,3,61,20.33,0,0,0,,0,0,0,,0,0,0
73,1974,1974-12-15,14,27.244,SFO,,NOR,W 35-21,,,,,,,,,,,,,,
74,1975,1975-11-16,9,28.215,OAK,,CLE,W 38-17,,,,,,,,,,,,,,
75,1975,1975-11-23,10,28.222,OAK,@,WAS,W 26-23,,,,,,,,,,,,,,
76,1975,1975-11-30,11,28.229,OAK,,ATL,W 37-34,,,,,,,,,,,,,,
77,1975,1975-12-08,12,28.237,OAK,,DEN,W 17-10,,,,,,,,,,,,,,
78,1975,1975-12-14,13,28.243,OAK,,HOU,L 26-27,,,,,,,,,,,,,,
79,1975,1975-12-21,14,28.250,OAK,,KAN,W 28-20,,,,,,,,,,,,,,
80,1976,1976-09-12,1,29.150,OAK,,PIT,W 31-28,,,,,,,,,,,,,,
81,1976,1976-09-20,2,29.158,OAK,@,KAN,W 24-21,,,,,,,,,,,,,,
82,1976,1976-09-26,3,29.164,OAK,@,HOU,W 14-13,,,,,,,,,,,,,,
83,1976,1976-10-03,4,29.171,OAK,@,NWE,L 17-48,3,10,3.33,0,0,0,,0,0,0,,0,0,0
84,1976,1976-10-10,5,29.178,OAK,@,SDG,W 27-17,,,,,,,,,,,,,,
85,1976,1976-10-17,6,29.185,OAK,@,DEN,W 17-10,1,5,5.00,0,0,0,,0,0,0,,0,0,0
86,1976,1976-11-07,9,29.206,OAK,@,CHI,W 28-27,,,,,,,,,,,,,,
87,1977,1977-09-18,1,30.156,OAK,,SDG,W 24-0,,,,,,,,,,,,,,
88,1977,1977-09-25,2,30.163,OAK,@,PIT,W 16-7,,,,,,,,,,,,,,
89,1977,1977-10-03,3,30.171,OAK,@,KAN,W 37-28,,,,,,,,,,,,,,
90,1977,1977-10-09,4,30.177,OAK,@,CLE,W 26-10,,,,,,,,,,,,,,
91,1977,1977-10-16,5,30.184,OAK,,DEN,L 7-30,,,,,,,,,,,,,,
92,1977,1977-10-23,6,30.191,OAK,@,NYJ,W 28-27,,,,,,,,,,,,,,
93,1977,1977-10-30,7,30.198,OAK,@,DEN,W 24-14,,,,,,,,,,,,,,
94,1977,1977-11-06,8,30.205,OAK,,SEA,W 44-7,,,,,,,,,,,,,,
95,1977,1977-11-13,9,30.212,OAK,,HOU,W 34-29,,,,,,,,,,,,,,
96,1977,1977-11-20,10,30.219,OAK,@,SDG,L 7-12,,,,,,,,,,,,,,
97,1977,1977-12-04,12,30.233,OAK,@,RAM,L 14-20,,,,,,,,,,,,,,
98,1977,1977-12-18,14,30.247,OAK,,KAN,W 21-20,,,,,,,,,,,,,,
