ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1974,1974-09-15,1,23.331,ATL,,DAL,L 0-24,,,,,,,,,,,,,
2,1974,1974-09-22,2,23.338,ATL,,SFO,L 10-16,,,,,,,,,,,,,
3,1974,1974-09-29,3,23.345,ATL,@,NOR,L 13-14,,,,,,,,,,,,,
4,1974,1974-10-06,4,23.352,ATL,@,NYG,W 14-7,,,,,,,,,,,,,
5,1974,1974-10-13,5,23.359,ATL,,CHI,W 13-10,,,,,,,,,,,,,
6,1974,1974-10-20,6,24.001,ATL,,NOR,L 3-13,2,55,27.50,0,0,0,,0,0,0,0,0,0
7,1974,1974-10-28,7,24.009,ATL,@,PIT,L 17-24,3,81,27.00,0,0,0,,0,0,0,0,0,0
8,1974,1974-11-03,8,24.015,ATL,@,MIA,L 7-42,,,,,,,,,,,,,
9,1974,1974-11-10,9,24.022,ATL,@,RAM,L 0-21,,,,,,,,,,,,,
10,1974,1974-11-17,10,24.029,ATL,,BAL,L 7-17,,,,,,,,,,,,,
11,1974,1974-11-24,11,24.036,ATL,@,SFO,L 0-27,,,,,,,,,,,,,
12,1974,1974-12-01,12,24.043,ATL,,RAM,L 7-30,,,,,,,,,,,,,
13,1974,1974-12-07,13,24.049,ATL,@,MIN,L 10-23,,,,,,,,,,,,,
14,1974,1974-12-15,14,24.057,ATL,,GNB,W 10-3,,,,,,,,,,,,,
15,1975,1975-09-21,1,24.337,ATL,@,STL,L 20-23,,,,,,,,,,,,,
16,1975,1975-09-28,2,24.344,ATL,,DET,L 14-17,,,,,,,,,,,,,
17,1975,1975-10-05,3,24.351,ATL,,NOR,W 14-7,,,,,,,,,,,,,
18,1975,1975-10-12,4,24.358,ATL,@,SFO,W 17-3,,,,,,,,,,,,,
19,1975,1975-10-19,5,25.000,ATL,@,RAM,L 7-22,,,,,,,,,,,,,
20,1975,1975-10-26,6,25.007,ATL,,CIN,L 14-21,,,,,,,,,,,,,
21,1975,1975-11-02,7,25.014,ATL,@,NOR,L 7-23,,,,,,,,,,,,,
22,1975,1975-11-09,8,25.021,ATL,@,MIN,L 0-38,,,,,,,,,,,,,
23,1975,1975-11-16,9,25.028,ATL,,RAM,L 7-16,,,,,,,,,,,,,
24,1975,1975-11-23,10,25.035,ATL,,DEN,W 35-21,,,,,,,,,,,,,
25,1975,1975-11-30,11,25.042,ATL,@,OAK,L 34-37,,,,,,,,,,,,,
26,1975,1975-12-07,12,25.049,ATL,,WAS,L 27-30,3,64,21.33,0,0,0,,0,0,0,0,0,0
27,1975,1975-12-14,13,25.056,ATL,,SFO,W 31-9,,,,,,,,,,,,,
28,1975,1975-12-21,14,25.063,ATL,@,GNB,L 13-22,2,30,15.00,0,0,0,,0,0,0,0,0,0
29,1976,1976-09-12,1,25.329,ATL,,RAM,L 14-30,2,45,22.50,0,0,0,,0,0,0,0,0,0
30,1976,1976-09-19,2,25.336,ATL,@,DET,L 10-24,2,41,20.50,0,0,0,,0,0,0,0,0,0
31,1976,1976-09-26,3,25.343,ATL,@,CHI,W 10-0,,,,,,,,,,,,,
32,1976,1976-10-03,4,25.350,ATL,,PHI,L 13-14,,,,,,,,,,,,,
33,1976,1976-10-10,5,25.357,ATL,@,NOR,L 0-30,1,44,44.00,0,0,0,,0,0,0,0,0,0
34,1976,1976-10-17,6,25.364,ATL,,CLE,L 17-20,2,46,23.00,0,0,0,,0,0,0,0,0,0
35,1976,1976-10-23,7,26.004,ATL,@,SFO,L 0-15,0,0,,0,1,8,8.00,0,0,0,0,0,0
36,1976,1976-10-31,8,26.012,ATL,,NOR,W 23-20,1,28,28.00,0,0,0,,0,0,0,0,0,0
37,1976,1976-11-07,9,26.019,ATL,@,SEA,L 13-30,2,28,14.00,0,0,0,,0,0,0,0,0,0
38,1976,1976-11-14,10,26.026,ATL,,SFO,W 21-16,,,,,,,,,,,,,
39,1976,1976-11-21,11,26.033,ATL,,DAL,W 17-10,,,,,,,,,,,,,
40,1976,1976-11-28,12,26.040,ATL,@,HOU,L 14-20,,,,,,,,,,,,,
41,1976,1976-12-04,13,26.046,ATL,@,RAM,L 0-59,2,38,19.00,0,0,0,,0,0,0,0,0,0
42,1976,1976-12-12,14,26.054,ATL,,GNB,L 20-24,,,,,,,,,,,,,
43,1977,1977-09-18,1,26.334,ATL,,RAM,W 17-6,,,,,,,,,,,,,
44,1977,1977-09-25,2,26.341,ATL,@,WAS,L 6-10,,,,,,,,,,,,,
45,1977,1977-10-02,3,26.348,ATL,,NYG,W 17-3,,,,,,,,,,,,,
46,1977,1977-10-09,4,26.355,ATL,@,SFO,W 7-0,,,,,,,,,,,,,
47,1977,1977-10-16,5,26.362,ATL,@,BUF,L 0-3,0,0,,0,1,10,10.00,0,0,0,0,0,0
48,1977,1977-10-23,6,27.004,ATL,@,CHI,W 16-10,,,,,,,,,,,,,
49,1977,1977-10-30,7,27.011,ATL,,MIN,L 7-14,,,,,,,,,,,,,
50,1977,1977-11-06,8,27.018,ATL,,SFO,L 3-10,,,,,,,,,,,,,
51,1977,1977-11-13,9,27.025,ATL,,DET,W 17-6,,,,,,,,,,,,,
52,1977,1977-11-20,10,27.032,ATL,@,NOR,L 20-21,0,0,,0,0,0,,0,1,6,1,72,1
53,1977,1977-11-27,11,27.039,ATL,@,TAM,W 17-0,,,,,,,,,,,,,
54,1977,1977-12-04,12,27.046,ATL,,NWE,L 10-16,0,0,,0,0,0,,0,0,0,1,17,0
55,1977,1977-12-11,13,27.053,ATL,@,RAM,L 7-23,0,0,,0,0,0,,0,0,0,1,33,0
56,1977,1977-12-18,14,27.060,ATL,,NOR,W 35-7,,,,,,,,,,,,,
57,1978,1978-09-03,1,27.319,ATL,,HOU,W 20-14,,,,,,,,,,,,,
58,1978,1978-09-10,2,27.326,ATL,@,RAM,L 0-10,0,0,,0,0,0,,0,0,0,1,32,0
59,1978,1978-09-17,3,27.333,ATL,,CLE,L 16-24,,,,,,,,,,,,,
60,1978,1978-09-24,4,27.340,ATL,@,TAM,L 9-14,,,,,,,,,,,,,
61,1978,1978-10-01,5,27.347,ATL,,NYG,W 23-20,,,,,,,,,,,,,
62,1978,1978-10-08,6,27.354,ATL,@,PIT,L 7-31,,,,,,,,,,,,,
63,1978,1978-10-15,7,27.361,ATL,,DET,W 14-0,,,,,,,,,,,,,
64,1978,1978-10-22,8,28.003,ATL,@,SFO,W 20-17,0,0,,0,1,12,12.00,0,0,0,0,0,0
65,1978,1978-10-30,9,28.011,ATL,,RAM,W 15-7,0,0,,0,0,0,,0,0,0,1,5,0
66,1978,1978-11-05,10,28.017,ATL,,SFO,W 21-10,0,0,,0,1,0,0.00,0,0,0,0,0,0
67,1978,1978-11-12,11,28.024,ATL,@,NOR,W 20-17,,,,,,,,,,,,,
68,1978,1978-11-19,12,28.031,ATL,@,CHI,L 7-13,,,,,,,,,,,,,
69,1978,1978-11-26,13,28.038,ATL,,NOR,W 20-17,,,,,,,,,,,,,
70,1978,1978-12-03,14,28.045,ATL,@,CIN,L 7-37,,,,,,,,,,,,,
71,1978,1978-12-10,15,28.052,ATL,,WAS,W 20-17,,,,,,,,,,,,,
72,1978,1978-12-17,16,28.059,ATL,@,STL,L 21-42,,,,,,,,,,,,,
73,1979,1979-09-02,1,28.318,ATL,@,NOR,W 40-34,,,,,,,,,,,,,
74,1979,1979-09-10,2,28.326,ATL,@,PHI,W 14-10,,,,,,,,,,,,,
75,1979,1979-09-16,3,28.332,ATL,,DEN,L 17-20,0,0,,0,0,0,,0,0,0,1,34,0
76,1979,1979-09-23,4,28.339,ATL,@,DET,L 23-24,,,,,,,,,,,,,
77,1979,1979-09-30,5,28.346,ATL,,WAS,L 7-16,,,,,,,,,,,,,
78,1979,1979-10-07,6,28.353,ATL,,GNB,W 25-7,1,19,19.00,0,0,0,,0,0,0,0,0,0
79,1979,1979-10-14,7,28.360,ATL,@,OAK,L 19-50,,,,,,,,,,,,,
80,1979,1979-10-21,8,29.002,ATL,@,SFO,L 15-20,,,,,,,,,,,,,
81,1979,1979-10-29,9,29.010,ATL,,SEA,L 28-31,,,,,,,,,,,,,
82,1979,1979-11-04,10,29.016,ATL,,TAM,W 17-14,,,,,,,,,,,,,
83,1979,1979-11-11,11,29.023,ATL,@,NYG,L 3-24,,,,,,,,,,,,,
84,1979,1979-11-19,12,29.031,ATL,@,RAM,L 14-20,,,,,,,,,,,,,
85,1979,1979-11-25,13,29.037,ATL,,NOR,L 6-37,,,,,,,,,,,,,
86,1979,1979-12-02,14,29.044,ATL,@,SDG,W 28-26,,,,,,,,,,,,,
87,1979,1979-12-09,15,29.051,ATL,,RAM,L 13-34,,,,,,,,,,,,,
88,1979,1979-12-16,16,29.058,ATL,,SFO,W 31-21,,,,,,,,,,,,,
89,1980,1980-09-07,1,29.324,ATL,@,MIN,L 23-24,,,,,,,,,,,,,
90,1980,1980-09-21,3,29.338,ATL,,MIA,L 17-20,,,,,,,,,,,,,
91,1980,1980-09-28,4,29.345,ATL,@,SFO,W 20-17,,,,,,,,,,,,,
92,1980,1980-10-05,5,29.352,ATL,,DET,W 43-28,,,,,,,,,,,,,
93,1980,1980-10-12,6,29.359,ATL,,NYJ,L 7-14,,,,,,,,,,,,,
94,1980,1980-10-19,7,30.000,ATL,@,NOR,W 41-14,,,,,,,,,,,,,
95,1980,1980-10-26,8,30.007,ATL,,RAM,W 13-10,,,,,,,,,,,,,
96,1980,1980-11-02,9,30.014,ATL,@,BUF,W 30-14,,,,,,,,,,,,,
97,1980,1980-11-09,10,30.021,ATL,@,STL,W 33-27,,,,,,,,,,,,,
98,1980,1980-11-16,11,30.028,ATL,,NOR,W 31-13,,,,,,,,,,,,,
99,1980,1980-11-23,12,30.035,ATL,,CHI,W 28-17,,,,,,,,,,,,,
100,1980,1980-11-30,13,30.042,ATL,,WAS,W 10-6,,,,,,,,,,,,,
101,1980,1980-12-07,14,30.049,ATL,@,PHI,W 20-17,,,,,,,,,,,,,
102,1980,1980-12-14,15,30.056,ATL,,SFO,W 35-10,,,,,,,,,,,,,
103,1980,1980-12-21,16,30.063,ATL,@,RAM,L 17-20,,,,,,,,,,,,,
