ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
15,1988,1988-09-18,3,24.162,PHO,@,TAM,W 30-24,,3,24,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
16,1988,1988-09-25,4,24.169,PHO,,WAS,W 30-21,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
17,1988,1988-10-02,5,24.176,PHO,@,RAM,W 41-27,,1,27,27.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
18,1988,1988-10-09,6,24.183,PHO,,PIT,W 31-14,,2,42,21.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
19,1988,1988-10-16,7,24.190,PHO,@,WAS,L 17-33,,3,44,14.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
20,1988,1988-10-23,8,24.197,PHO,,CLE,L 21-29,,4,56,14.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
21,1988,1988-10-30,9,24.204,PHO,@,DAL,W 16-10,,3,34,11.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
22,1988,1988-11-06,10,24.211,PHO,,SFO,W 24-23,,0,0,,0,,,,,,,,,,,,,,,,,,,
23,1988,1988-11-13,11,24.218,PHO,,NYG,W 24-17,,5,38,7.60,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
24,1988,1988-11-20,12,24.225,PHO,@,HOU,L 20-38,,1,52,52.00,1,,,0,0,,0,0,0,,0,0,0,,,,,,1,6
25,1988,1988-11-27,13,24.232,PHO,@,PHI,L 21-31,,2,14,7.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
26,1988,1988-12-04,14,24.239,PHO,@,NYG,L 7-44,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
27,1988,1988-12-10,15,24.245,PHO,,PHI,L 17-23,,5,46,9.20,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
28,1988,1988-12-18,16,24.253,PHO,,GNB,L 17-26,,3,16,5.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
29,1989,1989-09-10,1,25.154,PHO,@,DET,W 16-13,,4,65,16.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
30,1989,1989-09-17,2,25.161,PHO,@,SEA,W 34-24,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
31,1989,1989-09-24,3,25.168,PHO,@,NYG,L 7-35,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
32,1989,1989-10-01,4,25.175,PHO,,SDG,L 13-24,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
33,1989,1989-10-08,5,25.182,PHO,@,WAS,L 28-30,,1,20,20.00,0,,,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,0,0
34,1989,1989-10-15,6,25.189,PHO,,PHI,L 5-17,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
35,1989,1989-10-22,7,25.196,PHO,,ATL,W 34-20,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
36,1989,1989-10-29,8,25.203,PHO,@,DAL,W 19-10,,3,18,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
37,1989,1989-11-05,9,25.210,PHO,,NYG,L 13-20,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
38,1989,1989-11-12,10,25.217,PHO,,DAL,W 24-20,,6,105,17.50,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
39,1989,1989-11-19,11,25.224,PHO,@,RAM,L 14-37,,2,6,3.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
40,1989,1989-11-26,12,25.231,PHO,,TAM,L 13-14,,2,26,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
41,1989,1989-12-03,13,25.238,PHO,,WAS,L 10-29,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
42,1989,1989-12-10,14,25.245,PHO,@,RAI,L 14-16,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
43,1989,1989-12-16,15,25.251,PHO,,DEN,L 0-37,,4,21,5.25,0,,,0,0,,0,0,0,,0,0,0,,0,,,,0,0
44,1989,1989-12-24,16,25.259,PHO,@,PHI,L 14-31,,0,0,,0,,,,,,,0,0,,0,0,0,,0,,,,,
45,1990,1990-09-09,1,26.153,DAL,,SDG,W 17-14,,0,0,,0,,,,,,,,,,,,,,,,,,,
46,1990,1990-09-16,2,26.160,DAL,,NYG,L 7-28,,3,35,11.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
47,1990,1990-09-23,3,26.167,DAL,@,WAS,L 15-19,,3,23,7.67,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
48,1990,1990-09-30,4,26.174,DAL,@,NYG,L 17-31,,0,0,,0,,,,,,,,,,,,,,,,,,,
49,1990,1990-10-07,5,26.181,DAL,,TAM,W 14-10,,0,0,,0,,,,,,,,,,,,,,,,,,,
50,1990,1990-10-14,6,26.188,DAL,@,PHO,L 3-20,,0,0,,0,,,,,,,,,,,,,,,,,,,
51,1990,1990-10-21,7,26.195,DAL,@,TAM,W 17-13,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
52,1990,1990-10-28,8,26.202,DAL,,PHI,L 20-21,,0,0,,0,,,,,,,,,,,,,,,,,,,
53,1990,1990-11-04,9,26.209,DAL,@,NYJ,L 9-24,,1,6,6.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
54,1990,1990-11-11,10,26.216,DAL,,SFO,L 6-24,,0,0,,0,,,,,,,,,,,,,,,,,,,
55,1990,1990-11-18,11,26.223,DAL,@,RAM,W 24-21,,4,48,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
56,1990,1990-11-22,12,26.227,DAL,,WAS,W 27-17,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
57,1990,1990-12-02,13,26.237,DAL,,NOR,W 17-13,,0,0,,0,,,,,,,,,,,,,,,,,,,
58,1991,1991-09-29,5,27.173,DAL,,NYG,W 21-16,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
59,1991,1991-10-06,6,27.180,DAL,@,GNB,W 20-17,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
60,1991,1991-10-13,7,27.187,DAL,,CIN,W 35-23,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
61,1991,1991-10-27,8,27.201,DAL,@,DET,L 10-34,,0,0,,0,,,,,,,,,,,,,,,,,,,
62,1991,1991-11-03,9,27.208,DAL,,PHO,W 27-7,,0,0,,0,,,,,,,,,,,,,,,,,,,
63,1991,1991-11-10,10,27.215,DAL,@,HOU,L 23-26,,0,0,,0,,,,,,,,,,,,,,,,,,,
64,1991,1991-11-17,11,27.222,DAL,@,NYG,L 9-22,,0,0,,0,,,,,,,,,,,,,,,,,,,
65,1991,1991-11-24,12,27.229,DAL,@,WAS,W 24-21,,1,8,8.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
66,1991,1991-11-28,13,27.233,DAL,,PIT,W 20-10,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0
67,1991,1991-12-08,14,27.243,DAL,,NOR,W 23-14,,0,0,,0,,,,,,,,,,,,,,,,,,,
68,1991,1991-12-15,15,27.250,DAL,@,PHI,W 25-13,,0,0,,0,,,,,,,,,,,,,,,,,,,
69,1991,1991-12-22,16,27.257,DAL,,ATL,W 31-27,,0,0,,0,,,,,,,,,,,,,,,,,,,
70,1992,1992-09-13,2,28.157,BUF,@,SFO,W 34-31,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
71,1992,1992-09-20,3,28.164,BUF,,IND,W 38-0,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
72,1992,1992-09-27,4,28.171,BUF,@,NWE,W 41-7,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
73,1992,1992-10-04,5,28.178,BUF,,MIA,L 10-37,8,4,34,8.50,0,50.0%,4.25,0,0,,0,0,0,,0,0,0,,,,,,0,0
74,1992,1992-10-11,6,28.185,BUF,@,RAI,L 3-20,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
75,1992,1992-10-26,7,28.200,BUF,@,NYJ,W 24-20,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
76,1992,1992-11-01,8,28.206,BUF,,NWE,W 16-7,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
77,1992,1992-11-08,9,28.213,BUF,,PIT,W 28-20,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
78,1992,1992-11-22,11,28.227,BUF,,ATL,W 41-14,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
79,1992,1992-11-29,12,28.234,BUF,@,IND,L 13-16,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
80,1992,1992-12-06,13,28.241,BUF,,NYJ,L 17-24,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
81,1992,1992-12-12,14,28.247,BUF,,DEN,W 27-17,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
82,1992,1992-12-20,15,28.255,BUF,@,NOR,W 20-16,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
83,1992,1992-12-27,16,28.262,BUF,@,HOU,L 3-27,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
84,1993,1993-09-05,1,29.149,BUF,,NWE,W 38-14,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
85,1993,1993-09-12,2,29.156,BUF,@,DAL,W 13-10,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
86,1993,1993-09-26,3,29.170,BUF,,MIA,L 13-22,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
87,1993,1993-10-03,4,29.177,BUF,,NYG,W 17-14,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
88,1993,1993-10-11,5,29.185,BUF,,HOU,W 35-7,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
89,1993,1993-10-24,6,29.198,BUF,@,NYJ,W 19-10,1,0,0,,0,0.0%,0.00,,,,,,,,,,,,,,,,,
90,1993,1993-11-01,7,29.206,BUF,,WAS,W 24-10,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
91,1993,1993-11-07,8,29.212,BUF,@,NWE,W 13-10,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,,,,,0,0
92,1993,1993-11-21,10,29.226,BUF,,IND,W 23-9,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
93,1993,1993-11-28,11,29.233,BUF,@,KAN,L 7-23,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
94,1993,1993-12-05,12,29.240,BUF,,RAI,L 24-25,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
95,1993,1993-12-12,13,29.247,BUF,@,PHI,W 10-7,,0,0,,0,0.0%,,,,,,,,,,,,,,,,,,
