ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2016,2016-10-16,5,23.224,SEA,,ATL,W 26-24,,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2016,2016-10-23,6,23.231,SEA,@,ARI,T 6-6,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
3,2016,2016-10-30,7,23.238,SEA,@,NOR,L 20-25,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
4,2016,2016-11-07,8,23.246,SEA,,BUF,W 31-25,,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2016,2016-11-13,9,23.252,SEA,@,NWE,W 31-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0
6,2016,2016-12-04,12,23.273,SEA,,CAR,W 40-7,*,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0
7,2016,2016-12-11,13,23.280,SEA,@,GNB,L 10-38,,0,0,0,,0,0.0%,,0,0,,0,0,0
8,2016,2016-12-15,14,23.284,SEA,,LAR,W 24-3,,0,0,0,,0,0.0%,,0,0,,0,0,0
9,2017,2017-09-10,1,24.188,SEA,@,GNB,L 9-17,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
10,2017,2017-09-17,2,24.195,SEA,,SFO,W 12-9,,0,0,0,,0,0.0%,,0,0,,0,0,0
11,2017,2017-09-24,3,24.202,SEA,@,TEN,L 27-33,,0,0,0,,0,0.0%,,0,0,,0,0,0
12,2017,2017-10-01,4,24.209,SEA,,IND,W 46-18,,0,0,0,,0,0.0%,,0,0,,0,0,0
13,2017,2017-10-08,5,24.216,SEA,@,LAR,W 16-10,,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0
14,2017,2017-10-22,6,24.230,SEA,@,NYG,W 24-7,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
15,2017,2017-10-29,7,24.237,SEA,,HOU,W 41-38,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
16,2017,2017-11-05,8,24.244,SEA,,WAS,L 14-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0
17,2017,2017-11-09,9,24.248,SEA,@,ARI,W 22-16,,2,2,22,11.00,0,100.0%,11.00,0,0,,0,0,0
18,2017,2017-11-20,10,24.259,SEA,,ATL,L 31-34,,0,0,0,,0,0.0%,,0,0,,0,0,0
19,2017,2017-11-26,11,24.265,SEA,@,SFO,W 24-13,,4,2,29,14.50,1,50.0%,7.25,1,0,0.00,0,1,6
20,2017,2017-12-03,12,24.272,SEA,,PHI,W 24-10,*,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0
21,2017,2017-12-10,13,24.279,SEA,@,JAX,L 24-30,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
22,2017,2017-12-17,14,24.286,SEA,,LAR,L 7-42,*,0,0,0,,0,0.0%,,0,0,,0,0,0
23,2017,2017-12-24,15,24.293,SEA,@,DAL,W 21-12,,0,0,0,,0,0.0%,,0,0,,0,0,0
24,2018,2018-09-09,1,25.187,SEA,@,DEN,L 24-27,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0
25,2018,2018-09-17,2,25.195,SEA,@,CHI,L 17-24,*,5,3,23,7.67,0,60.0%,4.60,0,0,,0,0,0
26,2018,2018-09-23,3,25.201,SEA,,DAL,W 24-13,,5,4,27,6.75,0,80.0%,5.40,0,0,,0,0,0
