ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1974,1974-09-15,1,24.027,HOU,,SDG,W 21-14,0,0,,0,0,0,,0,0,0,,0,0,,,4,161,40.25,0
2,1974,1974-09-22,2,24.034,HOU,@,CLE,L 7-20,0,0,,0,0,0,,0,0,0,,0,0,,,3,116,38.67,0
3,1974,1974-09-29,3,24.041,HOU,,KAN,L 7-17,0,0,,0,0,0,,0,0,0,,0,0,,,3,109,36.33,0
4,1974,1974-10-06,4,24.048,HOU,,PIT,L 7-13,0,0,,0,0,0,,0,0,0,,0,0,,,6,230,38.33,0
5,1974,1974-10-13,5,24.055,HOU,@,MIN,L 10-51,0,0,,0,0,0,,0,0,0,,0,0,,,6,187,31.17,0
6,1974,1974-10-20,6,24.062,HOU,,STL,L 27-31,0,0,,0,0,0,,0,0,0,,0,0,,,3,114,38.00,0
7,1974,1974-10-27,7,24.069,HOU,@,CIN,W 34-21,0,0,,0,0,0,,0,0,0,,0,0,,,7,250,35.71,0
8,1974,1974-11-03,8,24.076,HOU,@,NYJ,W 27-22,0,0,,0,0,0,,0,0,0,,0,0,,,5,197,39.40,0
9,1974,1974-11-10,9,24.083,HOU,@,BUF,W 21-9,0,0,,0,0,0,,0,0,0,,0,0,,,6,258,43.00,0
10,1974,1974-11-17,10,24.090,HOU,,CIN,W 20-3,0,0,,0,0,0,,0,0,0,,0,0,,,6,253,42.17,0
11,1974,1974-11-24,11,24.097,HOU,,DAL,L 0-10,1,4,4.00,0,0,0,,0,0,0,,0,0,,,9,438,48.67,0
12,1974,1974-12-01,12,24.104,HOU,@,PIT,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,,,10,344,34.40,0
13,1974,1974-12-08,13,24.111,HOU,@,DEN,L 14-37,0,0,,0,0,0,,0,0,0,,0,0,,,4,173,43.25,0
14,1974,1974-12-15,14,24.118,HOU,,CLE,W 28-24,0,0,,0,0,0,,0,0,0,,0,0,,,7,270,38.57,0
15,1975,1975-09-21,1,25.033,HOU,@,NWE,W 7-0,0,0,,0,0,0,,0,0,0,,0,0,,,9,348,38.67,0
16,1975,1975-09-28,2,25.040,HOU,,SDG,W 33-17,0,0,,0,0,0,,0,0,0,,0,0,,,3,111,37.00,0
17,1975,1975-10-19,5,25.061,GNB,@,DAL,W 19-17,0,0,,0,0,0,,0,0,0,,0,0,,,7,312,44.57,0
18,1975,1975-10-26,6,25.068,GNB,,PIT,L 13-16,0,0,,0,0,0,,0,0,0,,0,0,,,8,308,38.50,0
19,1975,1975-11-02,7,25.075,GNB,,MIN,L 17-28,0,0,,0,0,0,,0,0,0,,0,0,,,4,112,28.00,0
20,1975,1975-11-09,8,25.082,GNB,@,CHI,L 14-27,0,0,,0,0,0,,0,0,0,,0,0,,,8,273,34.13,0
21,1975,1975-11-16,9,25.089,GNB,@,DET,L 10-13,0,0,,0,0,0,,0,0,0,,0,0,,,6,245,40.83,0
22,1975,1975-11-23,10,25.096,GNB,,NYG,W 40-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,205,41.00,0
23,1975,1975-11-30,11,25.103,GNB,,CHI,W 28-7,0,0,,0,0,0,,0,0,0,,0,0,,,7,254,36.29,0
24,1975,1975-12-07,12,25.110,GNB,@,MIN,L 3-24,0,0,,0,0,0,,0,0,0,,0,0,,,8,314,39.25,0
25,1975,1975-12-14,13,25.117,GNB,@,RAM,L 5-22,0,0,,0,0,0,,0,0,0,,0,0,,,7,265,37.86,0
26,1975,1975-12-21,14,25.124,GNB,,ATL,W 22-13,0,0,,0,0,0,,0,0,0,,0,0,,,6,194,32.33,0
27,1976,1976-09-12,1,26.024,GNB,,SFO,L 14-26,0,0,,0,0,0,,0,0,0,,0,0,,,8,304,38.00,0
28,1976,1976-09-19,2,26.031,GNB,@,STL,L 0-29,0,0,,0,0,0,,0,0,0,,0,0,,,8,375,46.88,0
29,1976,1976-09-26,3,26.038,GNB,@,CIN,L 7-28,0,0,,0,0,0,,0,0,0,,0,0,,,10,366,36.60,0
30,1976,1976-10-03,4,26.045,GNB,,DET,W 24-14,0,0,,0,0,0,,0,0,0,,0,0,,,5,176,35.20,0
31,1976,1976-10-10,5,26.052,GNB,,SEA,W 27-20,0,0,,0,0,0,,0,0,0,,0,0,,,4,133,33.25,1
32,1976,1976-10-17,6,26.059,GNB,,PHI,W 28-13,0,0,,0,0,0,,0,0,0,,0,0,,,5,138,27.60,0
33,1976,1976-10-24,7,26.066,GNB,@,OAK,L 14-18,0,0,,0,0,0,,0,0,0,,0,0,,,5,208,41.60,0
34,1976,1976-10-31,8,26.073,GNB,@,DET,L 6-27,0,0,,0,0,0,,0,0,0,,0,0,,,5,195,39.00,0
35,1976,1976-11-07,9,26.080,GNB,,NOR,W 32-27,0,0,,0,0,0,,0,0,0,,0,0,,,6,211,35.17,0
36,1976,1976-11-14,10,26.087,GNB,@,CHI,L 13-24,0,0,,0,0,0,,0,0,0,,0,0,,,4,141,35.25,0
