ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1999,1999-09-26,3,23.269,MIN,@,GNB,L 20-23,
2,1999,1999-10-03,4,23.276,MIN,,TAM,W 21-14,
3,2000,2000-12-10,14,24.345,NWE,@,CHI,L 17-24,
4,2000,2000-12-17,15,24.352,NWE,@,BUF,W 13-10,
5,2000,2000-12-24,16,24.359,NWE,,MIA,L 24-27,
