ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1997,1997-11-23,12,24.078,CIN,,JAX,W 31-26,
2,1997,1997-11-30,13,24.085,CIN,@,PHI,L 42-44,
3,1997,1997-12-14,15,24.099,CIN,,DAL,W 31-24,
4,1997,1997-12-21,16,24.106,MIN,,IND,W 39-28,
5,1999,1999-09-12,1,26.006,CIN,@,TEN,L 35-36,
6,1999,1999-09-19,2,26.013,CIN,,SDG,L 7-34,
7,1999,1999-09-26,3,26.020,CIN,@,CAR,L 3-27,
8,1999,1999-10-03,4,26.027,CIN,,STL,L 10-38,
9,1999,1999-10-10,5,26.034,CIN,@,CLE,W 18-17,
10,1999,1999-10-17,6,26.041,CIN,,PIT,L 3-17,
11,1999,1999-11-07,9,26.062,CIN,@,SEA,L 20-37,
12,1999,1999-11-14,10,26.069,CIN,,TEN,L 14-24,
13,1999,1999-11-21,11,26.076,CIN,,BAL,L 31-34,
14,1999,1999-11-28,12,26.083,CIN,@,PIT,W 27-20,
15,1999,1999-12-05,13,26.090,CIN,,SFO,W 44-30,
16,1999,1999-12-12,14,26.097,CIN,,CLE,W 44-28,
17,1999,1999-12-26,15,26.111,CIN,@,BAL,L 0-22,
18,1999,2000-01-02,16,26.118,CIN,@,JAX,L 7-24,
