ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2015,2015-09-13,1,22.251,IND,@,BUF,L 14-27,,3,2,45,22.50,0,66.7%,15.00,0,0,,0,0,0,,0,2,1,0.50,0,0,0
2,2015,2015-09-21,2,22.259,IND,,NYJ,L 7-20,,6,1,25,25.00,0,16.7%,4.17,0,0,,0,0,0,,0,0,0,,0,0,0
3,2015,2015-09-27,3,22.265,IND,@,TEN,W 35-33,,3,2,43,21.50,1,66.7%,14.33,0,0,,0,0,0,,0,0,0,,0,1,6
4,2015,2015-10-04,4,22.272,IND,,JAX,W 16-13,,3,2,7,3.50,0,66.7%,2.33,1,4,4.00,0,1,12,12.00,0,0,0,,0,0,0
5,2015,2015-10-08,5,22.276,IND,@,HOU,W 27-20,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,0,0,0
6,2015,2015-10-18,6,22.286,IND,,NWE,L 27-34,,4,2,30,15.00,0,50.0%,7.50,0,0,,0,0,0,,0,0,0,,0,0,0
7,2015,2015-10-25,7,22.293,IND,,NOR,L 21-27,,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
8,2015,2015-12-13,13,22.342,IND,@,JAX,L 16-51,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,0,0
9,2015,2015-12-20,14,22.349,IND,,HOU,L 10-16,,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,0,,0,0,0
10,2015,2015-12-27,15,22.356,IND,@,MIA,W 18-12,,3,2,29,14.50,0,66.7%,9.67,1,2,2.00,0,0,0,,0,0,0,,0,0,0
11,2015,2016-01-03,16,22.363,IND,,TEN,W 30-24,,9,4,28,7.00,0,44.4%,3.11,1,11,11.00,0,0,0,,0,0,0,,0,0,0
12,2016,2016-09-11,1,23.250,IND,,DET,L 35-39,,6,4,94,23.50,0,66.7%,15.67,0,0,,0,0,0,,0,0,0,,0,0,0
13,2016,2016-09-18,2,23.257,IND,@,DEN,L 20-34,,5,1,30,30.00,0,20.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
14,2016,2016-09-25,3,23.264,IND,,SDG,W 26-22,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,,0,0,0,,0,0,0
15,2016,2016-10-02,4,23.271,IND,@,JAX,L 27-30,*,3,1,64,64.00,1,33.3%,21.33,1,3,3.00,0,0,0,,0,0,0,,0,1,6
16,2016,2016-10-09,5,23.278,IND,,CHI,W 29-23,*,3,2,26,13.00,0,66.7%,8.67,0,0,,0,0,0,,0,0,0,,0,0,0
17,2016,2016-10-16,6,23.285,IND,@,HOU,L 23-26,*,5,2,12,6.00,0,40.0%,2.40,0,0,,0,0,0,,0,0,0,,0,0,0
18,2016,2016-10-30,8,23.299,IND,,KAN,L 14-30,,5,5,33,6.60,0,100.0%,6.60,0,0,,0,0,0,,0,0,0,,0,0,0
19,2016,2016-11-06,9,23.306,IND,@,GNB,W 31-26,,4,2,28,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,0,0
20,2016,2016-11-20,10,23.320,IND,,TEN,W 24-17,,3,1,50,50.00,0,33.3%,16.67,0,0,,0,0,0,,0,0,0,,0,0,0
21,2016,2016-11-24,11,23.324,IND,,PIT,L 7-28,*,6,3,31,10.33,0,50.0%,5.17,0,0,,0,0,0,,0,0,0,,0,0,0
22,2016,2016-12-05,12,23.335,IND,@,NYJ,W 41-10,,1,0,0,,0,0.0%,0.00,1,7,7.00,0,0,0,,0,0,0,,0,0,0
23,2016,2016-12-11,13,23.341,IND,,HOU,L 17-22,,8,3,19,6.33,0,37.5%,2.38,0,0,,0,0,0,,0,0,0,,0,0,0
24,2016,2016-12-18,14,23.348,IND,@,MIN,W 34-6,*,1,1,50,50.00,1,100.0%,50.00,0,0,,0,0,0,,0,0,0,,0,1,6
25,2016,2016-12-24,15,23.354,IND,@,OAK,L 25-33,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0,,0,0,0
