ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists
36,2014,2014-10-05,4,26.282,STL,@,PHI,L 28-34,,4,4,100.0,,,,0,4,0.0,0,0
37,2014,2014-10-13,5,26.290,STL,,SFO,L 17-31,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
38,2014,2014-10-19,6,26.296,STL,,SEA,W 28-26,,4,4,100.0,,1,0.0,0,4,0.0,0,0
39,2014,2014-10-26,7,26.303,STL,@,KAN,L 7-34,,1,1,100.0,,1,0.0,0,1,0.0,0,0
40,2014,2014-11-02,8,26.310,STL,@,SFO,W 13-10,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
41,2014,2014-11-09,9,26.317,STL,@,ARI,L 14-31,,2,2,100.0,,,,0,2,0.0,0,0
42,2014,2014-11-16,10,26.324,STL,,DEN,W 22-7,,1,1,100.0,5,5,100.0,0,16,0.0,0,0
43,2014,2014-11-23,11,26.331,STL,@,SDG,L 24-27,,3,3,100.0,1,2,50.0,0,6,0.0,0,0
44,2014,2014-11-30,12,26.338,STL,,OAK,W 52-0,,7,7,100.0,1,1,100.0,0,10,0.0,0,0
45,2014,2014-12-07,13,26.345,STL,@,WAS,W 24-0,,1,2,50.0,1,3,33.3,0,4,0.0,0,0
46,2014,2014-12-11,14,26.349,STL,,ARI,L 6-12,,,,,2,2,100.0,0,6,0.0,0,0
47,2014,2014-12-21,15,26.359,STL,,NYG,L 27-37,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
48,2014,2014-12-28,16,27.001,STL,@,SEA,L 6-20,,,,,2,2,100.0,0,6,0.0,0,0
49,2015,2015-09-13,1,27.260,STL,,SEA,W 34-31,,4,4,100.0,2,2,100.0,0,10,0.0,0,0
50,2015,2015-09-20,2,27.267,STL,@,WAS,L 10-24,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
51,2015,2015-09-27,3,27.274,STL,,PIT,L 6-12,,,,,2,2,100.0,0,6,0.0,0,0
52,2015,2015-10-04,4,27.281,STL,@,ARI,W 24-22,,3,3,100.0,1,1,100.0,0,6,0.0,0,0
53,2015,2015-10-11,5,27.288,STL,@,GNB,L 10-24,,1,1,100.0,1,4,25.0,0,4,0.0,0,0
54,2015,2015-10-25,6,27.302,STL,,CLE,W 24-6,,3,3,100.0,1,3,33.3,0,6,0.0,0,0
55,2015,2015-11-01,7,27.309,STL,,SFO,W 27-6,,2,2,100.0,1,2,50.0,0,5,0.0,0,0
56,2015,2015-11-08,8,27.316,STL,@,MIN,L 18-21,,,,,4,5,80.0,0,12,0.0,0,0
57,2015,2015-11-15,9,27.323,STL,,CHI,L 13-37,,1,1,100.0,2,2,100.0,0,7,0.0,0,0
58,2015,2015-11-22,10,27.330,STL,@,BAL,L 13-16,,1,2,50.0,,1,0.0,0,1,0.0,0,0
59,2015,2015-12-13,13,27.351,STL,,DET,W 21-14,,3,3,100.0,,,,0,3,0.0,0,0
60,2015,2015-12-17,14,27.355,STL,,TAM,W 31-23,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
61,2015,2015-12-27,15,28.000,STL,@,SEA,W 23-17,,2,3,66.7,1,1,100.0,0,5,0.0,0,0
62,2015,2016-01-03,16,28.007,STL,@,SFO,L 16-19,,1,1,100.0,3,5,60.0,0,10,0.0,0,0
63,2016,2016-09-12,1,28.260,LAR,@,SFO,L 0-28,,,,,,,,0,0,0.0,0,0
64,2016,2016-09-18,2,28.266,LAR,,SEA,W 9-3,,,,,3,3,100.0,0,9,0.0,0,0
65,2016,2016-09-25,3,28.273,LAR,@,TAM,W 37-32,,4,4,100.0,1,1,100.0,0,7,0.0,0,0
66,2016,2016-10-02,4,28.280,LAR,@,ARI,W 17-13,,2,2,100.0,1,1,100.0,0,5,0.0,0,0
67,2016,2016-10-09,5,28.287,LAR,,BUF,L 19-30,,1,1,100.0,4,4,100.0,0,13,0.0,0,0
68,2016,2016-10-16,6,28.294,LAR,@,DET,L 28-31,,4,4,100.0,,,,0,4,0.0,0,0
69,2016,2016-10-23,7,28.301,LAR,,NYG,L 10-17,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
70,2016,2016-11-06,8,28.315,LAR,,CAR,L 10-13,,1,1,100.0,1,3,33.3,0,4,0.0,0,0
71,2016,2016-11-13,9,28.322,LAR,@,NYJ,W 9-6,,,,,3,3,100.0,0,9,0.0,0,0
72,2016,2016-11-20,10,28.329,LAR,,MIA,L 10-14,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
73,2016,2016-11-27,11,28.336,LAR,@,NOR,L 21-49,,3,3,100.0,,,,0,3,0.0,0,0
74,2016,2016-12-04,12,28.343,LAR,@,NWE,L 10-26,,1,1,100.0,1,1,100.0,0,4,0.0,0,0
75,2016,2016-12-11,13,28.350,LAR,,ATL,L 14-42,,2,2,100.0,,,,0,2,0.0,0,0
76,2016,2016-12-15,14,28.354,LAR,@,SEA,L 3-24,,,,,1,1,100.0,0,3,0.0,0,0
77,2016,2016-12-24,15,28.363,LAR,,SFO,L 21-22,,3,3,100.0,,,,0,3,0.0,0,0
78,2016,2017-01-01,16,29.005,LAR,,ARI,L 6-44,,,,,2,2,100.0,0,6,0.0,0,0
79,2017,2017-09-10,1,29.257,LAR,,IND,W 46-9,,5,5,100.0,3,3,100.0,0,14,0.0,0,0
80,2017,2017-09-17,2,29.264,LAR,,WAS,L 20-27,,2,2,100.0,2,2,100.0,0,8,0.0,0,0
81,2017,2017-09-21,3,29.268,LAR,@,SFO,W 41-39,,5,5,100.0,2,2,100.0,0,11,0.0,0,0
82,2017,2017-10-01,4,29.278,LAR,@,DAL,W 35-30,,2,2,100.0,7,7,100.0,0,23,0.0,0,0
83,2017,2017-10-08,5,29.285,LAR,,SEA,L 10-16,,1,1,100.0,1,2,50.0,0,4,0.0,0,0
84,2017,2017-10-15,6,29.292,LAR,@,JAX,W 27-17,,3,3,100.0,2,2,100.0,0,9,0.0,0,0
85,2017,2017-10-22,7,29.299,LAR,,ARI,W 33-0,,3,3,100.0,4,4,100.0,0,15,0.0,0,0
86,2017,2017-11-05,8,29.313,LAR,@,NYG,W 51-17,,6,6,100.0,3,3,100.0,0,15,0.0,0,0
87,2017,2017-11-12,9,29.320,LAR,,HOU,W 33-7,,3,3,100.0,4,4,100.0,0,15,0.0,0,0
88,2017,2017-11-19,10,29.327,LAR,@,MIN,L 7-24,,1,1,100.0,,,,0,1,0.0,0,0
89,2017,2017-11-26,11,29.334,LAR,,NOR,W 26-20,,2,2,100.0,4,5,80.0,0,14,0.0,0,0
90,2017,2017-12-03,12,29.341,LAR,@,ARI,W 32-16,,2,3,66.7,4,4,100.0,0,14,0.0,0,0
91,2017,2017-12-10,13,29.348,LAR,,PHI,L 35-43,,5,5,100.0,,,,0,5,0.0,0,0
92,2017,2017-12-17,14,29.355,LAR,@,SEA,W 42-7,,4,5,80.0,2,2,100.0,0,10,0.0,0,0
93,2018,2018-09-10,1,30.257,LAR,@,OAK,W 33-13,,3,3,100.0,4,5,80.0,0,15,0.0,0,0
94,2018,2018-09-16,2,30.263,LAR,,ARI,W 34-0,,,,,,,,0,0,0.0,0,0
