ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2006,2006-10-08,5,22.243,STL,@,GNB,W 23-20,,,0,0,,0,0.0%,,0,0,,0,0,0
2,2006,2006-10-15,6,22.250,STL,,SEA,L 28-30,,,0,0,,0,0.0%,,0,0,,0,0,0
3,2006,2006-11-26,11,22.292,STL,,SFO,W 20-17,,,0,0,,0,0.0%,,0,0,,0,0,0
4,2006,2006-12-24,15,22.320,STL,,WAS,W 37-31,,2,2,39,19.50,1,100.0%,19.50,0,0,,0,1,6
5,2006,2006-12-31,16,22.327,STL,@,MIN,W 41-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,2007,2007-09-09,1,23.214,STL,,CAR,L 13-27,,,0,0,,0,0.0%,,0,0,,0,0,0
7,2007,2007-09-16,2,23.221,STL,,SFO,L 16-17,,,0,0,,0,0.0%,,0,0,,0,0,0
8,2007,2007-09-23,3,23.228,STL,@,TAM,L 3-24,,,0,0,,0,0.0%,,0,0,,0,0,0
9,2007,2007-10-07,5,23.242,STL,,ARI,L 31-34,,,0,0,,0,0.0%,,0,0,,0,0,0
10,2007,2007-10-14,6,23.249,STL,@,BAL,L 3-22,,5,4,44,11.00,0,80.0%,8.80,0,0,,0,0,0
11,2007,2007-10-28,8,23.263,STL,,CLE,L 20-27,,,0,0,,0,0.0%,,0,0,,0,0,0
12,2007,2007-12-09,13,23.305,STL,@,CIN,L 10-19,,,0,0,,0,0.0%,,0,0,,0,0,0
13,2007,2007-12-16,14,23.312,STL,,GNB,L 14-33,,,0,0,,0,0.0%,,0,0,,0,0,0
14,2007,2007-12-20,15,23.316,STL,,PIT,L 24-41,,,0,0,,0,0.0%,,0,0,,0,0,0
15,2011,2011-09-11,1,27.216,SEA,@,SFO,L 17-33,,0,0,0,,0,0.0%,,1,10,10.00,0,0,0
16,2011,2011-12-11,13,27.307,WAS,,NWE,L 27-34,,,,,,,0.0%,,,,,,,
17,2011,2011-12-18,14,27.314,WAS,@,NYG,W 23-10,,,,,,,0.0%,,,,,,,
