ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,21.183,DAL,@,HOU,L 10-19,*,14,4,47,11.75,0,28.6%,3.36,0,0,,0,0,0,0.0,,
2,2002,2002-09-15,2,21.190,DAL,,TEN,W 21-13,*,4,3,87,29.00,0,75.0%,21.75,0,0,,0,0,0,0.0,,
3,2002,2002-09-22,3,21.197,DAL,@,PHI,L 13-44,*,10,4,35,8.75,0,40.0%,3.50,1,24,24.00,0,0,0,0.0,,
4,2002,2002-09-29,4,21.204,DAL,@,STL,W 13-10,*,5,3,47,15.67,0,60.0%,9.40,0,0,,0,0,0,0.0,,
5,2002,2002-10-06,5,21.211,DAL,,NYG,L 17-21,*,6,2,14,7.00,1,33.3%,2.33,1,3,3.00,0,1,6,0.0,,
6,2002,2002-10-13,6,21.218,DAL,,CAR,W 14-13,,7,3,45,15.00,1,42.9%,6.43,0,0,,0,1,6,0.0,,
7,2002,2002-10-20,7,21.225,DAL,@,ARI,L 6-9,*,7,3,96,32.00,1,42.9%,13.71,0,0,,0,1,6,0.0,,
8,2002,2002-10-27,8,21.232,DAL,,SEA,L 14-17,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,0.0,,
9,2002,2002-11-03,9,21.239,DAL,@,DET,L 7-9,*,5,1,6,6.00,0,20.0%,1.20,1,3,3.00,0,0,0,0.0,,
10,2002,2002-11-17,10,21.253,DAL,@,IND,L 3-20,*,6,3,44,14.67,0,50.0%,7.33,1,15,15.00,0,0,0,0.0,,
11,2002,2002-11-24,11,21.260,DAL,,JAX,W 21-19,*,2,1,12,12.00,0,50.0%,6.00,1,3,3.00,0,0,0,0.0,,
12,2002,2002-11-28,12,21.264,DAL,,WAS,W 27-20,*,4,2,41,20.50,1,50.0%,10.25,0,0,,0,1,6,0.0,,
13,2002,2002-12-08,13,21.274,DAL,,SFO,L 27-31,*,4,1,10,10.00,0,25.0%,2.50,0,0,,0,0,0,0.0,,
14,2002,2002-12-15,14,21.281,DAL,@,NYG,L 7-37,*,5,3,31,10.33,1,60.0%,6.20,1,-8,-8.00,0,1,6,0.0,,
15,2002,2002-12-21,15,21.287,DAL,,PHI,L 3-27,*,3,3,34,11.33,0,100.0%,11.33,0,0,,0,0,0,0.0,,
16,2002,2002-12-29,16,21.295,DAL,@,WAS,L 14-20,*,9,7,170,24.29,1,77.8%,18.89,0,0,,0,1,6,0.0,,
17,2003,2003-09-07,1,22.182,DAL,,ATL,L 13-27,,4,2,71,35.50,0,50.0%,17.75,0,0,,0,0,0,0.0,,
18,2003,2003-09-15,2,22.190,DAL,@,NYG,W 35-32,,6,5,98,19.60,0,83.3%,16.33,0,0,,0,0,0,0.0,,
19,2003,2003-09-28,3,22.203,DAL,@,NYJ,W 17-6,,2,1,13,13.00,1,50.0%,6.50,0,0,,0,1,6,0.0,,
20,2003,2003-10-05,4,22.210,DAL,,ARI,W 24-7,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,0.0,,
21,2003,2003-10-12,5,22.217,DAL,,PHI,W 23-21,,3,1,49,49.00,0,33.3%,16.33,0,0,,0,0,0,0.0,,
22,2003,2003-10-19,6,22.224,DAL,@,DET,W 38-7,,6,4,57,14.25,0,66.7%,9.50,1,-2,-2.00,0,0,0,0.0,,
23,2003,2003-10-26,7,22.231,DAL,@,TAM,L 0-16,*,2,,,,,0.0%,,,,,,,,,,
24,2003,2003-11-02,8,22.238,DAL,,WAS,W 21-14,*,6,5,52,10.40,0,83.3%,8.67,0,0,,0,0,0,0.0,,
25,2003,2003-11-09,9,22.245,DAL,,BUF,W 10-6,,6,3,21,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
26,2003,2003-11-16,10,22.252,DAL,@,NWE,L 0-12,*,12,3,35,11.67,0,25.0%,2.92,1,2,2.00,0,0,0,0.0,,
27,2003,2003-11-23,11,22.259,DAL,,CAR,W 24-20,,6,2,17,8.50,0,33.3%,2.83,0,0,,0,0,0,0.0,,
28,2003,2003-11-27,12,22.263,DAL,,MIA,L 21-40,,4,3,44,14.67,1,75.0%,11.00,0,0,,0,1,6,0.0,,
29,2003,2003-12-07,13,22.273,DAL,@,PHI,L 10-36,,1,,,,,0.0%,,,,,,,,,,
30,2003,2003-12-14,14,22.280,DAL,@,WAS,W 27-0,*,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,0.0,,
31,2003,2003-12-21,15,22.287,DAL,,NYG,W 19-3,*,8,4,41,10.25,0,50.0%,5.13,0,0,,0,0,0,0.0,,
32,2003,2003-12-28,16,22.294,DAL,@,NOR,L 7-13,,9,2,20,10.00,0,22.2%,2.22,0,0,,0,0,0,0.0,,
33,2004,2004-09-12,1,23.187,DAL,@,MIN,L 17-35,,11,8,112,14.00,0,72.7%,10.18,0,0,,0,0,0,0.0,,
34,2004,2004-09-19,2,23.194,DAL,,CLE,W 19-12,,5,3,54,18.00,0,60.0%,10.80,0,0,,0,0,0,0.0,,
35,2004,2004-09-27,3,23.202,DAL,@,WAS,W 21-18,*,5,3,63,21.00,0,60.0%,12.60,0,0,,0,0,0,0.0,,
36,2004,2004-10-10,4,23.215,DAL,,NYG,L 10-26,,4,1,15,15.00,0,25.0%,3.75,0,0,,0,0,0,0.0,,
37,2004,2004-10-17,5,23.222,DAL,,PIT,L 20-24,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0,0.0,,
38,2004,2004-10-24,7,23.229,CLE,,PHI,L 31-34,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,,
39,2004,2004-11-07,8,23.243,CLE,@,BAL,L 13-27,,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,0.0,,
40,2004,2004-11-14,9,23.250,CLE,,PIT,L 10-24,*,5,2,26,13.00,0,40.0%,5.20,0,0,,0,0,0,0.0,,
41,2004,2004-11-21,10,23.257,CLE,,NYJ,L 7-10,*,6,3,36,12.00,0,50.0%,6.00,0,0,,0,0,0,0.0,,
42,2004,2004-11-28,11,23.264,CLE,@,CIN,L 48-58,,12,8,131,16.38,2,66.7%,10.92,0,0,,0,2,12,0.0,,
43,2004,2004-12-05,12,23.271,CLE,,NWE,L 15-42,*,10,7,115,16.43,2,70.0%,11.50,0,0,,0,2,12,0.0,,
44,2004,2004-12-12,13,23.278,CLE,@,BUF,L 7-37,*,9,4,37,9.25,0,44.4%,4.11,0,0,,0,0,0,0.0,,
45,2004,2004-12-19,14,23.285,CLE,,SDG,L 0-21,*,10,3,30,10.00,0,30.0%,3.00,0,0,,0,0,0,0.0,,
46,2004,2004-12-26,15,23.292,CLE,@,MIA,L 7-10,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,0.0,,
47,2004,2005-01-02,16,23.299,CLE,@,HOU,W 22-14,*,10,7,87,12.43,0,70.0%,8.70,0,0,,0,0,0,0.0,,
48,2005,2005-09-11,1,24.186,CLE,,CIN,L 13-27,*,10,5,65,13.00,0,50.0%,6.50,0,0,,0,0,0,0.0,,
49,2005,2005-09-18,2,24.193,CLE,@,GNB,W 26-24,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,0,0,0.0,,
50,2005,2005-09-25,3,24.200,CLE,@,IND,L 6-13,,10,7,75,10.71,0,70.0%,7.50,0,0,,0,0,0,0.0,,
51,2005,2005-10-09,4,24.214,CLE,,CHI,W 20-10,*,9,6,83,13.83,2,66.7%,9.22,0,0,,0,2,12,0.0,,
52,2005,2005-10-16,5,24.221,CLE,@,BAL,L 3-16,*,6,4,34,8.50,0,66.7%,5.67,0,0,,0,0,0,0.0,,
53,2005,2005-10-23,6,24.228,CLE,,DET,L 10-13,*,4,1,15,15.00,0,25.0%,3.75,1,3,3.00,0,0,0,0.0,,
54,2005,2005-10-30,7,24.235,CLE,@,HOU,L 16-19,*,7,4,98,24.50,0,57.1%,14.00,0,0,,0,0,0,0.0,,
55,2005,2005-11-06,8,24.242,CLE,,TEN,W 20-14,*,7,3,79,26.33,0,42.9%,11.29,0,0,,0,0,0,0.0,,
56,2005,2005-11-13,9,24.249,CLE,@,PIT,L 21-34,*,11,5,82,16.40,1,45.5%,7.45,0,0,,0,1,6,0.0,,
57,2005,2005-11-20,10,24.256,CLE,,MIA,W 22-0,*,8,4,60,15.00,0,50.0%,7.50,0,0,,0,0,0,0.0,,
58,2005,2005-11-27,11,24.263,CLE,@,MIN,L 12-24,*,7,2,16,8.00,0,28.6%,2.29,0,0,,0,0,0,0.0,,
59,2005,2005-12-04,12,24.270,CLE,,JAX,L 14-20,*,6,3,63,21.00,0,50.0%,10.50,0,0,,0,0,0,0.0,,
60,2005,2005-12-11,13,24.277,CLE,@,CIN,L 20-23,*,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,0.0,,
61,2005,2005-12-18,14,24.284,CLE,@,OAK,W 9-7,*,9,5,86,17.20,0,55.6%,9.56,0,0,,0,0,0,0.0,,
62,2005,2005-12-24,15,24.290,CLE,,PIT,L 0-41,*,6,4,50,12.50,0,66.7%,8.33,0,0,,0,0,0,0.0,,
63,2005,2006-01-01,16,24.298,CLE,,BAL,W 20-16,*,12,9,123,13.67,1,75.0%,10.25,0,0,,0,1,6,0.0,,
64,2006,2006-09-10,1,25.185,SFO,@,ARI,L 27-34,*,7,4,114,28.50,0,57.1%,16.29,0,0,,0,0,0,0.0,,
65,2006,2006-09-17,2,25.192,SFO,,STL,W 20-13,*,8,4,131,32.75,1,50.0%,16.38,0,0,,0,1,6,0.0,,
66,2006,2006-09-24,3,25.199,SFO,,PHI,L 24-38,*,9,4,36,9.00,0,44.4%,4.00,0,0,,0,0,0,0.0,,
67,2006,2006-10-01,4,25.206,SFO,@,KAN,L 0-41,*,6,2,29,14.50,0,33.3%,4.83,0,0,,0,0,0,0.0,,
68,2006,2006-10-08,5,25.213,SFO,,OAK,W 34-20,*,6,3,27,9.00,0,50.0%,4.50,0,0,,0,0,0,0.0,,
69,2006,2006-10-15,6,25.220,SFO,,SDG,L 19-48,*,8,4,78,19.50,0,50.0%,9.75,0,0,,0,0,0,0.0,,
