ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1984,1984-09-02,1,22.199,DEN,,CIN,W 20-17,,,,,,,,
2,1984,1984-09-09,2,22.206,DEN,@,CHI,L 0-27,,,,,,,,
3,1984,1984-09-23,4,22.220,DEN,,KAN,W 21-0,,,,,,,,
4,1984,1984-10-07,6,22.234,DEN,@,DET,W 28-7,0,0,,0,0.0,1,5,0
5,1984,1984-10-15,7,22.242,DEN,,GNB,W 17-14,,,,,,,,
6,1984,1984-10-21,8,22.248,DEN,@,BUF,W 37-7,,,,,,,,
7,1984,1984-11-04,10,22.262,DEN,,NWE,W 26-19,,,,,,,,
8,1984,1984-11-11,11,22.269,DEN,@,SDG,W 16-13,,,,,,,,
9,1984,1984-11-18,12,22.276,DEN,,MIN,W 42-21,,,,,,,,
10,1984,1984-11-25,13,22.283,DEN,,SEA,L 24-27,,,,,,,,
11,1984,1984-12-02,14,22.290,DEN,@,KAN,L 13-16,,,,,,,,
12,1984,1984-12-09,15,22.297,DEN,,SDG,W 16-13,,,,,,,,
13,1984,1984-12-15,16,22.303,DEN,@,SEA,W 31-14,,,,,,,,
14,1985,1985-09-08,1,23.204,DEN,@,RAM,L 16-20,,,,,,,,
15,1985,1985-09-15,2,23.211,DEN,,NOR,W 34-23,,,,,,,,
16,1985,1985-09-22,3,23.218,DEN,@,ATL,W 44-28,,,,,,,,
17,1985,1985-09-29,4,23.225,DEN,,MIA,L 26-30,,,,,,,,
18,1985,1985-10-06,5,23.232,DEN,,HOU,W 31-20,,,,,,,,
19,1985,1985-10-13,6,23.239,DEN,@,IND,W 15-10,,,,,,,,
20,1985,1985-10-20,7,23.246,DEN,,SEA,W 13-10,0,0,,0,0.0,1,4,0
21,1985,1985-10-27,8,23.253,DEN,@,KAN,W 30-10,,,,,,,,
22,1985,1985-11-03,9,23.260,DEN,@,SDG,L 10-30,,,,,,,,
23,1985,1985-11-11,10,23.268,DEN,,SFO,W 17-16,,,,,,,,
24,1985,1985-11-17,11,23.274,DEN,,SDG,W 30-24,,,,,,,,
25,1985,1985-11-24,12,23.281,DEN,@,RAI,L 28-31,,,,,,,,
26,1985,1985-12-01,13,23.288,DEN,@,PIT,W 31-23,0,0,,0,0.0,1,0,0
27,1985,1985-12-08,14,23.295,DEN,,RAI,L 14-17,,,,,,,,
28,1985,1985-12-14,15,23.301,DEN,,KAN,W 14-13,,,,,,,,
29,1985,1985-12-20,16,23.307,DEN,@,SEA,W 27-24,,,,,,,,
30,1986,1986-09-07,1,24.203,DEN,,RAI,W 38-36,,,,,,,,
31,1986,1986-09-15,2,24.211,DEN,@,PIT,W 21-10,0,0,,0,0.0,1,4,0
32,1986,1986-09-21,3,24.217,DEN,@,PHI,W 33-7,,,,,,,,
33,1986,1986-09-28,4,24.224,DEN,,NWE,W 27-20,,,,,,,,
34,1986,1986-10-05,5,24.231,DEN,,DAL,W 29-14,,,,,,,,
35,1986,1986-10-12,6,24.238,DEN,@,SDG,W 31-14,0,0,,0,0.0,2,18,0
36,1986,1986-10-20,7,24.246,DEN,@,NYJ,L 10-22,,,,,,,,
37,1986,1986-10-26,8,24.252,DEN,,SEA,W 20-13,,,,,,,,
38,1986,1986-11-02,9,24.259,DEN,@,RAI,W 21-10,0,0,,0,1.0,0,0,0
39,1986,1986-11-09,10,24.266,DEN,,SDG,L 3-9,,,,,,,,
40,1986,1986-11-16,11,24.273,DEN,,KAN,W 38-17,,,,,,,,
41,1986,1986-11-23,12,24.280,DEN,@,NYG,L 16-19,,,,,,,,
42,1986,1986-11-30,13,24.287,DEN,,CIN,W 34-28,,,,,,,,
43,1986,1986-12-07,14,24.294,DEN,@,KAN,L 10-37,,,,,,,,
44,1986,1986-12-13,15,24.300,DEN,,WAS,W 31-30,,,,,,,,
45,1986,1986-12-20,16,24.307,DEN,@,SEA,L 16-41,,,,,,,,
46,1987,1987-09-13,1,25.209,DEN,,SEA,W 40-17,0,0,,0,,,,
47,1987,1987-09-20,2,25.216,DEN,@,GNB,T 17-17,0,0,,0,,,,
48,1987,1987-10-18,5,25.244,DEN,@,KAN,W 26-17,0,0,,0,,,,
49,1987,1987-10-26,6,25.252,DEN,@,MIN,L 27-34,0,0,,0,0.0,1,5,0
50,1987,1987-11-01,7,25.258,DEN,,DET,W 34-0,0,0,,0,,,,
51,1987,1987-11-08,8,25.265,DEN,@,BUF,L 14-21,0,0,,0,0.0,1,24,0
52,1987,1987-11-16,9,25.273,DEN,,CHI,W 31-29,0,0,,0,,,,
53,1987,1987-11-22,10,25.279,DEN,@,RAI,W 23-17,0,0,,0,,,,
54,1987,1987-11-29,11,25.286,DEN,@,SDG,W 31-17,0,0,,0,0.0,1,0,0
55,1987,1987-12-06,12,25.293,DEN,,NWE,W 31-20,0,0,,0,,,,
56,1987,1987-12-13,13,25.300,DEN,@,SEA,L 21-28,0,0,,0,,,,
57,1987,1987-12-19,14,25.306,DEN,,KAN,W 20-17,0,0,,0,,,,
58,1987,1987-12-27,15,25.314,DEN,,SDG,W 24-0,2,6,3.00,0,0.0,0,0,0
