ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-14,1,23.068,ATL,,PHI,W 26-24,*,0,0,0.0,1,2,0,0,0
2,2015,2015-09-20,2,23.074,ATL,@,NYG,W 24-20,*,0,0,1.0,3,2,0,0,0
3,2015,2015-09-27,3,23.081,ATL,@,DAL,W 39-28,*,0,0,1.0,2,0,0,0,0
4,2015,2015-10-04,4,23.088,ATL,,HOU,W 48-21,*,0,0,0.0,1,0,0,0,0
5,2015,2015-10-11,5,23.095,ATL,,WAS,W 25-19,*,0,0,0.0,1,0,0,0,0
6,2015,2015-10-15,6,23.099,ATL,@,NOR,L 21-31,*,0,0,0.0,2,1,0,0,0
7,2015,2015-10-25,7,23.109,ATL,@,TEN,W 10-7,*,0,0,0.0,2,0,0,0,0
8,2015,2015-11-01,8,23.116,ATL,,TAM,L 20-23,*,0,0,0.0,0,1,0,0,0
9,2015,2015-11-08,9,23.123,ATL,@,SFO,L 16-17,*,0,0,0.0,1,0,1,0,0
10,2015,2015-11-22,10,23.137,ATL,,IND,L 21-24,*,0,0,0.0,1,0,0,0,0
11,2015,2015-11-29,11,23.144,ATL,,MIN,L 10-20,*,0,0,0.0,0,0,0,0,0
12,2015,2015-12-06,12,23.151,ATL,@,TAM,L 19-23,*,0,0,0.0,0,0,0,0,0
13,2015,2015-12-13,13,23.158,ATL,@,CAR,L 0-38,*,0,0,1.0,2,0,0,0,0
14,2015,2015-12-20,14,23.165,ATL,@,JAX,W 23-17,*,0,0,0.0,0,0,0,0,0
15,2015,2015-12-27,15,23.172,ATL,,CAR,W 20-13,*,0,0,1.0,4,0,0,0,0
16,2015,2016-01-03,16,23.179,ATL,,NOR,L 17-20,*,0,0,0.0,0,0,0,0,0
17,2016,2016-09-11,1,24.065,ATL,,TAM,L 24-31,*,0,0,0.0,0,0,0,0,0
18,2016,2016-09-18,2,24.072,ATL,@,OAK,W 35-28,*,0,0,1.0,2,0,0,0,0
19,2016,2016-09-26,3,24.080,ATL,@,NOR,W 45-32,,0,0,0.0,3,0,0,0,0
20,2016,2016-10-02,4,24.086,ATL,,CAR,W 48-33,*,0,0,0.0,1,0,0,0,0
21,2016,2016-10-09,5,24.093,ATL,@,DEN,W 23-16,*,0,0,3.5,7,1,0,0,0
22,2016,2016-10-16,6,24.100,ATL,@,SEA,L 24-26,*,0,0,0.0,2,1,0,0,0
23,2016,2016-10-23,7,24.107,ATL,,SDG,L 30-33,*,0,0,2.0,2,1,0,0,0
24,2016,2016-10-30,8,24.114,ATL,,GNB,W 33-32,,0,0,1.0,2,1,0,0,0
25,2016,2016-11-03,9,24.118,ATL,@,TAM,W 43-28,*,0,0,0.0,2,1,0,0,0
26,2016,2016-11-13,10,24.128,ATL,@,PHI,L 15-24,*,0,0,2.0,3,1,0,0,0
27,2016,2016-11-27,11,24.142,ATL,,ARI,W 38-19,,0,0,0.0,0,0,0,0,0
28,2016,2016-12-04,12,24.149,ATL,,KAN,L 28-29,*,0,0,1.0,1,0,0,0,0
29,2016,2016-12-11,13,24.156,ATL,@,LAR,W 42-14,,1,6,3.0,3,0,0,0,0
30,2016,2016-12-18,14,24.163,ATL,,SFO,W 41-13,*,0,0,1.0,1,0,0,0,0
31,2016,2016-12-24,15,24.169,ATL,@,CAR,W 33-16,*,0,0,0.0,1,1,0,0,0
32,2016,2017-01-01,16,24.177,ATL,,NOR,W 38-32,*,0,0,1.0,2,0,0,0,0
33,2017,2017-09-10,1,25.064,ATL,@,CHI,W 23-17,,0,0,1.0,2,0,0,0,0
34,2017,2017-09-17,2,25.071,ATL,,GNB,W 34-23,*,0,0,1.0,1,1,0,0,0
35,2017,2017-10-15,5,25.099,ATL,,MIA,L 17-20,,0,0,0.0,0,1,0,0,0
36,2017,2017-10-22,6,25.106,ATL,@,NWE,L 7-23,,0,0,1.0,4,1,0,0,0
37,2017,2017-10-29,7,25.113,ATL,@,NYJ,W 25-20,*,0,0,0.0,1,0,0,0,0
38,2017,2017-11-05,8,25.120,ATL,@,CAR,L 17-20,*,0,0,1.0,4,1,0,0,0
39,2017,2017-11-12,9,25.127,ATL,,DAL,W 27-7,*,0,0,0.0,2,0,0,0,0
40,2017,2017-11-20,10,25.135,ATL,@,SEA,W 34-31,*,0,0,0.0,0,1,0,0,0
41,2017,2017-11-26,11,25.141,ATL,,TAM,W 34-20,*,0,0,0.0,0,0,0,0,0
42,2017,2017-12-03,12,25.148,ATL,,MIN,L 9-14,*,0,0,0.0,5,0,0,0,0
43,2017,2017-12-07,13,25.152,ATL,,NOR,W 20-17,*,0,0,0.0,1,0,0,0,0
44,2017,2017-12-18,14,25.163,ATL,@,TAM,W 24-21,,0,0,0.0,0,1,0,0,0
45,2017,2017-12-24,15,25.169,ATL,@,NOR,L 13-23,,0,0,0.0,2,0,0,0,0
46,2017,2017-12-31,16,25.176,ATL,,CAR,W 22-10,,0,0,1.0,1,0,0,0,0
47,2018,2018-09-06,1,26.060,ATL,@,PHI,L 12-18,*,0,0,0.0,1,0,0,0,0
48,2018,2018-09-16,2,26.070,ATL,,CAR,W 31-24,*,0,0,0.0,0,2,0,0,0
49,2018,2018-09-23,3,26.077,ATL,,NOR,L 37-43,*,0,0,1.0,2,0,0,0,0
