ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2014,2014-09-22,3,24.232,CHI,@,NYJ,W 27-19,,0,0,0,,0,0.0%,,3,63,21.00,0,0,0
2,2014,2014-09-28,4,24.238,CHI,,GNB,L 17-38,,0,0,0,,0,0.0%,,2,43,21.50,0,0,0
3,2015,2015-09-20,2,25.230,WAS,,STL,W 24-10,,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
4,2015,2015-09-24,3,25.234,WAS,@,NYG,L 21-32,,2,2,27,13.50,0,100.0%,13.50,4,158,39.50,1,1,6
5,2015,2015-10-04,4,25.244,WAS,,PHI,W 23-20,,3,1,43,43.00,0,33.3%,14.33,1,22,22.00,0,0,0
6,2015,2015-10-11,5,25.251,WAS,@,ATL,L 19-25,,0,0,0,,0,0.0%,,2,53,26.50,0,0,0
7,2015,2015-10-18,6,25.258,WAS,@,NYJ,L 20-34,,3,1,16,16.00,0,33.3%,5.33,5,96,19.20,0,1,0
8,2015,2015-10-25,7,25.265,WAS,,TAM,W 31-30,,0,0,0,,0,0.0%,,2,48,24.00,0,0,0
9,2015,2015-11-15,9,25.286,WAS,,NOR,W 47-14,,0,0,0,,0,0.0%,,2,29,14.50,0,0,0
10,2015,2015-11-29,11,25.300,WAS,,NYG,W 20-14,,0,0,0,,0,0.0%,,1,25,25.00,0,0,0
11,2015,2015-12-07,12,25.308,WAS,,DAL,L 16-19,,0,0,0,,0,0.0%,,4,117,29.25,0,0,0
12,2015,2015-12-13,13,25.314,WAS,@,CHI,W 24-21,,2,2,27,13.50,0,100.0%,13.50,2,44,22.00,0,0,0
13,2015,2015-12-20,14,25.321,WAS,,BUF,W 35-25,,0,0,0,,0,0.0%,,3,50,16.67,0,0,0
14,2015,2015-12-26,15,25.327,WAS,@,PHI,W 38-24,,0,0,0,,0,0.0%,,1,19,19.00,0,0,0
15,2015,2016-01-03,16,25.335,WAS,@,DAL,W 34-23,,3,2,71,35.50,1,66.7%,23.67,0,0,,0,1,6
16,2016,2016-09-25,3,26.236,WAS,@,NYG,W 29-27,,0,0,0,,0,0.0%,,0,0,,0,0,0
17,2016,2016-10-02,4,26.243,WAS,,CLE,W 31-20,,0,0,0,,0,0.0%,,0,0,,0,0,0
18,2016,2016-10-09,5,26.250,WAS,@,BAL,W 16-10,,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
19,2016,2016-10-16,6,26.257,WAS,,PHI,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,0,0
20,2016,2016-11-13,9,26.285,WAS,,MIN,W 26-20,,0,0,0,,0,0.0%,,1,22,22.00,0,0,0
