ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1999,1999-09-12,1,24.291,JAX,,SFO,W 41-3,,,,,,,,,,,,,
2,1999,1999-09-19,2,24.298,JAX,@,CAR,W 22-20,,,,,,,,,,,,,
3,1999,1999-09-26,3,24.305,JAX,,TEN,L 19-20,,,,,,,,,,,,,
4,1999,1999-10-03,4,24.312,JAX,@,PIT,W 17-3,,,,,,,,,,,,,
5,1999,1999-10-11,5,24.320,JAX,@,NYJ,W 16-6,,,,,,,,,,,,,
6,1999,1999-10-17,6,24.326,JAX,,CLE,W 24-7,,,,,,,,,,,,,
7,1999,1999-10-31,7,24.340,JAX,@,CIN,W 41-10,,,,,,,,,,,,,
8,1999,1999-11-07,8,24.347,JAX,@,ATL,W 30-7,,,,,,,,,,,,,
9,1999,1999-11-14,9,24.354,JAX,,BAL,W 6-3,,,,,,,,,,,,,
10,1999,1999-11-21,10,24.361,JAX,,NOR,W 41-23,,,,,,,,,,,,,
11,1999,1999-11-28,11,25.003,JAX,@,BAL,W 30-23,,,,,,,,,,,,,
12,1999,1999-12-02,12,25.007,JAX,,PIT,W 20-6,,,,,,,,,,,,,
13,1999,1999-12-13,13,25.018,JAX,,DEN,W 27-24,,,,,,,,,,,,,
14,1999,1999-12-19,14,25.024,JAX,@,CLE,W 24-14,,,,,,,,,,,,,
15,1999,1999-12-26,15,25.031,JAX,@,TEN,L 14-41,,,,,,,,,,,,,
16,1999,2000-01-02,16,25.038,JAX,,CIN,W 24-7,,,,,,,,,,,,,
17,2000,2000-09-03,1,25.283,JAX,@,CLE,W 27-7,,,,,,,,0,0,3,117,39.00,0
18,2000,2000-09-17,3,25.297,JAX,,CIN,W 13-0,,1,1,100.0,2,3,66.7,0,7,0,0,,0
19,2000,2000-09-25,4,25.305,JAX,@,IND,L 14-43,,2,2,100.0,,,,0,2,,,,
20,2000,2000-10-01,5,25.311,JAX,,PIT,L 13-24,,1,1,100.0,2,2,100.0,0,7,0,0,,0
21,2000,2000-10-08,6,25.318,JAX,,BAL,L 10-15,,1,1,100.0,1,2,50.0,0,4,0,0,,0
22,2000,2000-10-16,7,25.326,JAX,@,TEN,L 13-27,,,,,,,,,,,,,
23,2000,2000-10-29,9,25.339,JAX,@,DAL,W 23-17,,,,,,,,,,,,,
24,2000,2000-11-12,10,25.353,JAX,,SEA,L 21-28,,,,,,,,,,,,,
