ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1969,1969-10-19,5,22.119,CHI,@,DET,L 7-13,*,4,9,44.44,41,1,0,95.1,0,0,4.56,6.78,5,42,8.40,0,0,0,,0,0,0
2,1969,1969-10-26,6,22.126,CHI,,RAM,L 7-9,*,8,22,36.36,55,0,1,25.9,0,0,2.50,0.45,5,20,4.00,0,0,0,,0,0,0
3,1969,1969-11-02,7,22.133,CHI,@,MIN,L 14-31,*,9,15,60.00,93,0,1,50.1,0,0,6.20,3.20,7,34,4.86,0,0,0,,0,0,0
4,1969,1969-11-09,8,22.140,CHI,,PIT,W 38-7,*,9,16,56.25,123,2,1,94.5,0,0,7.69,7.38,9,72,8.00,0,0,0,,0,0,0
5,1969,1969-11-16,9,22.147,CHI,@,ATL,L 31-48,*,12,27,44.44,181,1,0,79.4,0,0,6.70,7.44,7,79,11.29,1,0,0,,0,1,6
6,1969,1969-11-23,10,22.154,CHI,,BAL,L 21-24,*,11,19,57.89,109,0,3,34.6,0,0,5.74,-1.37,11,67,6.09,1,0,0,,0,1,6
7,1969,1969-11-30,11,22.161,CHI,,CLE,L 24-28,*,10,27,37.04,145,1,0,67.7,0,0,5.37,6.11,4,49,12.25,0,0,0,,0,0,0
8,1969,1969-12-14,13,22.175,CHI,,GNB,L 3-21,,5,13,38.46,26,0,2,7.1,0,0,2.00,-4.92,3,45,15.00,0,0,0,,0,0,0
9,1970,1970-10-25,6,23.125,CHI,,DET,L 10-16,,1,4,25.00,11,0,0,39.6,0,0,2.75,2.75,1,7,7.00,0,0,0,,0,0,0
10,1970,1970-11-08,8,23.139,CHI,,SFO,L 16-37,,3,6,50.00,11,0,2,16.7,0,0,1.83,-13.17,1,3,3.00,0,0,0,,0,0,0
11,1970,1970-11-22,10,23.153,CHI,,BUF,W 31-13,*,8,20,40.00,196,4,1,95.0,0,0,9.80,11.55,5,12,2.40,0,0,0,,0,0,0
12,1971,1971-09-19,1,24.089,CHI,,PIT,W 17-15,,,,,,,,,,,,,,,,,,,,,,
13,1971,1971-09-26,2,24.096,CHI,@,MIN,W 20-17,,,,,,,,,,,,,,,,,,,,,,
14,1971,1971-10-03,3,24.103,CHI,@,RAM,L 3-17,,,,,,,,,,,,,,,,,,,,,,
15,1971,1971-10-10,4,24.110,CHI,,NOR,W 35-14,,0,0,,0,0,,,,,,,0,0,,0,0,0,,0,0,0
16,1971,1971-10-17,5,24.117,CHI,@,SFO,L 0-13,,2,3,66.67,31,0,1,61.1,0,0,10.33,-4.67,0,0,,0,0,0,,0,0,0
17,1971,1971-10-24,6,24.124,CHI,@,DET,W 28-23,*,15,21,71.43,160,2,0,125.1,0,0,7.62,9.52,5,12,2.40,1,0,0,,0,1,6
18,1971,1971-10-31,7,24.131,CHI,,DAL,W 23-19,*,7,19,36.84,140,1,1,59.1,0,0,7.37,6.05,3,9,3.00,1,0,0,,0,1,7
19,1971,1971-11-07,8,24.138,CHI,,GNB,L 14-17,*,18,37,48.65,192,1,3,39.5,0,0,5.19,2.08,5,30,6.00,1,0,0,,0,1,6
20,1971,1971-11-14,9,24.145,CHI,,WAS,W 16-15,*,15,33,45.45,214,0,0,67.0,0,0,6.48,6.48,10,88,8.80,0,0,0,,0,0,0
21,1971,1971-11-21,10,24.152,CHI,,DET,L 3-28,*,6,26,23.08,68,0,4,0.0,0,0,2.62,-4.31,2,7,3.50,0,0,0,,0,0,0
22,1971,1971-11-29,11,24.160,CHI,@,MIA,L 3-34,*,9,27,33.33,111,0,3,7.4,0,0,4.11,-0.89,5,50,10.00,0,0,0,,0,0,0
23,1971,1971-12-05,12,24.166,CHI,@,DEN,L 3-6,*,6,25,24.00,50,0,2,6.2,0,0,2.00,-1.60,4,45,11.25,0,0,0,,0,0,0
24,1971,1971-12-12,13,24.173,CHI,@,GNB,L 10-31,,4,11,36.36,51,0,0,51.7,0,0,4.64,4.64,2,16,8.00,0,0,0,,0,0,0
25,1971,1971-12-19,14,24.180,CHI,,MIN,L 10-27,,9,23,39.13,147,1,1,57.7,0,0,6.39,5.30,3,27,9.00,0,0,0,,0,0,0
26,1972,1972-09-17,1,25.087,CHI,,ATL,L 21-37,*,4,12,33.33,73,2,1,60.1,0,0,6.08,5.67,9,68,7.56,0,0,0,,0,0,0
27,1972,1972-09-24,2,25.094,CHI,,RAM,T 13-13,*,3,15,20.00,52,1,2,24.2,0,0,3.47,-1.20,7,82,11.71,0,0,0,,0,0,0
28,1972,1972-10-01,3,25.101,CHI,,DET,L 24-38,*,8,16,50.00,89,0,2,27.3,0,0,5.56,-0.06,12,97,8.08,1,0,0,,0,1,6
29,1972,1972-10-08,4,25.108,CHI,@,GNB,L 17-20,*,7,15,46.67,119,0,0,74.0,0,0,7.93,7.93,12,45,3.75,1,0,0,,0,1,6
30,1972,1972-10-15,5,25.115,CHI,@,CLE,W 17-0,*,2,9,22.22,62,1,1,53.2,0,0,6.89,4.11,11,117,10.64,1,0,0,,0,1,6
31,1972,1972-10-23,6,25.123,CHI,,MIN,W 13-10,*,3,5,60.00,33,1,1,79.6,0,0,6.60,1.60,11,66,6.00,0,0,0,,0,0,0
32,1972,1972-10-29,7,25.129,CHI,@,STL,W 27-10,*,8,9,88.89,182,1,0,155.8,0,0,20.22,22.44,9,29,3.22,1,0,0,,0,1,6
33,1972,1972-11-05,8,25.136,CHI,@,DET,L 0-14,*,4,12,33.33,55,0,0,49.0,0,0,4.58,4.58,7,52,7.43,0,0,0,,0,0,0
34,1972,1972-11-12,9,25.143,CHI,,GNB,L 17-23,*,11,24,45.83,139,0,1,47.0,0,0,5.79,3.92,12,68,5.67,1,0,0,,0,1,6
35,1972,1972-11-19,10,25.150,CHI,,SFO,L 21-34,*,10,21,47.62,236,2,0,120.3,0,0,11.24,13.14,12,79,6.58,1,0,0,,0,1,6
36,1972,1972-11-26,11,25.157,CHI,,CIN,L 3-13,*,6,20,30.00,101,0,2,8.5,0,0,5.05,0.55,5,40,8.00,0,0,0,,0,0,0
37,1972,1972-12-03,12,25.164,CHI,@,MIN,L 10-23,*,2,13,15.38,8,1,1,33.2,0,0,0.62,-1.31,5,23,4.60,0,0,0,,0,0,0
38,1972,1972-12-10,13,25.171,CHI,@,PHI,W 21-12,*,1,9,11.11,44,0,1,7.9,0,0,4.89,-0.11,15,75,5.00,2,0,0,,0,2,12
39,1972,1972-12-17,14,25.178,CHI,@,OAK,L 21-28,*,6,18,33.33,53,0,0,42.4,0,0,2.94,2.94,14,127,9.07,0,0,0,,0,0,0
40,1973,1973-09-16,1,26.086,CHI,,DAL,L 17-20,*,6,13,46.15,52,0,1,25.2,0,0,4.00,0.54,13,57,4.38,0,0,0,,0,0,0
41,1973,1973-09-23,2,26.093,CHI,,MIN,L 13-22,*,10,19,52.63,184,0,0,86.3,0,0,9.68,9.68,10,63,6.30,1,0,0,,0,1,6
42,1973,1973-09-30,3,26.100,CHI,@,DEN,W 33-14,*,8,21,38.10,130,2,0,91.4,0,0,6.19,8.10,10,28,2.80,0,0,0,,0,0,0
43,1973,1973-10-07,4,26.107,CHI,@,NOR,L 16-21,*,12,28,42.86,157,1,1,58.2,0,0,5.61,4.71,8,48,6.00,0,0,0,,0,0,0
44,1973,1973-10-14,5,26.114,CHI,@,ATL,L 6-46,*,4,7,57.14,38,0,1,32.7,0,0,5.43,-1.00,6,32,5.33,0,0,0,,0,0,0
45,1973,1973-10-21,6,26.121,CHI,,NWE,L 10-13,*,6,13,46.15,58,1,2,45.2,0,0,4.46,-0.92,9,63,7.00,0,0,0,,0,0,0
46,1973,1973-10-28,7,26.128,CHI,,HOU,W 35-14,*,10,21,47.62,125,1,0,82.4,0,0,5.95,6.90,6,27,4.50,0,0,0,,0,0,0
47,1973,1973-11-04,8,26.135,CHI,@,GNB,W 31-17,*,10,15,66.67,118,0,0,90.4,0,0,7.87,7.87,19,100,5.26,4,0,0,,0,4,24
