ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2010,2010-09-19,2,22.346,ATL,,ARI,W 41-7,,0,0,,0,0.0,1,0,1,40,0
2,2010,2010-09-26,3,22.353,ATL,@,NOR,W 27-24,,,,,,,,,,,
3,2011,2011-09-18,2,23.345,ATL,,PHI,W 35-31,,,,,,,,,,,
4,2011,2011-09-25,3,23.352,ATL,@,TAM,L 13-16,,,,,,,,,,,
5,2011,2011-10-02,4,23.359,ATL,@,SEA,W 30-28,,,,,,,,,,,
6,2011,2011-10-09,5,24.001,ATL,,GNB,L 14-25,,,,,,,,,,,
7,2011,2011-10-16,6,24.008,ATL,,CAR,W 31-17,,,,,,,,,,,
8,2011,2011-10-23,7,24.015,ATL,@,DET,W 23-16,,,,,,,,,,,
9,2011,2011-11-06,8,24.029,ATL,@,IND,W 31-7,,,,,,,,,,,
10,2011,2011-11-20,10,24.043,ATL,,TEN,W 23-17,,,,,,,,,,,
11,2011,2011-11-27,11,24.050,ATL,,MIN,W 24-14,,1,0,0.00,0,0.0,0,2,0,0,0
12,2011,2011-12-04,12,24.057,ATL,@,HOU,L 10-17,*,0,0,,0,0.0,3,0,0,0,0
13,2011,2011-12-11,13,24.064,ATL,@,CAR,W 31-23,*,0,0,,0,0.0,1,1,0,0,0
14,2011,2011-12-15,14,24.068,ATL,,JAX,W 41-14,*,0,0,,0,0.0,3,0,0,0,0
15,2011,2011-12-26,15,24.079,ATL,@,NOR,L 16-45,,0,0,,0,0.0,0,0,1,0,0
16,2011,2012-01-01,16,24.085,ATL,,TAM,W 45-24,*,0,0,,0,0.0,3,2,1,0,0
17,2012,2012-09-09,1,24.337,ATL,@,KAN,W 40-24,,0,0,,0,0.0,0,0,0,0,0
18,2012,2012-09-17,2,24.345,ATL,,DEN,W 27-21,,1,-2,-2.00,0,0.0,5,1,0,0,0
19,2012,2012-09-23,3,24.351,ATL,@,SDG,W 27-3,,2,34,17.00,0,0.0,3,0,0,0,0
20,2012,2012-09-30,4,24.358,ATL,,CAR,W 30-28,,2,17,8.50,0,0.0,0,0,0,0,0
21,2012,2012-10-07,5,24.365,ATL,@,WAS,W 24-17,,2,2,1.00,0,0.0,0,0,0,0,0
22,2012,2012-10-14,6,25.006,ATL,,OAK,W 23-20,,0,0,,0,0.0,0,0,0,0,0
23,2012,2012-10-28,7,25.020,ATL,@,PHI,W 30-17,,1,11,11.00,0,0.0,0,0,0,0,0
24,2012,2012-11-04,8,25.027,ATL,,DAL,W 19-13,,2,6,3.00,0,0.0,0,0,0,0,0
25,2012,2012-11-11,9,25.034,ATL,@,NOR,L 27-31,,2,9,4.50,0,0.0,0,0,0,0,0
26,2012,2012-11-18,10,25.041,ATL,,ARI,W 23-19,,4,44,11.00,0,0.0,0,0,0,0,0
27,2012,2012-11-25,11,25.048,ATL,@,TAM,W 24-23,,1,10,10.00,0,0.0,0,0,0,0,0
28,2012,2012-11-29,12,25.052,ATL,,NOR,W 23-13,,1,13,13.00,0,0.0,0,0,0,0,0
29,2012,2012-12-09,13,25.062,ATL,@,CAR,L 20-30,,0,0,,0,0.0,0,0,0,0,0
30,2012,2012-12-16,14,25.069,ATL,,NYG,W 34-0,,2,10,5.00,0,0.0,2,1,0,0,0
31,2012,2012-12-22,15,25.075,ATL,@,DET,W 31-18,,1,9,9.00,0,0.0,0,1,0,0,0
32,2012,2012-12-30,16,25.083,ATL,,TAM,L 17-22,,0,0,,0,0.0,1,0,0,0,0
33,2013,2013-09-08,1,25.335,ATL,@,NOR,L 17-23,,,,,,,,,,,
34,2013,2013-09-15,2,25.342,ATL,,STL,W 31-24,,,,,,,,,,,
35,2013,2013-09-22,3,25.349,ATL,@,MIA,L 23-27,,,,,,,,,,,
36,2013,2013-09-29,4,25.356,ATL,,NWE,L 23-30,,0,0,,0,0.0,0,0,0,0,0
37,2013,2013-10-07,5,25.364,ATL,,NYJ,L 28-30,,,,,,,,,,,
38,2013,2013-10-20,6,26.012,ATL,,TAM,W 31-23,,,,,,,,,,,
39,2013,2013-10-27,7,26.019,ATL,@,ARI,L 13-27,,,,,,,,,,,
40,2013,2013-11-03,8,26.026,ATL,@,CAR,L 10-34,,,,,,,,,,,
41,2013,2013-11-10,9,26.033,ATL,,SEA,L 10-33,,,,,,,,,,,
42,2013,2013-11-17,10,26.040,ATL,@,TAM,L 28-41,,,,,,,,,,,
43,2013,2013-11-21,11,26.044,ATL,,NOR,L 13-17,,,,,,,,,,,
44,2013,2013-12-01,12,26.054,ATL,@,BUF,W 34-31,,,,,,,,,,,
45,2013,2013-12-08,13,26.061,ATL,@,GNB,L 21-22,,,,,,,,,,,
46,2013,2013-12-15,14,26.068,ATL,,WAS,W 27-26,,,,,,,,,,,
47,2013,2013-12-23,15,26.076,ATL,@,SFO,L 24-34,,,,,,,,,,,
48,2013,2013-12-29,16,26.082,ATL,,CAR,L 20-21,,,,,,,,,,,
49,2014,2014-10-12,6,27.004,BAL,@,TAM,W 48-17,,0,0,,0,0.0,2,0,0,0,0
50,2014,2014-10-19,7,27.011,BAL,,ATL,W 29-7,,0,0,,0,0.0,2,1,0,0,0
51,2014,2014-10-26,8,27.018,BAL,@,CIN,L 24-27,,0,0,,0,0.0,3,0,0,0,0
52,2014,2014-11-02,9,27.025,BAL,@,PIT,L 23-43,*,0,0,,0,0.0,5,0,0,0,0
