ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1962,1962-09-16,1,23.014,SFO,,CHI,L 14-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0
2,1962,1962-10-07,4,23.035,SFO,@,BAL,W 21-13,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
3,1962,1962-10-21,6,23.049,SFO,@,GNB,L 13-31,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,28,28.00,0,0,0
4,1962,1962-11-04,8,23.063,SFO,,BAL,L 3-22,0,0,,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
5,1962,1962-11-25,11,23.084,SFO,@,STL,W 24-17,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,0,0.00,0,0,0
6,1962,1962-12-02,12,23.091,SFO,@,MIN,W 35-12,4,13,3.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,45,45.00,0,0,0
7,1962,1962-12-09,13,23.098,SFO,,GNB,L 21-31,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0
8,1962,1962-12-15,14,23.104,SFO,,CLE,L 10-13,5,23,4.60,0,2,2,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
9,1963,1963-09-29,3,24.027,SFO,@,MIN,L 14-45,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0
10,1963,1963-10-13,5,24.041,SFO,@,BAL,L 3-20,9,30,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
11,1963,1963-10-20,6,24.048,SFO,,CHI,W 20-14,20,59,2.95,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
12,1963,1963-10-27,7,24.055,SFO,@,RAM,L 21-28,9,4,0.44,1,1,26,26.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
13,1963,1963-11-03,8,24.062,SFO,,DET,L 7-45,3,21,7.00,0,0,0,,0,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,34,17.00,0,0,0
14,1963,1963-11-17,10,24.076,SFO,@,NYG,L 14-48,4,1,0.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0
15,1963,1963-12-01,12,24.090,SFO,,RAM,L 17-21,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
