ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
190,2009,2009-10-18,6,36.134,SEA,,ARI,L 3-27,,0,0,,0,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
191,2009,2009-11-01,7,36.148,SEA,@,DAL,L 17-38,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
192,2009,2009-11-08,8,36.155,SEA,,DET,W 32-20,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0.0,0,0,0,0,,0
193,2009,2009-11-15,9,36.162,SEA,@,ARI,L 20-31,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,0,0,,0
194,2009,2009-11-22,10,36.169,SEA,@,MIN,L 9-35,,0,0,,0,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
195,2009,2009-11-29,11,36.176,SEA,@,STL,W 27-17,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
196,2009,2009-12-06,12,36.183,SEA,,SFO,W 20-17,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,0,0,1,32,32.00,0
197,2009,2009-12-13,13,36.190,SEA,@,HOU,L 7-34,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
198,2009,2009-12-20,14,36.197,SEA,,TAM,L 7-24,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
199,2009,2009-12-27,15,36.204,SEA,@,GNB,L 10-48,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
200,2009,2010-01-03,16,36.211,SEA,,TEN,L 13-17,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
201,2010,2010-09-12,1,37.098,SEA,,SFO,W 31-6,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,0,0,0,0,,0
202,2010,2010-09-19,2,37.105,SEA,@,DEN,L 14-31,,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
203,2010,2010-09-26,3,37.112,SEA,,SDG,W 27-20,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
204,2010,2010-10-03,4,37.119,SEA,@,STL,L 3-20,,0,0,,0,,,,1,1,100.0,0,3,0.0,0,0,0,0,,0
205,2010,2010-10-17,5,37.133,SEA,@,CHI,W 23-20,,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
206,2010,2010-10-24,6,37.140,SEA,,ARI,W 22-10,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0.0,0,0,0,0,,0
207,2010,2010-10-31,7,37.147,SEA,@,OAK,L 3-33,,0,0,,0,,,,1,3,33.3,0,3,0.0,0,0,0,0,,0
208,2010,2010-11-07,8,37.154,SEA,,NYG,L 7-41,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
209,2010,2010-11-14,9,37.161,SEA,@,ARI,W 36-18,,0,0,,0,3,3,100.0,5,6,83.3,0,18,0.0,0,1,0,0,,0
210,2010,2010-11-21,10,37.168,SEA,@,NOR,L 19-34,,0,0,,0,1,1,100.0,4,4,100.0,0,13,0.0,0,0,0,0,,0
211,2010,2010-11-28,11,37.175,SEA,,KAN,L 24-42,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,0,0,0,0,,0
212,2010,2010-12-05,12,37.182,SEA,,CAR,W 31-14,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,0,0,0,0,,0
213,2010,2010-12-12,13,37.189,SEA,@,SFO,L 21-40,,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,0,,0
214,2010,2010-12-19,14,37.196,SEA,,ATL,L 18-34,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
215,2010,2010-12-26,15,37.203,SEA,@,TAM,L 15-38,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
216,2010,2011-01-02,16,37.210,SEA,,STL,W 16-6,,0,0,,0,1,1,100.0,3,3,100.0,0,10,0.0,0,0,0,0,,0
217,2011,2011-09-11,1,38.097,CAR,@,ARI,L 21-28,,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
218,2011,2011-09-18,2,38.104,CAR,,GNB,L 23-30,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
219,2011,2011-09-25,3,38.111,CAR,,JAX,W 16-10,,0,0,,0,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
220,2011,2011-10-02,4,38.118,CAR,@,CHI,L 29-34,,0,0,,0,2,2,100.0,3,5,60.0,0,11,0.0,0,0,0,0,,0
221,2011,2011-10-09,5,38.125,CAR,,NOR,L 27-30,,0,0,,0,3,4,75.0,,,,0,3,0.0,0,0,0,0,,0
222,2011,2011-10-16,6,38.132,CAR,@,ATL,L 17-31,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
223,2011,2011-10-23,7,38.139,CAR,,WAS,W 33-20,,0,0,,0,3,3,100.0,4,4,100.0,0,15,0.0,0,0,0,0,,0
224,2011,2011-10-30,8,38.146,CAR,,MIN,L 21-24,,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,0,,0
225,2011,2011-11-13,9,38.160,CAR,,TEN,L 3-30,,0,0,,0,,,,1,2,50.0,0,3,0.0,0,0,0,0,,0
226,2011,2011-11-20,10,38.167,CAR,@,DET,L 35-49,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,0,0,0,0,,0
227,2011,2011-11-27,11,38.174,CAR,@,IND,W 27-19,,0,0,,0,3,3,100.0,2,3,66.7,0,9,0.0,0,0,0,0,,0
228,2011,2011-12-04,12,38.181,CAR,@,TAM,W 38-19,,0,0,,0,5,5,100.0,1,1,100.0,0,8,0.0,0,0,0,0,,0
229,2011,2011-12-11,13,38.188,CAR,,ATL,L 23-31,,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,0,,0
230,2011,2011-12-18,14,38.195,CAR,@,HOU,W 28-13,,0,0,,0,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
231,2011,2011-12-24,15,38.201,CAR,,TAM,W 48-16,,0,0,,0,6,6,100.0,2,2,100.0,0,12,0.0,0,0,0,0,,0
232,2011,2012-01-01,16,38.209,CAR,@,NOR,L 17-45,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
233,2012,2012-12-16,14,39.193,CHI,,GNB,L 13-21,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
234,2012,2012-12-23,15,39.200,CHI,@,ARI,W 28-13,,0,0,,0,4,4,100.0,,1,0.0,0,4,0.0,0,0,0,0,,0
235,2012,2012-12-30,16,39.207,CHI,@,DET,W 26-24,,0,0,,0,2,2,100.0,4,5,80.0,0,14,0.0,0,0,0,0,,0
