ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
72,2001,2001-11-11,8,28.158,MIA,@,IND,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
73,2001,2001-11-18,9,28.165,MIA,,NYJ,L 0-24,,0,0,,0,,,,,1,0.0,0,0,0.0,,,0,0,,0
74,2001,2001-11-25,10,28.172,MIA,@,BUF,W 34-27,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
75,2001,2001-12-02,11,28.179,MIA,,DEN,W 21-10,,0,0,,0,3,3,100.0,,,,0,3,,,,,,,
76,2001,2001-12-10,12,28.187,MIA,,IND,W 41-6,,0,0,,0,5,6,83.3,,,,0,5,,,,,,,
77,2001,2001-12-16,13,28.193,MIA,@,SFO,L 0-21,,,,,,,,,,,,,,,,,,,,
78,2001,2001-12-22,14,28.199,MIA,@,NWE,L 13-20,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
79,2001,2001-12-30,15,28.207,MIA,,ATL,W 21-14,,0,0,,0,3,3,100.0,,,,0,3,,,,,,,
80,2001,2002-01-06,16,28.214,MIA,,BUF,W 34-7,,0,0,,0,4,4,100.0,2,3,66.7,0,10,0.0,,,0,0,,0
81,2002,2002-09-08,1,29.094,MIA,,DET,W 49-21,,0,0,,0,7,7,100.0,,,,0,7,,,,,,,
82,2002,2002-09-15,2,29.101,MIA,@,IND,W 21-13,,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
83,2002,2002-09-22,3,29.108,MIA,,NYJ,W 30-3,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
84,2002,2002-09-29,4,29.115,MIA,@,KAN,L 30-48,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,,,0,0,,0
85,2002,2002-10-06,5,29.122,MIA,,NWE,W 26-13,,0,0,,0,2,3,66.7,2,3,66.7,0,8,0.0,,,0,0,,0
86,2002,2002-10-13,6,29.129,MIA,@,DEN,W 24-22,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
87,2002,2002-10-20,7,29.136,MIA,,BUF,L 10-23,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
88,2002,2002-11-04,8,29.151,MIA,@,GNB,L 10-24,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
89,2002,2002-11-10,9,29.157,MIA,@,NYJ,L 10-13,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
90,2002,2002-11-17,10,29.164,MIA,,BAL,W 26-7,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
91,2002,2002-11-24,11,29.171,MIA,,SDG,W 30-3,,0,0,,0,3,3,100.0,3,4,75.0,0,12,0.0,,,0,0,,0
92,2002,2002-12-01,12,29.178,MIA,@,BUF,L 21-38,,0,0,,0,3,3,100.0,,,,0,3,,,,,,,
93,2002,2002-12-09,13,29.186,MIA,,CHI,W 27-9,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
94,2002,2002-12-15,14,29.192,MIA,,OAK,W 23-17,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0.0,,,0,0,,0
95,2002,2002-12-21,15,29.198,MIA,@,MIN,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
96,2002,2002-12-29,16,29.206,MIA,@,NWE,L 24-27,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
97,2003,2003-09-07,1,30.093,MIA,,HOU,L 20-21,,0,0,,0,2,2,100.0,,,,0,2,,,,,,,
98,2003,2003-09-14,2,30.100,MIA,@,NYJ,W 21-10,,0,0,,0,3,3,100.0,,,,0,3,,,,,,,
99,2003,2003-09-21,3,30.107,MIA,,BUF,W 17-7,,0,0,,0,2,2,100.0,1,3,33.3,0,5,0.0,,,0,0,,0
100,2003,2003-10-05,4,30.121,MIA,@,NYG,W 23-10,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
101,2003,2003-10-12,5,30.128,MIA,@,JAX,W 24-10,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
102,2003,2003-10-19,6,30.135,MIA,,NWE,L 13-19,,0,0,,0,1,1,100.0,2,4,50.0,0,7,0.0,,,0,0,,0
103,2003,2003-10-27,7,30.143,MIA,@,SDG,W 26-10,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
104,2003,2003-11-02,8,30.149,MIA,,IND,L 17-23,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
105,2003,2003-11-09,9,30.156,MIA,@,TEN,L 7-31,,0,0,,0,1,1,100.0,,,,0,1,,,,,,,
106,2003,2003-11-16,10,30.163,MIA,,BAL,W 9-6,,0,0,,0,,,,3,4,75.0,0,9,0.0,,,0,0,,0
107,2003,2003-11-23,11,30.170,MIA,,WAS,W 24-23,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
108,2003,2003-11-27,12,30.174,MIA,@,DAL,W 40-21,,0,0,,0,4,5,80.0,2,2,100.0,0,10,0.0,,,0,0,,0
109,2003,2003-12-07,13,30.184,MIA,@,NWE,L 0-12,,,,,,,,,,,,,,,,,,,,
110,2003,2003-12-15,14,30.192,MIA,,PHI,L 27-34,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
111,2003,2003-12-21,15,30.198,MIA,@,BUF,W 20-3,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
112,2003,2003-12-28,16,30.205,MIA,,NYJ,W 23-21,,0,0,,0,2,2,100.0,3,4,75.0,0,11,0.0,,,0,0,,0
113,2004,2004-09-11,1,31.097,MIA,,TEN,L 7-17,,0,0,,0,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
114,2004,2004-09-19,2,31.105,MIA,@,CIN,L 13-16,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
115,2004,2004-09-26,3,31.112,MIA,,PIT,L 3-13,,0,0,,0,,,,1,1,100.0,0,3,0.0,,,0,0,,0
116,2004,2004-10-03,4,31.119,MIA,,NYJ,L 9-17,,0,0,,0,,,,3,3,100.0,0,9,0.0,,,0,0,,0
117,2004,2004-11-21,10,31.168,MIA,@,SEA,L 17-24,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
118,2004,2004-11-28,11,31.175,MIA,@,SFO,W 24-17,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
119,2004,2004-12-05,12,31.182,MIA,,BUF,L 32-42,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
120,2004,2004-12-12,13,31.189,MIA,@,DEN,L 17-20,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
121,2004,2004-12-20,14,31.197,MIA,,NWE,W 29-28,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
122,2004,2004-12-26,15,31.203,MIA,,CLE,W 10-7,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,1,19,19.00,0
123,2004,2005-01-02,16,31.210,MIA,@,BAL,L 23-30,,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,,,0,0,,0
124,2005,2005-09-11,1,32.097,MIA,,DEN,W 34-10,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
125,2005,2005-09-18,2,32.104,MIA,@,NYJ,L 7-17,,0,0,,0,1,1,100.0,,1,0.0,0,1,0.0,,,0,0,,0
126,2005,2005-09-25,3,32.111,MIA,,CAR,W 27-24,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
127,2005,2005-10-09,4,32.125,MIA,@,BUF,L 14-20,,0,0,,0,2,2,100.0,,,,0,2,,,,,,,
128,2005,2005-10-16,5,32.132,MIA,@,TAM,L 13-27,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,1,8,8.00,0
129,2005,2005-10-21,6,32.137,MIA,,KAN,L 20-30,,0,0,,0,2,2,100.0,2,2,100.0,0,8,0.0,,,0,0,,0
130,2005,2005-10-30,7,32.146,MIA,@,NOR,W 21-6,,0,0,,0,1,1,100.0,4,5,80.0,0,13,0.0,,,0,0,,0
131,2005,2005-11-06,8,32.153,MIA,,ATL,L 10-17,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
132,2005,2005-11-13,9,32.160,MIA,,NWE,L 16-23,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
133,2005,2005-11-20,10,32.167,MIA,@,CLE,L 0-22,,,,,,,,,,,,,,,,,,,,
134,2005,2005-11-27,11,32.174,MIA,@,OAK,W 33-21,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
135,2005,2005-12-04,12,32.181,MIA,,BUF,W 24-23,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
136,2005,2005-12-11,13,32.188,MIA,@,SDG,W 23-21,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,,,0,0,,0
137,2005,2005-12-18,14,32.195,MIA,,NYJ,W 24-20,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
138,2005,2005-12-24,15,32.201,MIA,,TEN,W 24-10,,0,0,,0,3,3,100.0,1,1,100.0,0,6,0.0,,,0,0,,0
139,2005,2006-01-01,16,32.209,MIA,@,NWE,W 28-26,,0,0,,0,2,2,100.0,4,4,100.0,0,14,0.0,,,0,0,,0
140,2006,2006-09-07,1,33.093,MIA,@,PIT,L 17-28,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,,,0,0,,0
141,2006,2006-09-17,2,33.103,MIA,,BUF,L 6-16,,0,0,,0,,,,,1,0.0,0,0,0.0,,,0,0,,0
142,2006,2006-09-24,3,33.110,MIA,,TEN,W 13-10,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,,,0,0,,0
143,2006,2006-10-01,4,33.117,MIA,@,HOU,L 15-17,,0,0,,0,,,,3,3,100.0,0,9,0.0,,,0,0,,0
144,2006,2006-10-08,5,33.124,MIA,@,NWE,L 10-20,,0,0,,0,1,1,100.0,1,3,33.3,0,4,0.0,,,0,0,,0
145,2006,2006-10-15,6,33.131,MIA,@,NYJ,L 17-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,,,0,0,,0
146,2006,2006-10-22,7,33.138,MIA,,GNB,L 24-34,,0,0,,0,1,1,100.0,3,4,75.0,0,10,0.0,,,0,0,,0
147,2006,2006-11-05,8,33.152,MIA,@,CHI,W 31-13,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
148,2006,2006-11-12,9,33.159,MIA,,KAN,W 13-10,,0,0,,0,1,1,100.0,2,3,66.7,0,7,0.0,,,0,0,,0
149,2006,2006-11-19,10,33.166,MIA,,MIN,W 24-20,,0,0,,0,3,3,100.0,1,2,50.0,0,6,0.0,,,0,0,,0
150,2006,2006-11-23,11,33.170,MIA,@,DET,W 27-10,,0,0,,0,3,3,100.0,2,2,100.0,0,9,0.0,,,0,0,,0
151,2006,2006-12-03,12,33.180,MIA,,JAX,L 10-24,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
152,2006,2006-12-10,13,33.187,MIA,,NWE,W 21-0,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,,,0,0,,0
153,2006,2006-12-17,14,33.194,MIA,@,BUF,L 0-21,,,,,,,,,,,,,,,,,,,,
154,2006,2006-12-25,15,33.202,MIA,,NYJ,L 10-13,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
155,2006,2006-12-31,16,33.208,MIA,@,IND,L 22-27,,0,0,,0,1,1,100.0,5,5,100.0,0,16,0.0,,,0,0,,0
156,2007,2007-09-06,1,34.092,NOR,@,IND,L 10-41,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,,,0,0,,0
157,2007,2007-09-16,2,34.102,NOR,@,TAM,L 14-31,,0,0,,0,2,2,100.0,,1,0.0,0,2,0.0,,,0,0,,0
158,2007,2007-09-24,3,34.110,NOR,,TEN,L 14-31,,0,0,,0,2,2,100.0,,,,0,2,,,,,,,
159,2007,2007-10-07,4,34.123,NOR,,CAR,L 13-16,,0,0,,0,1,1,100.0,2,4,50.0,0,7,0.0,,,0,0,,0
160,2007,2007-10-14,5,34.130,NOR,@,SEA,W 28-17,,0,0,,0,4,4,100.0,,,,0,4,,,,,,,
161,2007,2007-10-21,6,34.137,NOR,,ATL,W 22-16,,0,0,,0,2,2,100.0,,,,0,2,,,,,,,
162,2007,2007-10-28,7,34.144,NOR,@,SFO,W 31-10,,0,0,,0,4,4,100.0,1,1,100.0,0,7,0.0,,,0,0,,0
163,2007,2007-11-04,8,34.151,NOR,,JAX,W 41-24,,0,0,,0,5,5,100.0,2,4,50.0,0,11,0.0,,,0,0,,0
164,2007,2007-11-11,9,34.158,NOR,,STL,L 29-37,,0,0,,0,1,1,100.0,,,,0,1,,,,,,,
165,2007,2007-11-18,10,34.165,NOR,@,HOU,L 10-23,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,,,0,0,,0
166,2007,2007-11-25,11,34.172,NOR,@,CAR,W 31-6,,0,0,,0,4,4,100.0,1,2,50.0,0,7,0.0,,,0,0,,0
167,2007,2007-12-02,12,34.179,NOR,,TAM,L 23-27,,0,0,,0,3,3,100.0,,,,0,3,,,,,,,
168,2007,2007-12-10,13,34.187,NOR,@,ATL,W 34-14,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,,,0,0,,0
169,2008,2008-09-07,1,35.093,SEA,@,BUF,L 10-34,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
170,2008,2008-09-14,2,35.100,SEA,,SFO,L 30-33,,0,0,,0,3,3,100.0,3,3,100.0,0,12,0.0,0,0,0,0,,0
171,2008,2008-09-21,3,35.107,SEA,,STL,W 37-13,,0,0,,0,4,4,100.0,3,3,100.0,0,13,0.0,0,0,0,0,,0
172,2008,2008-10-05,4,35.121,SEA,@,NYG,L 6-44,,0,0,,0,,,,2,2,100.0,0,6,0.0,0,0,0,0,,0
173,2008,2008-10-12,5,35.128,SEA,,GNB,L 17-27,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
174,2008,2008-10-19,6,35.135,SEA,@,TAM,L 10-20,,0,0,,0,1,1,100.0,1,2,50.0,0,4,0.0,0,0,0,0,,0
175,2008,2008-10-26,7,35.142,SEA,@,SFO,W 34-13,,0,0,,0,4,4,100.0,2,2,100.0,0,10,0.0,0,0,0,0,,0
176,2008,2008-11-02,8,35.149,SEA,,PHI,L 7-26,,0,0,,0,1,1,100.0,,,,0,1,0.0,0,0,0,0,,0
177,2008,2008-11-09,9,35.156,SEA,@,MIA,L 19-21,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
178,2008,2008-11-16,10,35.163,SEA,,ARI,L 20-26,,0,0,,0,2,2,100.0,,,,0,2,0.0,0,0,0,0,,0
179,2008,2008-11-23,11,35.170,SEA,,WAS,L 17-20,,0,0,,0,2,2,100.0,1,2,50.0,0,5,0.0,0,0,0,0,,0
180,2008,2008-11-27,12,35.174,SEA,@,DAL,L 9-34,,0,0,,0,,,,3,3,100.0,0,9,0.0,0,0,0,0,,0
181,2008,2008-12-07,13,35.184,SEA,,NWE,L 21-24,,0,0,,0,3,3,100.0,,,,0,3,0.0,0,0,0,0,,0
182,2008,2008-12-14,14,35.191,SEA,@,STL,W 23-20,,0,0,,0,2,2,100.0,3,3,100.0,0,11,0.0,0,0,0,0,,0
183,2008,2008-12-21,15,35.198,SEA,,NYJ,W 13-3,,0,0,,0,1,1,100.0,2,2,100.0,0,7,0.0,0,0,0,0,,0
184,2008,2008-12-28,16,35.205,SEA,@,ARI,L 21-34,,0,0,,0,3,3,100.0,,1,0.0,0,3,0.0,0,0,0,0,,0
185,2009,2009-09-13,1,36.099,SEA,,STL,W 28-0,,0,0,,0,4,4,100.0,,,,0,4,0.0,0,0,0,0,,0
186,2009,2009-09-20,2,36.106,SEA,@,SFO,L 10-23,,0,0,,0,1,1,100.0,1,1,100.0,0,4,0.0,0,0,0,0,,0
187,2009,2009-09-27,3,36.113,SEA,,CHI,L 19-25,,0,0,,0,1,1,100.0,4,6,66.7,0,13,0.0,0,0,0,0,,0
188,2009,2009-10-04,4,36.120,SEA,@,IND,L 17-34,,0,0,,0,2,2,100.0,1,1,100.0,0,5,0.0,0,0,0,0,,0
189,2009,2009-10-11,5,36.127,SEA,,JAX,W 41-0,,0,0,,0,5,5,100.0,2,2,100.0,0,11,0.0,0,0,0,0,,0
