ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2000,2000-09-03,1,23.133,PHI,@,DAL,W 41-14,,3,3,29,9.67,0,100.0%,9.67,0,0,,0,0,0
2,2000,2000-09-10,2,23.140,PHI,,NYG,L 18-33,,6,1,23,23.00,0,16.7%,3.83,0,0,,0,0,0
3,2000,2000-09-17,3,23.147,PHI,@,GNB,L 3-6,,7,,,,,0.0%,,,,,,,
4,2000,2000-09-24,4,23.154,PHI,@,NOR,W 21-7,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
5,2000,2000-10-01,5,23.161,PHI,,ATL,W 38-10,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
6,2000,2000-10-08,6,23.168,PHI,,WAS,L 14-17,,1,,,,,0.0%,,,,,,,
7,2000,2000-10-15,7,23.175,PHI,@,ARI,W 33-14,,2,,,,,0.0%,,,,,,,
8,2000,2000-10-22,8,23.182,PHI,,CHI,W 13-9,,,,,,,0.0%,,,,,,,
9,2000,2000-10-29,9,23.189,PHI,@,NYG,L 7-24,,1,,,,,0.0%,,,,,,,
10,2000,2000-11-05,10,23.196,PHI,,DAL,W 16-13,,2,,,,,0.0%,,,,,,,
11,2000,2000-11-12,11,23.203,PHI,@,PIT,W 26-23,,1,,,,,0.0%,,,,,,,
12,2000,2000-11-19,12,23.210,PHI,,ARI,W 34-9,,1,,,,,0.0%,,,,,,,
13,2000,2000-11-26,13,23.217,PHI,@,WAS,W 23-20,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0
14,2000,2000-12-03,14,23.224,PHI,,TEN,L 13-15,,1,1,45,45.00,0,100.0%,45.00,0,0,,0,0,0
15,2000,2000-12-10,15,23.231,PHI,@,CLE,W 35-24,,4,2,56,28.00,0,50.0%,14.00,0,0,,0,0,0
16,2000,2000-12-24,16,23.245,PHI,,CIN,W 16-7,,2,,,,,0.0%,,,,,,,
17,2001,2001-09-09,1,24.139,PHI,,STL,L 17-20,*,11,7,99,14.14,0,63.6%,9.00,0,0,,0,0,0
18,2001,2001-09-23,2,24.153,PHI,@,SEA,W 27-3,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,0,0
19,2001,2001-09-30,3,24.160,PHI,,DAL,W 40-18,*,3,3,71,23.67,1,100.0%,23.67,0,0,,0,1,6
20,2001,2001-10-07,4,24.167,PHI,,ARI,L 20-21,*,6,4,90,22.50,2,66.7%,15.00,1,5,5.00,0,2,12
21,2001,2001-10-22,5,24.182,PHI,@,NYG,W 10-9,*,8,4,39,9.75,0,50.0%,4.88,0,0,,0,0,0
22,2001,2001-10-28,6,24.188,PHI,,OAK,L 10-20,*,5,,,,,0.0%,,,,,,,
23,2001,2001-11-04,7,24.195,PHI,@,ARI,W 21-7,*,8,3,15,5.00,0,37.5%,1.88,0,0,,0,0,0
24,2001,2001-11-11,8,24.202,PHI,,MIN,W 48-17,*,6,2,20,10.00,0,33.3%,3.33,0,0,,0,0,0
25,2001,2001-11-18,9,24.209,PHI,@,DAL,W 36-3,*,5,2,30,15.00,0,40.0%,6.00,0,0,,0,0,0
26,2001,2001-11-25,10,24.216,PHI,,WAS,L 3-13,*,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0
27,2001,2001-11-29,11,24.220,PHI,@,KAN,W 23-10,*,3,2,37,18.50,0,66.7%,12.33,0,0,,0,0,0
28,2001,2001-12-09,12,24.230,PHI,,SDG,W 24-14,*,6,5,17,3.40,0,83.3%,2.83,0,0,,0,0,0
29,2001,2001-12-16,13,24.237,PHI,@,WAS,W 20-6,*,5,2,77,38.50,1,40.0%,15.40,0,0,,0,1,6
30,2001,2001-12-22,14,24.243,PHI,@,SFO,L 3-13,*,4,3,51,17.00,0,75.0%,12.75,0,0,,0,0,0
31,2001,2001-12-30,15,24.251,PHI,,NYG,W 24-21,*,6,2,23,11.50,0,33.3%,3.83,0,0,,0,0,0
32,2002,2002-09-08,1,25.138,PHI,@,TEN,L 24-27,*,7,3,37,12.33,0,42.9%,5.29,0,0,,0,0,0
33,2002,2002-09-16,2,25.146,PHI,@,WAS,W 37-7,*,4,3,36,12.00,0,75.0%,9.00,0,0,,0,0,0
34,2002,2002-09-22,3,25.152,PHI,,DAL,W 44-13,*,6,5,48,9.60,2,83.3%,8.00,0,0,,0,2,12
35,2002,2002-09-29,4,25.159,PHI,,HOU,W 35-17,*,9,6,70,11.67,0,66.7%,7.78,0,0,,0,0,0
36,2002,2002-10-06,5,25.166,PHI,@,JAX,L 25-28,*,8,4,21,5.25,0,50.0%,2.63,0,0,,0,0,0
37,2002,2002-10-20,6,25.180,PHI,,TAM,W 20-10,*,10,4,61,15.25,1,40.0%,6.10,0,0,,0,1,6
38,2002,2002-10-28,7,25.188,PHI,,NYG,W 17-3,*,8,3,20,6.67,0,37.5%,2.50,0,0,,0,0,0
