ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,sacks,tackles_solo,tackles_assists
1,2010,2010-09-12,1,23.165,IND,@,HOU,L 24-34,,,,,,,0.0%,,,,
2,2010,2010-09-19,2,23.172,IND,,NYG,W 38-14,*,,,,,,0.0%,,,,
3,2010,2010-09-26,3,23.179,IND,@,DEN,W 27-13,*,2,1,8,8.00,0,50.0%,4.00,0.0,0,0
4,2010,2010-10-03,4,23.186,IND,@,JAX,L 28-31,*,2,1,10,10.00,0,50.0%,5.00,0.0,0,0
5,2010,2010-10-10,5,23.193,IND,,KAN,W 19-9,*,,,,,,0.0%,,,,
6,2010,2010-10-17,6,23.200,IND,@,WAS,W 27-24,*,1,1,5,5.00,0,100.0%,5.00,0.0,0,0
7,2010,2010-11-01,7,23.215,IND,,HOU,W 30-17,*,1,,,,,0.0%,,,,
8,2010,2010-11-14,9,23.228,IND,,CIN,W 23-17,*,,,,,,0.0%,,,,
9,2010,2010-11-21,10,23.235,IND,@,NWE,L 28-31,,,,,,,0.0%,,,,
10,2010,2010-12-05,12,23.249,IND,,DAL,L 35-38,,1,1,8,8.00,0,100.0%,8.00,0.0,0,0
11,2010,2010-12-09,13,23.253,IND,@,TEN,W 30-28,,2,1,8,8.00,0,50.0%,4.00,0.0,0,0
12,2010,2010-12-19,14,23.263,IND,,JAX,W 34-24,,,,,,,0.0%,,,,
13,2010,2010-12-26,15,23.270,IND,@,OAK,W 31-26,*,,0,0,,0,0.0%,,0.0,1,0
14,2010,2011-01-02,16,23.277,IND,,TEN,W 23-20,,0,,,,,0.0%,,,,
15,2011,2011-09-11,1,24.164,IND,@,HOU,L 7-34,,0,,,,,0.0%,,,,
16,2011,2011-09-18,2,24.171,IND,,CLE,L 19-27,*,1,1,4,4.00,0,100.0%,4.00,0.0,0,0
17,2011,2011-09-25,3,24.178,IND,,PIT,L 20-23,,1,1,4,4.00,0,100.0%,4.00,0.0,0,0
18,2011,2011-10-03,4,24.186,IND,@,TAM,L 17-24,,1,1,7,7.00,0,100.0%,7.00,0.0,0,0
19,2011,2011-10-09,5,24.192,IND,,KAN,L 24-28,*,0,,,,,0.0%,,,,
20,2011,2011-10-16,6,24.199,IND,@,CIN,L 17-27,*,,,,,,0.0%,,,,
21,2011,2011-10-23,7,24.206,IND,@,NOR,L 7-62,*,3,2,12,6.00,0,66.7%,4.00,0.0,0,0
22,2011,2011-10-30,8,24.213,IND,@,TEN,L 10-27,,0,,,,,0.0%,,,,
23,2011,2011-11-06,9,24.220,IND,,ATL,L 7-31,*,1,1,6,6.00,0,100.0%,6.00,0.0,0,0
24,2011,2011-12-11,13,24.255,IND,@,BAL,L 10-24,,,,,,,0.0%,,,,
25,2011,2011-12-18,14,24.262,IND,,TEN,W 27-13,*,1,1,4,4.00,0,100.0%,4.00,0.0,0,0
26,2011,2011-12-22,15,24.266,IND,,HOU,W 19-16,*,2,2,8,4.00,0,100.0%,4.00,0.0,0,0
27,2011,2012-01-01,16,24.276,IND,@,JAX,L 13-19,*,,,,,,0.0%,,,,
